10.338699999999989	5	1
25.339500000000015	5	1
41.34049999999999	5	1
55.358000000000004	5	1
68.34219999999999	5	1
83.34370000000001	5	1
110.34529999999998	5	1
125.3466	5	1
138.34709999999998	5	1
151.34799999999998	5	1
166.3495	5	1
179.34990000000002	5	1
194.35100000000003	5	1
207.35190000000003	5	1
222.33669999999998	5	1
237.3373	5	1
253.33849999999998	5	1
268.33990000000006	5	1
283.35709999999995	5	1
296.3414	5	1
309.34220000000005	5	1
323.3432	5	1
337.3442	5	1
352.32910000000004	5	1
366.34620000000007	5	1
