9.994700000000009	5	1
25.993499999999997	5	1
40.99850000000001	5	1
54.992000000000004	5	1
69.00080000000001	5	1
83.9869	5	1
99.98809999999999	5	1
113.98989999999999	5	1
129.9921	5	1
144.98930000000001	5	1
159.9941	5	1
174.99720000000002	5	1
201.99099999999999	5	1
216.99649999999997	5	1
232.99559999999997	5	1
246.98919999999998	5	1
259.9885	5	1
274.9923	5	1
289.9932	5	1
303.99199999999996	5	1
317.99629999999996	5	1
333.99879999999996	5	1
350.00059999999996	5	1
366.00059999999996	5	1
381.9885	5	1
