"Amygdala_L","Amygdala_R","Dorsal_striatum_L","Dorsal_striatum_R","Fusiform_gyrus_L","Fusiform_gyrus_R","Hippocampus_L","Hippocampus_R","Insula_L","Insula_R","Intracalcarine_cortex_L","Intracalcarine_cortex_R","lOFC_R","mOFC_L","mOFC_R","Oral_somatosensory_cortex_L","Oral_somatosensory_cortex_R","Precuneus_L","Precuneus_R","Ventral_striatum_L","Ventral_striatum_R","vlPFC_L","vlPFC_R","vlThalamus_L","vlThalamus_R","vmPFC_L","vmPFC_R","NA"
"Amygdala_L",NA,0.737888295128878,1.31201174369266e-08,1.44490641673656e-10,0,3.83784559687683e-10,0.137152087278649,1.47101597249844e-05,4.44089209850063e-16,3.39195338483478e-12,0.0436815499490342,0.000266723254597645,1.68753899743024e-14,0,6.70995436991006e-09,3.82129274889564e-08,5.0085630243224e-07,2.34868895399032e-06,0.310278974784531,6.88338275267597e-15,7.02034840127652e-06,0,0.0551572425196494,2.61142966486716e-05,0,2.12319051229315e-11,3.93374235785338e-06,3.44827962890371e-05
"Amygdala_R",0.737888295128878,NA,0.678753972902885,0.0672907125684312,0.389854644452502,0.0195577611594615,0.000483387237024235,0.0154582042267128,0.0467250659492247,0.0273753112485158,0.0807615833878403,0.889850358444347,0.00650169166300651,0.565227851769708,0.0434173888114533,0.245696644906605,0.573193330896005,0.331709713292472,0.323490745809452,0.00723504613692483,0.643575693138365,0.00453299439248589,0.654523934829368,0.203176693087129,0.0186369805361744,0.0125242800586993,0.439997527903626,0.354586160604552
"Dorsal_striatum_L",1.31201174369266e-08,0.678753972902885,NA,0,0,3.55989513423083e-07,0.0011185424160316,0.0219117138899825,0,0,4.92123603423877e-07,0,0,0,6.66133814775094e-16,0,0,0,0,1.05694408780721e-09,0,0,4.79616346638068e-14,0,0,0,0,0
"Dorsal_striatum_R",1.44490641673656e-10,0.0672907125684312,0,NA,0,3.56482384853418e-05,2.29765095838275e-11,0.0763723359682549,0,0,1.72927073394114e-06,0,0,0,5.14901898895914e-10,8.40882918851094e-13,0,0,0,0,0,3.5527136788005e-15,4.44089209850063e-16,0,0,0,0,0
"Fusiform_gyrus_L",0,0.389854644452502,0,0,NA,6.75644784564611e-09,8.24296592716323e-06,0.00055804815145466,0,0,0.000631912517569999,1.25128796213403e-11,0,0,0,0,0,0,9.9536396902522e-09,0,0,0,1.30641727782432e-05,0,0,0,0,0
"Fusiform_gyrus_R",3.83784559687683e-10,0.0195577611594615,3.55989513423083e-07,3.56482384853418e-05,6.75644784564611e-09,NA,0.199628576065292,0.139825084652162,0.000393685859163995,0.0014448042003754,0.00291193584252647,0.000118035113892301,0.00151420379392686,0.00275416558718722,0.00592564175174148,0.00147947351374311,0.000385773002653522,0.00224763725581711,0.194483382883962,0.033399239014126,0.00133169036566572,2.22262224771619e-05,0.00834020625661847,1.04066537494063e-05,5.5071919269345e-06,0.128576394966983,0.000764133750950968,9.15152803804276e-06
"Hippocampus_L",0.137152087278649,0.000483387237024235,0.0011185424160316,2.29765095838275e-11,8.24296592716323e-06,0.199628576065292,NA,0.499339915132062,1.46110656906728e-07,6.41475253226886e-06,0.937786837434145,0.199042814535636,2.12799644572215e-09,0.0455018291558744,0.286151663279036,0.434435007572628,1.87992194606856e-05,7.33104998928980e-09,3.94084764820946e-12,4.44260124465856e-06,3.11577444289668e-07,0.0253097428499411,0.000291556378583024,0.00403759758734878,2.30904684261901e-08,2.41167086301175e-11,3.70757128109744e-07,2.60453127856053e-05
"Hippocampus_R",1.47101597249844e-05,0.0154582042267128,0.0219117138899825,0.0763723359682549,0.00055804815145466,0.139825084652162,0.499339915132062,NA,9.68114477473137e-13,1.27571953001393e-10,0.00694720079357691,0.155906241999096,5.60225163570571e-06,0.000228048969419747,0.83633932249409,0.677900978744233,3.71077435445955e-09,7.67725882866443e-11,0.321094782449384,0.000596619825411704,2.49581707736368e-05,0.696239763183281,1.09973867790103e-08,0.003640994958094,2.55728771492159e-12,2.72226685638088e-13,0.000705460809254266,0.0919575400202104
"Insula_L",4.44089209850063e-16,0.0467250659492247,0,0,0,0.000393685859163995,1.46110656906728e-07,9.68114477473137e-13,NA,0,0.0294844079161591,3.17118775683412e-10,0,0,4.55368032170611e-09,8.9637688382993e-09,0,0,1.33226762955019e-15,0,0,6.93444190957848e-09,0,0,0,0,0,0
"Insula_R",3.39195338483478e-12,0.0273753112485158,0,0,0,0.0014448042003754,6.41475253226886e-06,1.27571953001393e-10,0,NA,0.0114194296468195,4.25223634081817e-10,0,0,5.75292187399157e-06,6.77482070443602e-10,0,0,2.22044604925031e-15,2.22044604925031e-16,0,1.37034914216017e-06,0,0,0,0,0,0
