"Amygdala_L","Amygdala_R","Dorsal_striatum_L","Dorsal_striatum_R","Fusiform_gyrus_L","Fusiform_gyrus_R","Hippocampus_L","Hippocampus_R","Insula_L","Insula_R","Intracalcarine_cortex_L","Intracalcarine_cortex_R","lOFC_R","mOFC_L","mOFC_R","Oral_somatosensory_cortex_L","Oral_somatosensory_cortex_R","Precuneus_L","Precuneus_R","Ventral_striatum_L","Ventral_striatum_R","vlPFC_L","vlPFC_R","vlThalamus_L","vlThalamus_R","vmPFC_L","vmPFC_R","NA"
"Amygdala_L",1,0.426450970461791,0.244464063986656,0.362433251035799,0.254232031612736,0.182419491639981,0.246374604517665,0.111804617012444,-0.0233154836665756,0.0783771800835424,0.157608579622531,0.0375776623565047,0.713584163511988,0.127289998528291,0.53967656205413,0.116854263788619,0.173119977448522,0.134972032892982,-0.199530087284444,0.746944804697085,0.379778688692297,0.0915450589282422,0.445826892027733,0.235552975373359,-0.157206589216814,0.114975300557595,0.0544769246634023,-0.27984476034122
"Amygdala_R",0.426450970461791,1,-0.156086679167617,0.240656753391123,0.164867302316016,0.0896160364290298,0.676980265401582,0.471822827150035,0.294601341882633,0.0884583144830245,-0.015277374692598,-0.0328247211652052,0.249228824964819,-0.238435849003785,0.250797814229661,0.334005556777094,0.241022862104388,0.0890481901785122,-0.0708461403383947,0.478694208849807,-0.185636048138731,0.523625637256064,0.218009229106837,0.140815230418193,-0.138966073466462,0.195695042733202,0.071055664982211,0.197820038781769
"Dorsal_striatum_L",0.244464063986656,-0.156086679167617,1,0.545308750904034,-0.2025215531985,-0.179339081514707,0.0237879412724783,0.112703826845209,0.268756433431529,0.462314181011959,-0.0470173959117849,-0.136379845558268,0.19022563503978,0.32004343200136,0.304775491871817,-0.0725105172050171,0.405036879563687,0.363652866109063,0.488871548375798,0.201975525979249,0.38420572215119,0.145611430330084,0.431539681404419,0.265934990510212,0.575172652021307,0.591760212196157,0.573310569664803,0.142694973904496
"Dorsal_striatum_R",0.362433251035799,0.240656753391123,0.545308750904034,1,0.261569246119354,-0.357026501520424,0.403052027378139,0.407616100250561,0.42106725008295,0.326901940193724,-0.171792257121119,-0.267446016146139,0.451403225445862,-0.0648367469299303,0.0151596929756409,0.0947263949520024,0.409062761001762,0.305230336682669,0.417715725765606,0.434118715714973,0.147594264826137,0.395194652637274,0.0123409598020841,0.306864826281724,0.0492374174641356,0.514690762534302,0.492188357009613,0.31751032613337
"Fusiform_gyrus_L",0.254232031612736,0.164867302316016,-0.2025215531985,0.261569246119354,1,-0.0150709780819931,-0.0385115048783059,0.211478115532932,0.0758134520525578,-0.196757473023948,0.376008320739418,0.357240109230584,0.575408308035113,0.0331518658943738,-0.121836547601668,0.257133136408419,0.0456464780493904,0.147100153739968,-0.414816796578719,0.382780274691528,-0.329974900207826,0.0646444395398713,-0.51982522072049,0.19863384701646,-0.182978637982144,-0.103618987377397,-0.22546392931247,0.19947224798656
"Fusiform_gyrus_R",0.182419491639981,0.0896160364290298,-0.179339081514707,-0.357026501520424,-0.0150709780819931,1,-0.0977313202805106,-0.281309001485798,-0.322700473995481,-0.464757954301931,0.23095212486651,0.206151212430459,0.295949624648662,0.122483338101715,0.333422022655252,0.261018502409068,-0.22828873912092,-0.490969555226209,-0.580484564594682,0.10888414121527,-0.0535878668246018,-0.374720403854893,0.120598836666861,-0.0810064968796091,-0.0628845860867263,-0.160654950598156,-0.510570204593827,-0.457622567842047
"Hippocampus_L",0.246374604517665,0.676980265401582,0.0237879412724783,0.403052027378139,-0.0385115048783059,-0.0977313202805106,1,0.79209728687352,0.569456797216962,0.374848419400043,0.195018779592745,0.144800003392684,0.161086265072721,-0.401354825918316,0.167957601644426,0.362712557895161,0.334469361992713,0.201136425705939,0.507436074001146,0.25665908840205,0.237488961814825,0.65559467908435,0.121619944351926,0.446244063497233,0.0327989565408481,0.523934367550603,0.361912630820778,0.266203510834528
"Hippocampus_R",0.111804617012444,0.471822827150035,0.112703826845209,0.407616100250561,0.211478115532932,-0.281309001485798,0.79209728687352,1,0.708988572586646,0.44597120082055,0.426630925169951,0.452853470242291,0.182369969065016,-0.150297308376203,-0.0822176099061104,0.307058996880988,0.330074667801214,0.314457583825713,0.512938704131311,0.0605810214705627,0.219625208673031,0.707355516094382,-0.234794235357551,0.505105714099232,0.327986694042364,0.542873125398829,0.360416801454148,0.45905382893398
"Insula_L",-0.0233154836665756,0.294601341882633,0.268756433431529,0.42106725008295,0.0758134520525578,-0.322700473995481,0.569456797216962,0.708988572586646,1,0.804779498876805,0.252546413132103,0.235618818267974,-0.120312234758294,-0.236646545796643,0.0167194397297988,0.363223851802544,0.76809040200582,0.725901975200887,0.489148922205844,0.0726279959943081,0.0920470713460859,0.755848166249276,-0.0211066612856586,0.807834822204044,0.491997899390676,0.799929254847116,0.694626062690249,0.796635201603948
"Insula_R",0.0783771800835424,0.0884583144830245,0.462314181011959,0.326901940193724,-0.196757473023948,-0.464757954301931,0.374848419400043,0.44597120082055,0.804779498876805,1,0.0792337136126428,0.0117993467980375,-0.285618458167038,-0.257411938656873,0.195882826091572,0.114010013886739,0.781552898279361,0.829713981674481,0.576518230639195,0.101824194244245,0.297850609014656,0.633744916218969,0.240837733911253,0.74201298444824,0.477102145402948,0.789325126733338,0.77574263026498,0.711035227266207
