"Amygdala_L","Amygdala_R","Dorsal_striatum_L","Dorsal_striatum_R","Fusiform_gyrus_L","Fusiform_gyrus_R","Hippocampus_L","Hippocampus_R","Insula_L","Insula_R","Intracalcarine_cortex_L","Intracalcarine_cortex_R","lOFC_R","mOFC_L","mOFC_R","Oral_somatosensory_cortex_L","Oral_somatosensory_cortex_R","Precuneus_L","Precuneus_R","Ventral_striatum_L","Ventral_striatum_R","vlPFC_L","vlPFC_R","vlThalamus_L","vlThalamus_R","vmPFC_L","vmPFC_R","NA"
"Amygdala_L",NA,6.1810556672981e-12,0.0276208544881797,0.194538668088707,0.21859644386984,0.000945359114078226,1.65423230669148e-13,3.08203240706462e-10,0.0217806815781234,0.123296639211429,4.22563555035893e-07,2.1369354824996e-05,0.937840993892973,9.76166925070743e-09,0.0323968021560108,0.00172389527640249,2.95179880427376e-06,0.00778345779904743,0.0916974823644847,0.291298517907532,3.51173809498562e-06,1.93096649780955e-10,1.58050033949308e-07,0.000323231436492932,0.0644850442407514,4.66293670342566e-15,5.67189551452518e-05,0.202886348647112
"Amygdala_R",6.1810556672981e-12,NA,0.165875932597084,0.0186637989938858,0.80795198331796,0.0573351417885659,2.63300492520102e-12,0,0.660701137716754,0.857176318645262,0.890618851989125,0.667613421757575,0.0127465209792075,0.364398785794689,0.373365851384959,0.000117571185267895,7.18480139827449e-08,2.42724201049427e-06,1.80396828586282e-08,0.0212769971850044,9.66167967852982e-09,2.35367281220533e-14,4.49227870458202e-08,4.29423524139771e-06,0.367880098477388,0.000544757134443241,1.13171139792811e-07,6.77203954024819e-06
"Dorsal_striatum_L",0.0276208544881797,0.165875932597084,NA,2.26485497023532e-13,0.360409656067908,0.030495010865077,0.00232441296029307,0.00011818921930562,0.332200258902868,0.0173010221443906,8.44984098185009e-05,0.0346618430717027,0.746291197597078,7.05744486806381e-06,0.00800619985378681,0.00277776447201572,5.53746692943946e-09,0.00012354170244433,0.00154646270323688,8.07210645492606e-05,0.489581120790072,0.0323566576759173,0.00268925107447515,0.0672703643534056,0.706970397158699,0.00163745928836034,0.000141624059999623,0.47017832125929
"Dorsal_striatum_R",0.194538668088707,0.0186637989938858,2.26485497023532e-13,NA,0.684961523341625,0.750161077363846,0.147662868057322,0.00017963099115792,0.0983475199712653,0.0883425516833038,0.767006468998324,0.890396279028291,0.0619937115468443,0.082481980761818,0.0679931181494597,0.789092246025916,0.00173313495725425,6.88658468264158e-05,0.0882231991233049,0.559484728322137,0.635448802569361,0.0498158893745169,0.240805773472678,0.198402431886441,0.928768566742584,0.503132178880227,0.579772265870143,0.00233287888644407
"Fusiform_gyrus_L",0.21859644386984,0.80795198331796,0.360409656067908,0.684961523341625,NA,4.60816249172602e-05,8.4433056135369e-05,0.00723423951614155,9.2814604446545e-08,0.000354045643889744,0.417030968635341,0.439951765708641,0.0751546946112807,0.457133241705827,0.0119546431140072,0.00691293361614087,0.731503360205383,0.0248815764200612,0.919952482271533,0.65019700957484,0.0339808859019803,0.0167166010798356,0.257567088060274,2.34882822081062e-08,0.0135581202729811,0.342415420979592,0.709540028730003,0.16734590018621
"Fusiform_gyrus_R",0.000945359114078226,0.0573351417885659,0.030495010865077,0.750161077363846,4.60816249172602e-05,NA,0.000307601133948454,0.292471097281958,0.749109571056071,0.108406336751237,0,0,0.0815327309480143,0.000327076605171506,0.00264183651674976,1.58142655855009e-05,0.00762703105245621,0.144976162049324,0.082969823172379,0.464625179538116,0.509719967651655,0.0853480058971252,0.000334310454685349,0.852426375665094,0.817862701358033,6.96652780618479e-05,0.0332496685119463,0.847691666350948
"Hippocampus_L",1.65423230669148e-13,2.63300492520102e-12,0.00232441296029307,0.147662868057322,8.4433056135369e-05,0.000307601133948454,NA,4.44089209850063e-15,0.225638175084593,0.0952149861746114,6.58729129132674e-05,0.00721407864123513,0.00728493412280451,0.0913991249125676,1.57976729564524e-06,9.86716841566704e-08,2.26433727767983e-07,2.05871796055135e-07,0.00152090778953307,0.137638885788668,0.000257562449319959,5.93985718388979e-08,3.83317666496907e-09,0.0394038409841495,0.207886488396566,0.000504294138647055,7.39733305721302e-08,0.00880854692232935
"Hippocampus_R",3.08203240706462e-10,0,0.00011818921930562,0.00017963099115792,0.00723423951614155,0.292471097281958,4.44089209850063e-15,NA,0.593423978283307,0.97392401112046,0.399135628247003,0.755823763023671,1.77883247021171e-06,0.102982670017925,0.00119210082576049,6.79015002458261e-05,3.68001666917195e-08,1.30171566858905e-08,1.89963203851562e-05,0.0160400442468251,0.000128536353152242,1.7842572342941e-05,5.12097031446501e-11,9.56370772224879e-05,0.752813753287583,0.0291812085217849,1.51945123150199e-12,0.0187766626414496
"Insula_L",0.0217806815781234,0.660701137716754,0.332200258902868,0.0983475199712653,9.2814604446545e-08,0.749109571056071,0.225638175084593,0.593423978283307,NA,1.66076041807628e-11,0.80705047896736,0.894320801553041,0.457038434658549,0.0125677755877935,0.0379392329706616,0.211347518429065,0.631937560919508,0.0186469377962624,2.06320069913168e-05,0.122447173268284,8.42216459617795e-05,0.711080627971357,0.060427584575752,0.0093535328076455,2.30213055418815e-06,3.69953875534179e-07,1.19936603915072e-06,0.0137934301531621
"Insula_R",0.123296639211429,0.857176318645262,0.0173010221443906,0.0883425516833038,0.000354045643889744,0.108406336751237,0.0952149861746114,0.97392401112046,1.66076041807628e-11,NA,0.114633499166538,0.00203719870142494,0.0322668950620824,5.94186655433759e-09,0.12181115509617,0.997266301040712,0.637291409945553,0.97879618066498,0.000215079002162,0.00220232005568377,0.0036088534234342,0.944137387495251,0.000973442424435422,8.07509117728422e-06,0.0162613377016645,0.00153470460401151,2.6393766721533e-05,0.0019105755969937
