"Amygdala_L","Amygdala_R","Dorsal_striatum_L","Dorsal_striatum_R","Fusiform_gyrus_L","Fusiform_gyrus_R","Hippocampus_L","Hippocampus_R","Insula_L","Insula_R","Intracalcarine_cortex_L","Intracalcarine_cortex_R","lOFC_R","mOFC_L","mOFC_R","Oral_somatosensory_cortex_L","Oral_somatosensory_cortex_R","Precuneus_L","Precuneus_R","Ventral_striatum_L","Ventral_striatum_R","vlPFC_L","vlPFC_R","vlThalamus_L","vlThalamus_R","vmPFC_L","vmPFC_R","NA"
"Amygdala_L",NA,0.0276286054439718,0.00251195599381315,0.502882022724959,0.368766351469528,0.226399697487824,0.966240222827735,0.00380519791387735,0.296027761309149,0.0554658567528992,0.999086221831796,0.935825321663935,0.97240334890947,0.00391694282469368,0.147403354360772,0.881192501969634,0.0264628565023499,4.38487106624308e-07,0.816094286783934,0.171097385365332,0.651638563645828,0.154719174422979,0.020252810753234,0.145404388074367,0.00727467301238871,0.845339102860361,0.291443081924813,0.1920022629348
"Amygdala_R",0.0276286054439718,NA,7.76017472503554e-10,0.00135855165585097,0.0415701310469343,0.428649083238693,0.012039858483591,3.71064436954782e-08,0.00246454182233191,1.21119073148712e-06,0.302463722007518,0.036064104480878,0.00141965573444147,0.364061517151277,0.0390129262849799,0.473142207917384,0.000122168320212612,0.0133225302587263,0.650229410099537,0.0352978989138726,8.12636086422458e-07,0.00242174464069356,0.0385738452444624,0.173307628624068,0.00242101199934286,0.0803164028740664,6.37036070676444e-05,0.228222677859821
"Dorsal_striatum_L",0.00251195599381315,7.76017472503554e-10,NA,5.68527447342149e-11,0.01767337397039,0.0597102361180493,0.00695482670150716,0.00137067806741364,0.00102070432957224,4.56171989071663e-08,0.000919827364445069,0.269426136780141,0.163389133602569,0.320094487306098,0.00809124383684212,0.881840079948794,7.3417715788171e-05,3.96677837199988e-05,0.411925690684242,0.00865777238468945,0.0572803868042333,1.32260075291768e-06,0.289854440898833,0.268346739967745,0.000187784594245066,0.172256052361559,0.00578854460546707,0.0140945288513454
"Dorsal_striatum_R",0.502882022724959,0.00135855165585097,5.68527447342149e-11,NA,1.53772953703779e-07,0.00449117465237769,0.00043165437644177,0.0444033039052734,2.07126862232787e-05,0.00812392748533242,3.90359198454426e-06,0.0458635792997875,1.88887497605261e-05,5.77909988264125e-05,0.51931946387926,0.0349200706957258,0.000548489962897136,0.00473804244312026,0.625007719546706,4.98089888889552e-07,8.70426410264358e-05,1.94000434561303e-06,0.0175630234710351,0.107389008216633,3.47200498507227e-06,0.000118917800253415,2.7110095235372e-07,0.0013067094253465
"Fusiform_gyrus_L",0.368766351469528,0.0415701310469343,0.01767337397039,1.53772953703779e-07,NA,0.84954318197364,0.000570855529095526,0.159431963508728,0.103135829475571,0.299288032516145,0.00145803436238268,0.00984212415076069,0.0180271504611826,0.0556408925614553,0.160851036534814,0.00917997984295815,0.0479931609354813,0.0316704246506423,0.0505512421652492,2.11195640975603e-07,0.000456529728907196,0.000180566809420135,0.00594744281949389,0.114069260199047,0.00766953508665624,0.005845218167287,0.000726667543083481,0.0649431824013069
"Fusiform_gyrus_R",0.226399697487824,0.428649083238693,0.0597102361180493,0.00449117465237769,0.84954318197364,NA,0.309291728631428,0.341080157022486,0.00213937616867588,0.012943163599388,2.5401521488444e-06,2.34096214997148e-05,0.00840069345591754,0.0300662434435068,0.270431483205257,0.0695021959893833,4.88417483097692e-05,0.00157404876703549,0.902608274854154,0.203787226076363,0.0394022364475204,0.632720384395863,0.196315281463908,0.36510166074817,0.797370309189139,5.17980566741016e-05,0.78754213809986,0.451770016429679
"Hippocampus_L",0.966240222827735,0.012039858483591,0.00695482670150716,0.00043165437644177,0.000570855529095526,0.309291728631428,NA,0.633822851558024,2.73235315977338e-05,0.0121458233414002,0.149296068092241,0.0337993857751384,0.00764875515327379,0.891487923522196,0.691658536097187,0.784013160104607,0.450790267717664,0.262546065496007,0.850649514993215,0.0831750547797867,4.5325290896514e-05,0.0107589953667135,0.0853724799368432,0.74024137919826,0.074355921828809,0.00060176723397265,2.85537076081255e-05,0.562873531027324
"Hippocampus_R",0.00380519791387735,3.71064436954782e-08,0.00137067806741364,0.0444033039052734,0.159431963508728,0.341080157022486,0.633822851558024,NA,0.723565467556365,0.111607881422051,0.14832162996256,0.0334474438799122,0.891000235627914,0.837811180579448,0.869060280665053,0.868880470242462,9.37042707995772e-05,0.000524715566720957,0.0279414770374564,0.00679295829759807,0.0423831048741665,2.81176338650102e-05,0.843228226240837,0.94308356951459,0.362964174369487,0.583105490719133,0.194413369075784,0.995686746191055
"Insula_L",0.296027761309149,0.00246454182233191,0.00102070432957224,2.07126862232787e-05,0.103135829475571,0.00213937616867588,2.73235315977338e-05,0.723565467556365,NA,0.000541598290792367,0.0305731570147469,0.257709541245124,6.48915288170571e-08,0.657467577355805,0.537177667332286,0.757102863854023,0.000639216272292131,0.00834068885803707,0.0647439329347714,0.00518042037243438,0.000572755186257989,0.180633999118804,0.00854679814846371,0.130062644976788,0.273159252630071,0.0273128580920465,1.25237210268914e-06,0.000124369104045119
"Insula_R",0.0554658567528992,1.21119073148712e-06,4.56171989071663e-08,0.00812392748533242,0.299288032516145,0.012943163599388,0.0121458233414002,0.111607881422051,0.000541598290792367,NA,3.94637158507294e-08,0.0034791250631534,0.00064664409247106,0.55796895491422,0.00249377764660474,0.703100413551535,1.87978610455275e-09,5.97599747464983e-11,0.640032225588056,0.205212689307546,0.162748395743045,0.0133072363476077,0.0976340702481404,0.0335595274688945,0.0879030915332728,0.025610139954201,0.00566109105603596,0.39688899069773
"Intracalcarine_cortex_L",0.999086221831796,0.302463722007518,0.000919827364445069,3.90359198454426e-06,0.00145803436238268,2.5401521488444e-06,0.149296068092241,0.14832162996256,0.0305731570147469,3.94637158507294e-08,NA,7.19424519957101e-14,3.99827152275378e-07,0.26430066135189,0.196444530331455,0.0337093735888563,2.22802460791982e-06,6.69437838496378e-10,0.720507417495826,9.12024725963079e-07,0.00799852060707584,2.36026102373721e-06,0.975332572654388,0.095288302484801,0.324566297815583,0.000801484957661858,0.257630074233847,0.0576656502689052
"Intracalcarine_cortex_R",0.935825321663935,0.036064104480878,0.269426136780141,0.0458635792997875,0.00984212415076069,2.34096214997148e-05,0.0337993857751384,0.0334474438799122,0.257709541245124,0.0034791250631534,7.19424519957101e-14,NA,3.04582917030061e-05,0.291513330573894,0.995476893849124,9.48761727419534e-05,0.00056039798694707,3.02559067213437e-05,0.646530058463124,0.000527877561689039,2.17768084231906e-06,0.00115873142945966,0.911928085582381,0.700263077250383,0.441698146413989,0.00655694111310279,0.309206315769419,0.594854970139457
"lOFC_R",0.97240334890947,0.00141965573444147,0.163389133602569,1.88887497605261e-05,0.0180271504611826,0.00840069345591754,0.00764875515327379,0.891000235627914,6.48915288170571e-08,0.00064664409247106,3.99827152275378e-07,3.04582917030061e-05,NA,0.175311601488145,0.584747187207374,0.552374259269534,0.000626330167901923,0.00241568599695507,0.00538248754058523,6.27034644695712e-06,7.7596906677968e-10,0.0203264215241092,0.0472969877507619,0.0127640339445685,0.461740705674827,7.30288851613636e-09,1.75123368251207e-07,0.0261863827261597
"mOFC_L",0.00391694282469368,0.364061517151277,0.320094487306098,5.77909988264125e-05,0.0556408925614553,0.0300662434435068,0.891487923522196,0.837811180579448,0.657467577355805,0.55796895491422,0.26430066135189,0.291513330573894,0.175311601488145,NA,0.607406545168607,0.440938872666143,0.17133765512293,0.597672663307963,0.642136294488533,0.626382695378258,0.039435085583305,0.495198969859437,0.565349068786874,0.303006826134999,0.000764829749387186,0.442008137908754,0.805219226785801,0.0215608545538089
"mOFC_R",0.147403354360772,0.0390129262849799,0.00809124383684212,0.51931946387926,0.160851036534814,0.270431483205257,0.691658536097187,0.869060280665053,0.537177667332286,0.00249377764660474,0.196444530331455,0.995476893849124,0.584747187207374,0.607406545168607,NA,3.46713207743932e-06,0.300237286059861,0.17055853730814,0.000298475236046869,0.366720447376133,0.440619099843206,0.0301920434585559,0.000118817590580633,0.00154071035556536,0.104161670552574,0.848153793854002,0.975818670631554,0.00976979290302982
"Oral_somatosensory_cortex_L",0.881192501969634,0.473142207917384,0.881840079948794,0.0349200706957258,0.00917997984295815,0.0695021959893833,0.784013160104607,0.868880470242462,0.757102863854023,0.703100413551535,0.0337093735888563,9.48761727419534e-05,0.552374259269534,0.440938872666143,3.46713207743932e-06,NA,0.224826627272097,0.901742264970511,0.0422098931555355,0.0611329548222348,0.429027433694553,0.545317518976209,0.00467075567425801,0.0136287953551966,0.0024817243912314,0.368524833413513,0.972683472965849,0.0940228009475983
"Oral_somatosensory_cortex_R",0.0264628565023499,0.000122168320212612,7.3417715788171e-05,0.000548489962897136,0.0479931609354813,4.88417483097692e-05,0.450790267717664,9.37042707995772e-05,0.000639216272292131,1.87978610455275e-09,2.22802460791982e-06,0.00056039798694707,0.000626330167901923,0.17133765512293,0.300237286059861,0.224826627272097,NA,7.54951656745106e-15,0.317318544959897,0.066652680116055,0.021656519378138,0.0126070243328029,0.021674193136489,0.0256382426039212,0.0242577688884174,0.160837896294359,0.726959343201025,0.00263311837305213
"Precuneus_L",4.38487106624308e-07,0.0133225302587263,3.96677837199988e-05,0.00473804244312026,0.0316704246506423,0.00157404876703549,0.262546065496007,0.000524715566720957,0.00834068885803707,5.97599747464983e-11,6.69437838496378e-10,3.02559067213437e-05,0.00241568599695507,0.597672663307963,0.17055853730814,0.901742264970511,7.54951656745106e-15,NA,0.486791683377691,8.83514085590065e-05,0.0138300496060162,0.000182693177777082,0.304032210391867,0.907365047286087,0.484932783245407,0.00759115311820291,0.498168879966795,0.0254316542864039
"Precuneus_R",0.816094286783934,0.650229410099537,0.411925690684242,0.625007719546706,0.0505512421652492,0.902608274854154,0.850649514993215,0.0279414770374564,0.0647439329347714,0.640032225588056,0.720507417495826,0.646530058463124,0.00538248754058523,0.642136294488533,0.000298475236046869,0.0422098931555355,0.317318544959897,0.486791683377691,NA,0.361032671257497,0.423044366207608,0.000607421240012673,5.79187790390456e-05,2.11054214327433e-07,0.205228555999526,0.0422271886501389,0.00522320971310775,0.00333281947777575
"Ventral_striatum_L",0.171097385365332,0.0352978989138726,0.00865777238468945,4.98089888889552e-07,2.11195640975603e-07,0.203787226076363,0.0831750547797867,0.00679295829759807,0.00518042037243438,0.205212689307546,9.12024725963079e-07,0.000527877561689039,6.27034644695712e-06,0.626382695378258,0.366720447376133,0.0611329548222348,0.066652680116055,8.83514085590065e-05,0.361032671257497,NA,5.14621414482441e-06,2.01690883550043e-07,0.681222152251036,0.657751434702025,0.407223130722307,0.00199997820447351,0.00542998759849045,0.00250461599930696
"Ventral_striatum_R",0.651638563645828,8.12636086422458e-07,0.0572803868042333,8.70426410264358e-05,0.000456529728907196,0.0394022364475204,4.5325290896514e-05,0.0423831048741665,0.000572755186257989,0.162748395743045,0.00799852060707584,2.17768084231906e-06,7.7596906677968e-10,0.039435085583305,0.440619099843206,0.429027433694553,0.021656519378138,0.0138300496060162,0.423044366207608,5.14621414482441e-06,NA,7.56371125634203e-05,0.644319329800617,0.0184319801209347,0.166623382394052,6.65198120630706e-06,0.00038283398643979,0.0406314645289347
"vlPFC_L",0.154719174422979,0.00242174464069356,1.32260075291768e-06,1.94000434561303e-06,0.000180566809420135,0.632720384395863,0.0107589953667135,2.81176338650102e-05,0.180633999118804,0.0133072363476077,2.36026102373721e-06,0.00115873142945966,0.0203264215241092,0.495198969859437,0.0301920434585559,0.545317518976209,0.0126070243328029,0.000182693177777082,0.000607421240012673,2.01690883550043e-07,7.56371125634203e-05,NA,0.158933085887763,0.185441828881841,0.458827345103988,0.112057312174194,0.0276762301780455,0.017463009315891
"vlPFC_R",0.020252810753234,0.0385738452444624,0.289854440898833,0.0175630234710351,0.00594744281949389,0.196315281463908,0.0853724799368432,0.843228226240837,0.00854679814846371,0.0976340702481404,0.975332572654388,0.911928085582381,0.0472969877507619,0.565349068786874,0.000118817590580633,0.00467075567425801,0.021674193136489,0.304032210391867,5.79187790390456e-05,0.681222152251036,0.644319329800617,0.158933085887763,NA,0,2.64544246295628e-05,0.196344738096413,0.019799165090717,0.402668179320253
"vlThalamus_L",0.145404388074367,0.173307628624068,0.268346739967745,0.107389008216633,0.114069260199047,0.36510166074817,0.74024137919826,0.94308356951459,0.130062644976788,0.0335595274688945,0.095288302484801,0.700263077250383,0.0127640339445685,0.303006826134999,0.00154071035556536,0.0136287953551966,0.0256382426039212,0.907365047286087,2.11054214327433e-07,0.657751434702025,0.0184319801209347,0.185441828881841,0,NA,0.00137726898951329,0.0891906311091146,0.00794065172455705,0.131668476146414
"vlThalamus_R",0.00727467301238871,0.00242101199934286,0.000187784594245066,3.47200498507227e-06,0.00766953508665624,0.797370309189139,0.074355921828809,0.362964174369487,0.273159252630071,0.0879030915332728,0.324566297815583,0.441698146413989,0.461740705674827,0.000764829749387186,0.104161670552574,0.0024817243912314,0.0242577688884174,0.484932783245407,0.205228555999526,0.407223130722307,0.166623382394052,0.458827345103988,2.64544246295628e-05,0.00137726898951329,NA,0.144294368977767,0.0269687983115841,0.0437965497226775
"vmPFC_L",0.845339102860361,0.0803164028740664,0.172256052361559,0.000118917800253415,0.005845218167287,5.17980566741016e-05,0.00060176723397265,0.583105490719133,0.0273128580920465,0.025610139954201,0.000801484957661858,0.00655694111310279,7.30288851613636e-09,0.442008137908754,0.848153793854002,0.368524833413513,0.160837896294359,0.00759115311820291,0.0422271886501389,0.00199997820447351,6.65198120630706e-06,0.112057312174194,0.196344738096413,0.0891906311091146,0.144294368977767,NA,0.00209925601699368,0.416944077910489
"vmPFC_R",0.291443081924813,6.37036070676444e-05,0.00578854460546707,2.7110095235372e-07,0.000726667543083481,0.78754213809986,2.85537076081255e-05,0.194413369075784,1.25237210268914e-06,0.00566109105603596,0.257630074233847,0.309206315769419,1.75123368251207e-07,0.805219226785801,0.975818670631554,0.972683472965849,0.726959343201025,0.498168879966795,0.00522320971310775,0.00542998759849045,0.00038283398643979,0.0276762301780455,0.019799165090717,0.00794065172455705,0.0269687983115841,0.00209925601699368,NA,0.00174525318867791
"NA",0.1920022629348,0.228222677859821,0.0140945288513454,0.0013067094253465,0.0649431824013069,0.451770016429679,0.562873531027324,0.995686746191055,0.000124369104045119,0.39688899069773,0.0576656502689052,0.594854970139457,0.0261863827261597,0.0215608545538089,0.00976979290302982,0.0940228009475983,0.00263311837305213,0.0254316542864039,0.00333281947777575,0.00250461599930696,0.0406314645289347,0.017463009315891,0.402668179320253,0.131668476146414,0.0437965497226775,0.416944077910489,0.00174525318867791,NA
