0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,module0_mean,module1_mean,module2_mean,module3_mean,module4_mean,module5_mean,module6_mean,module7_mean
0.0013728210842373061,0.0011000377705183194,0.0028963932261445004,0.006000759578374101,0.0021327021846756816,0.009431010871873261,0.001978234189650411,0.0007994286979794228,0.0028963932261445004,0.012043585065644034,0.004414733645942941,0.006000759578374101,0.006000759578374101,0.012535377224102856,0.002630073394607278,0.004913015288875426,0.005082600541880013,0.004913015288875426,0.007836876640295445,0.008548559989422376,0.0013087681216336186,0.0034504590060145616,0.004875781943734632,0.007877278831385113,0.007943782569728705,0.004396150736923156,0.00248877615186076,0.009431010871873261,0.001476644785412228,0.00472319215881851,0.005477918555934601,0.006819977899610099,0.009268068401238479,0.008192718314858911,0.00237961356382409,0.006168211949713441
0.01124320440559757,0.006983409120161257,0.01246537571323896,0.0035648507870730097,0.008766020304481842,0.016906336778131647,0.01642464847593053,0.011505533086729669,0.01643263352665062,0.020826079586763354,0.00849033840486832,0.02862226409234957,0.005745141215226685,0.009791403594822399,0.011803248982736162,0.010432057654279875,0.030162430162430164,0.011447803541820635,0.03053205104487156,0.014374712024284676,0.023265789291430316,0.007291948317589344,0.010046332268554491,0.011236634527232817,0.026611035371719133,0.032646089270020884,0.029559875072695585,0.0030221835777391338,0.010984563078580175,0.014410115051140693,0.015250849182473113,0.024128959438788497,0.007768272405024541,0.02245338153457812,0.01527886880450983,0.013466256361555507
0.01079253130535182,0.0054861500248629454,0.004982249841475583,0.006462805903479609,0.006286161188121973,0.0015752342549728174,0.005101349640062562,0.0058746504133633335,0.006462805903479609,0.00041440041440041447,0.00783177564851773,0.006623169858463976,0.006623169858463976,0.0010054336851722473,0.00851072632746841,0.006623169858463976,0.006462805903479609,0.0030557903169768424,0.021665823469493656,0.022663899467569654,0.0015758220886426012,0.004118104118104118,0.008080498119462423,0.002137161620570369,0.0015752342549728174,0.006462805903479609,0.02555726004066879,0.005419210000657964,0.006708168514352526,0.005240912991352912,0.006232815189577382,0.0037288116190831127,0.0038143017718181116,0.022164861468531655,0.0028469631033733594,0.010298532445339886
0.003153692240753457,0.0008038258038258039,0.004732008204438953,0.002053930098679654,0.0038277367873470226,0.002698727178805252,0.002053930098679654,0.002053930098679654,0.004732008204438953,0.003389667921236284,0.0038277367873470226,0.0038277367873470226,0.0038277367873470226,0.0035948423223171174,0.004078323950449589,0.004732008204438953,0.002228182835711889,0.004732008204438953,0.0036029985958971815,0.004732008204438953,0.0016216833663879376,0.0006536842539893646,0.0023186273706008688,0.000903953802504527,0.0036322460623651504,0.0036029985958971815,0.0043469799208599455,0.002555875629864952,0.002378623005857118,0.003436532335817362,0.0038329065816775677,0.0038392301959843922,0.00371128955483207,0.0041675034001680674,0.001137683810188651,0.002531359180957573
0.020784366122872648,0.00963968570971561,0.013377582823681103,0.009100517195037055,0.010319992266090544,0.008688533688533688,0.0032232507676396432,0.009066102123311512,0.003484430754812592,0.005874194362524918,0.018029681279198358,0.011395693528674927,0.015990060113991733,0.006567676252588003,0.004412849686856725,0.009911019314382551,0.010318193653180818,0.010318193653180818,0.0015330348663681998,0.013175285958488308,0.0012096956541400984,0.003149823009048751,0.005704890188298935,0.009837533129785254,0.004480217968548524,0.0025738819810159548,0.014517081185401683,0.022575792021890303,0.010606679397925992,0.010778621831269949,0.01048755549952925,0.004103181266725498,0.011278868183289869,0.007354160412428254,0.0021797593315944245,0.013158824131344043
0.013054435276657499,0.0019036519036519034,0.018067670845448622,0.02198289142733587,0.016800727911839022,0.02422782978338534,0.00902885069551736,0.011987806432250876,0.014678981345648013,0.020826331937443047,0.005075274519718964,0.03571806349584127,0.02215670826781938,0.011208088985866763,0.02363646530313197,0.017166925500258837,0.02310584255028699,0.019441361108027775,0.009527201193867862,0.029199370866037525,0.012421254087920754,0.016574738796961024,0.013598869154424709,0.03318392762837208,0.019786728120061454,0.018578785245451916,0.023235028790584342,0.03804271304271303,0.010555094443983332,0.02064944148277481,0.021164911720467274,0.018467706662151105,0.01668239862684307,0.019363286029952693,0.014497996442440889,0.02701513465402354
0.013238806429357894,0.004734648646271266,0.005928698050873448,0.0070858228191093275,0.0072306620271514145,0.011409821493283968,0.0032581875937868223,0.002413339060004415,0.0032367990982907348,0.014979955807510794,0.003240167344097656,0.005892346305119993,0.014979955807510794,0.009782044933271415,0.013238806429357894,0.004346982339801541,0.010222470494469924,0.014979955807510794,0.003720411346608865,0.003515688504882504,0.0045359366828534205,0.0008416662011433252,0.007936101646905806,0.005382641790493672,0.002205639319016325,0.007897754801118036,0.007226439065412113,0.003119446735982419,0.006175128751314362,0.009554236792990873,0.00762562478233221,0.007080037256483973,0.012381000370391105,0.003618049925745685,0.002688801441998373,0.005916157309698503
0.00043772558392441433,0.009847789402776039,0.009847789402776039,0.005247910016571868,0.004087992108287947,0.002896418612792881,0.005247910016571868,0.005680249124124651,0.0033484592781118415,0.0054877808618778706,0.013806998917541112,0.009847789402776039,0.0017508157859035048,0.02232055472079552,0.004578119309139922,0.007377190710524043,0.02276326898492229,0.008689791022555437,0.005247910016571868,0.017826516957923907,0.004479708325862171,0.0007232084155161078,0.01701515175159694,0.0021025347147968936,0.002366604047890597,0.007440377126942713,0.004398171627472255,0.011659480277669793,0.005060333247136983,0.011637189856706408,0.007701303390554799,0.004660805328705756,0.012035685253349512,0.011537213487247887,0.0026014583706891396,0.008793834592883971
0.024924803037316593,0.009982409248768961,0.037391648102200886,0.00031753592125109155,0.027918891514059675,0.019657052349360046,0.04207172731556845,0.068361303644506,0.015185867550517868,0.0015182792034423376,0.03900715855844061,0.019657052349360046,0.00966487332751787,0.005314514623609383,0.018440426800552228,0.005736568330836808,0.00031753592125109155,0.013578123861326214,0.005314514623609383,0.001200743282191246,0.008184151239706795,0.0,0.00031753592125109155,0.0015182792034423376,0.006186173828601919,0.06248971912787373,0.0015182792034423376,0.0015182792034423376,0.03465182695204393,0.01290121095150732,0.02049965167770995,0.021345009927608963,0.007489693975563627,0.0032576289529003145,0.0040920756198533975,0.0012180933828945262
0.0028127945737297174,0.013735035866553679,0.004241335959536061,0.008011985086799227,0.019050127544205625,0.013099655571673944,0.02641951253516192,0.014357051770883164,0.012660478410506226,0.01757492976240159,0.024365025023158068,0.023434284348827647,0.008823680426435183,0.011452856698097326,0.024967327561986583,0.021407144978774675,0.006868873403564203,0.016913154634929723,0.011029160503072342,0.01396215518078393,0.0018448234260200072,0.000259000259000259,0.006634777015621662,0.012990802906692883,0.017529750977906558,0.008742160622143383,0.005774597309288108,0.004313870918599588,0.015274904458106819,0.009008837271207304,0.021454687496884183,0.01412682994323944,0.010138268562266253,0.012495657841928135,0.001051911842510133,0.00742851203755056
