0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
0.87,0.9019607843137255,0.8404558404558404,0.9051383399209486,0.8840579710144928,0.8833333333333333,0.924901185770751,0.9033333333333333,0.9033333333333333,0.8466666666666667,0.8733333333333333,0.8733333333333333,0.945054945054945,0.8913043478260869,0.8430769230769231,0.8553846153846154,0.8404558404558404,0.9033333333333333,0.9446640316205533,0.9428571428571428,0.8713450292397661,0.9743589743589743,0.9047619047619048,0.9477124183006536,0.9033333333333333,0.8695652173913043,0.9239130434782609,0.9239130434782609
0.9210526315789473,0.9347826086956522,0.8603988603988604,0.9133333333333333,0.8892307692307693,0.8897058823529411,0.8646153846153846,0.9209486166007905,0.9525691699604744,0.8840579710144928,0.8603988603988604,0.8769230769230769,0.8933333333333333,0.9202898550724637,0.9202898550724637,0.9084967320261438,0.9051383399209486,0.8603988603988604,0.8985507246376812,0.9090909090909091,0.9010989010989011,0.8614718614718615,0.8584615384615385,0.894927536231884,0.9761904761904762,0.9307359307359307,0.8603988603988604,0.8892307692307693
0.8142292490118577,0.8128654970760234,0.8933333333333333,0.8933333333333333,0.9525691699604744,0.8985507246376812,0.8933333333333333,0.9238095238095239,0.9202898550724637,0.8695652173913043,0.9094202898550725,0.9407114624505929,0.857707509881423,0.8933333333333333,0.9567099567099567,0.9407114624505929,0.8933333333333333,0.9202898550724637,0.9407114624505929,0.8853754940711462,0.9011857707509882,0.9333333333333333,0.9525691699604744,0.8933333333333333,0.6666666666666666,0.7,0.9783549783549783,0.9407114624505929
0.934640522875817,0.875,0.8366666666666667,0.8297101449275363,0.8276923076923077,0.9157894736842105,0.9315789473684211,0.9047619047619048,0.8932806324110671,0.855072463768116,0.8735177865612648,0.8307692307692308,0.8266666666666667,0.84,0.8586956521739131,0.8062678062678063,0.8062678062678063,0.8062678062678063,0.8857142857142857,0.8428571428571429,0.8461538461538461,0.9238095238095239,0.8596491228070176,0.8947368421052632,0.8904761904761904,0.8731884057971014,0.8701298701298701,0.8761904761904762
0.9637681159420289,0.8758169934640523,0.9076923076923077,0.9782608695652174,0.8953846153846153,0.93,0.9894736842105263,0.8484848484848485,0.9782608695652174,0.9782608695652174,0.8707692307692307,0.92,0.9166666666666666,0.9076923076923077,0.9311594202898551,0.8707692307692307,0.95,0.95,0.8953846153846153,0.9076923076923077,0.8214285714285714,0.91,0.9528985507246377,0.95,0.9782608695652174,0.9802371541501976,0.8953846153846153,0.9076923076923077
0.9323076923076923,0.9384057971014492,0.9323076923076923,0.9323076923076923,0.8774928774928775,0.94,0.9323076923076923,0.9653679653679653,0.9566666666666667,0.9566666666666667,0.9696969696969697,0.9566666666666667,0.94,0.9683794466403162,0.8830769230769231,0.9456521739130435,0.9021739130434783,0.9323076923076923,0.9084967320261438,0.8769230769230769,0.9525691699604744,0.9333333333333333,0.974025974025974,0.9323076923076923,0.9323076923076923,0.9323076923076923,0.8866666666666667,0.9566666666666667
0.9761904761904762,0.9802371541501976,0.9173789173789174,0.94,0.9173789173789174,0.9173789173789174,0.9633333333333334,0.967391304347826,0.9782608695652174,0.9173789173789174,0.9173789173789174,0.9173789173789174,0.9173789173789174,0.9292307692307692,0.9384615384615385,0.9384615384615385,0.9173789173789174,0.9384615384615385,0.9307359307359307,0.9292307692307692,0.9738562091503268,0.9738562091503268,0.9433333333333334,0.9173789173789174,0.9633333333333334,0.9782608695652174,0.9333333333333333,0.9261538461538461
0.9367588932806324,0.961038961038961,0.8947368421052632,0.8933333333333333,0.7842105263157895,0.7719298245614035,0.924901185770751,0.924901185770751,0.961038961038961,0.9090909090909091,0.948051948051948,0.8656126482213439,0.8913043478260869,0.8566666666666667,0.8033333333333333,0.7977207977207977,0.9094202898550725,0.8933333333333333,0.932806324110672,0.8933333333333333,0.9047619047619048,0.8571428571428571,0.8893280632411067,0.9094202898550725,0.9367588932806324,0.9130434782608695,0.7777777777777778,0.855072463768116
0.7583333333333333,0.75,0.7753623188405797,0.7666666666666667,0.7905138339920948,0.8095238095238095,0.7660818713450293,0.7666666666666667,0.8571428571428571,0.8181818181818182,0.8181818181818182,0.8789473684210526,0.7792207792207793,0.8484848484848485,0.8268398268398268,0.7865612648221344,0.7720588235294118,0.758893280632411,0.7747035573122529,0.7619047619047619,0.8416666666666667,0.7555555555555555,0.7894736842105263,0.7362637362637363,0.934640522875817,0.8523809523809524,0.7905138339920948,0.6923076923076923
0.7707509881422925,0.7894736842105263,0.7351778656126482,0.8627450980392157,0.6761904761904762,0.7662337662337663,0.7666666666666667,0.7714285714285715,0.7238095238095238,0.7189542483660131,0.7489177489177489,0.7660818713450293,0.775,0.7066666666666667,0.7210526315789474,0.7619047619047619,0.8333333333333334,0.8285714285714286,0.8583333333333333,0.719047619047619,0.8363636363636363,0.7948717948717948,0.8631578947368421,0.8823529411764706,0.7090909090909091,0.6920289855072463,0.8631578947368421,1.0
