0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,module0_mean,module1_mean,module2_mean,module3_mean,module4_mean,module5_mean,module6_mean
0.796851714047798,0.9138775159995793,0.9533285736025846,0.9567228521748193,0.9320089946032369,0.945170762206839,0.9131327048848336,0.9437748550699446,0.9474282316873155,0.943099152015267,0.948711967045595,0.9451500274586845,0.9418626020847546,0.9532865893711929,0.9421582920252144,0.9541635898339429,0.9423304830214924,0.9472075432893198,-0.4986311186876764,0.9300465914648409,0.9175949963384255,0.9520400531661051,0.9269667229215172,0.9306808042003698,0.9373336634461734,0.9511935998784816,0.9534059996935483,0.9356708872923766,0.8919091975005389,0.9432892332745035,0.9427769588207981,0.9468363896334132,0.9447636617568094,0.21570773638858226,0.9348175247522652
0.9551512391938136,0.9533328056378868,0.9497118904643427,0.9497433792796809,0.9117111985960397,0.824181322898086,0.9506177007867772,0.9459008538746845,0.9493582849376894,0.9527331500683133,0.9312956018382424,0.9034722546112408,-2.1236824614752243,0.745055909728273,0.9429615743923762,0.9479054449629853,0.9375666372401184,0.9453057078454573,0.9498905785625387,0.9511824112576378,0.9482580738422957,0.9447487958690587,0.9446597763756763,0.9403090249838956,0.954782244323104,0.9568336066389792,0.9488431816360863,0.9478706570788179,0.9512506498732904,0.9455012818630095,0.9341927393171338,0.2560645255201236,0.9534268214920215,0.9505364949100883,0.9465034348556771
0.927292014133384,0.9087886285657467,0.93972045758499,0.9437879055926447,0.9298517605550273,0.8780342698517976,0.9214292516928916,0.9356162268346396,0.8685889829764207,0.9191774185835409,0.898016575177834,0.9305220858434281,0.947203628480947,0.9444008872211104,0.9373378201227337,0.9395587971166512,0.9363507415129286,0.9261737592248047,-17.84184614943549,0.926368058591957,0.9083934929769096,0.9337057591227419,0.9220349242012714,0.8492433750128167,0.9246289016128729,0.927352279746052,0.9381242514001247,0.9317823636179865,0.9232815303066655,0.9234022222684459,0.9355827925981375,0.9196354893150234,0.9099368957297217,-8.457739045421766,0.9210496260498258
0.9293874957794325,0.9079444375862299,0.9252550267527022,0.900637139556892,0.9361614015967757,0.8552196502123622,0.8957746277842108,0.8067295297684911,0.9319466818282416,0.9202343661717937,-6.5785751042621,0.83391705542732,0.9237161236780884,0.9093197523119083,0.9187376821674801,0.9433068586606316,0.9235429623194279,0.898103464459435,0.6795618882277692,0.7159108763732194,0.8123362244391026,0.8940536545392909,0.9142308851385917,0.8552203671083134,0.9116541463192878,0.9393276705534425,0.9353386949926411,0.9346376249949057,0.884959022729591,0.9108707706653637,0.9327353141416291,-0.6112805045264842,0.9257907162181914,0.6977363823004943,0.8531949394891967
0.9468744342066446,0.9308881206214209,0.9314969611755176,0.9522782456606049,0.9541329496659176,0.9382517789707681,0.9508934691548033,0.951759861999034,0.9559652043756084,0.11531920623908365,0.9394316519966877,0.9513845675184865,0.9329292806912723,0.9468637699552427,0.9523560905774388,0.9413481736375244,0.9459432983057148,0.9580465114174476,-0.03088241197281949,0.8767151388005306,0.9557990861806279,0.9051271113187875,0.953858836491075,0.9518672698063289,0.9490413484163739,0.9506714160737247,0.9502079896952234,0.9108734639267163,0.9451039714954756,0.9443215720598285,0.9492790712936269,0.9417722098264913,0.7427492937761976,0.4229163634138556,0.9304630987497078
0.9161374534595261,0.9112202139253016,0.9312531713169149,0.9324728843862735,0.8258150011569112,0.7807485936498724,0.8957413347103096,0.8742534618785595,0.901704782723532,0.9281222138144666,0.558139448834508,-0.5626719845805563,0.8373067249504497,0.8445119528480891,0.5062296271051616,-0.9381832839515518,0.9146431377649927,0.9282612570776405,0.6012944640329496,-3.638718044675204,0.9182415390244149,0.9001934184414686,0.9060499098677897,0.460230452547605,0.877904970367426,0.8969837729064855,0.8900446598276984,0.9036049715848319,0.8993381159934242,0.8583200555467183,0.13128711477017366,0.49160694714047254,0.9011789349529775,-1.5187117903211271,0.9092174787329417
0.943235696139042,0.8643376532744037,0.9461660179237165,0.9336396911797807,0.946983208095213,0.9431902361071877,0.9263871268219914,0.9341543771741067,0.9381391501537667,0.9415649470169665,0.9373063378987048,0.895468690258555,0.9319284215999293,0.9462008935780363,0.9370399700020087,0.9496437278169794,0.9401440070692524,0.9522270433418868,0.8695326790959791,0.920949362602697,0.9042745732407751,0.9355030175374964,0.7413650679925583,0.6950394135795872,0.9448295949769938,0.7743875806750633,0.9480064686754369,0.9286747921062389,0.917028713352386,0.8856578127335573,0.9445556353047336,0.9308189158884825,0.8997303182056975,0.895241020849338,0.9198887953891357
0.788003248997613,0.9351479049907369,0.9536249141009759,0.9558948593690985,0.9519821298674077,0.9524073337494942,0.9496554248403594,0.939404381039015,0.9481257011704906,0.9489539051161536,0.956185952754995,0.9462937236367723,0.9374878280800687,0.8905515864056482,0.9538444961478132,0.9489616192643693,0.9458480913659423,0.9544105743978973,0.900813260585462,0.6325440419583402,0.9437274525642224,0.9448458698857549,0.9478416448865429,0.9454333029326215,0.9459938483815876,0.9512265137082012,0.9471753775155626,0.9177132343626242,0.903052739966931,0.9459927498664082,0.9515960817598633,0.9365852849253956,0.9485749920941082,0.766678651271901,0.9442866612249887
0.8868216195061305,0.9393086036780579,0.9474212795798768,0.9452949348253208,0.9447433647171571,0.3632569382013976,0.9445807781327246,0.9107677846181106,0.9436519280994116,0.9453629238817635,0.9458665708339311,0.9516619568338289,0.9413051920241251,0.9463121854259613,0.9067957309231256,0.7765258132214901,0.946420867031605,0.9472432017358549,-2.0592200726192122,0.9505643673164306,0.9236319106563177,0.9469556204034789,0.9292757813979988,0.923932437034835,0.8643185715437668,0.9154463789432884,0.9446209708251526,0.9513936530639004,0.920369696483756,0.941950390686818,0.8760216362872576,0.8296805686638489,0.9171949506170576,-0.5543278526513908,0.9352937655298983
0.5477641380224687,-58.8340170608909,0.8159931185416094,0.7948803955852918,0.872361165381933,0.8101364401556972,0.6457652607209979,0.8713033915257271,0.8648428334284557,0.8657276413621845,0.9307146345319133,0.889411683172715,-3.978894120269251,0.8434879738398467,0.89755910866265,0.9116400743066857,0.8092127555069436,0.8396584611228463,-0.6957734872834533,0.90173747570893,0.9236005252846924,0.903110994309651,0.9338276188065052,0.4345372782726713,0.6833187671740858,0.8785387556693391,0.004190353496696164,0.8426763551647745,-14.192296067655427,0.6843720420621673,0.893853449450423,-0.1010286777138157,0.8231069994085163,0.10298199421273835,0.9133557597971718
