ID,metric,condition,Amygdala_L,Amygdala_R,Dorsal_striatum_L,Dorsal_striatum_R,Fusiform_gyrus_L,Fusiform_gyrus_R,Hippocampus_L,Hippocampus_R,Insula_L,Insula_R,Intracalcarine_cortex_L,Intracalcarine_cortex_R,lOFC_L,lOFC_R,mOFC_L,mOFC_R,Oral_somatosensory_cortex_R,Oral_somatosensory_cortex_L,Precuneus_L,Precuneus_R,Ventral_striatum_L,Ventral_striatum_R,vlPFC_L,vlPFC_R,vlThalamus_L,vlThalamus_R,vmPFC_L,vmPFC_R,module0_mean,module1_mean,module2_mean,module3_mean,module4_mean,module5_mean,module6_mean,module7_mean,module8_mean
81,centrality,punish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,centrality,punish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,centrality,punish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,centrality,punish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,centrality,punish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,centrality,punish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,centrality,punish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,centrality,punish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,centrality,punish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,centrality,punish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
