ID,metric,condition,module1,module2,module3,module4,Amygdala_L,Amygdala_R,Dorsal_striatum_L,Dorsal_striatum_R,Fusiform_gyrus_L,Fusiform_gyrus_R,Hippocampus_L,Hippocampus_R,Insula_L,Insula_R,Intracalcarine_cortex_L,Intracalcarine_cortex_R,lOFC_L,lOFC_R,mOFC_L,mOFC_R,Oral_somatosensory_cortex_R,Oral_somatosensory_cortex_L,Precuneus_L,Precuneus_R,Ventral_striatum_L,Ventral_striatum_R,vlPFC_L,vlPFC_R,vlThalamus_L,vlThalamus_R,vmPFC_L,vmPFC_R
74,centrality,reward,0.058139958,0.021878961,0.03350737,0.036663851,0.197805499,0.003500986,0.016934803,0.024420805,0.003860943,0.011734265,0.009734093,0.021519254,0.014269321,0.036718046,0.041173831,0.054348147,0.001399064,0.049734363,0.040949692,0.14337063,0.01202653,0.034133705,0,0.039823337,0.000474834,0.021648355,0,0,0.004498588,0,0.173560728,0.045209183
75,centrality,reward,0.035623391,0.037986431,0.015939257,0.006507796,0,0.063517079,0,0.017049578,0.053682371,0.020281664,0.034711774,0.044264709,0.009512473,0.0002035,0.009227307,0.009227307,0.003999613,0.003576958,0.004797282,0,0.040673669,0.094222477,0,0,0,0.006528965,0,0.063314187,0.01355849,0.006048943,0.003903238,0.073196992
76,centrality,reward,0.122878837,0.06630578,0.077415546,0.041751491,0.292291386,0.050900228,0.031545401,0.017939326,0.05100863,0.117965024,0.074161866,0.074161866,0.312234406,0.235595316,0.136198642,0.030807322,0,0,0.128210998,0.071225071,0.15784689,0.057891503,0.029941924,0,0,0.084072978,0.056240412,0.01043082,0,0.071225071,0.01043082,0.060067259
77,centrality,reward,0.007925768,0.007650467,0.009042195,0.000249288,0.020465337,0,0.00559317,0.018357908,0,0,0.011237733,0,0.00983841,0.005694166,0,0,0.000997151,0,0,0,0.002176322,0.004474469,0.028953383,0.007931915,0.011624384,0.016455181,0.003396018,0.003396018,0.020926533,0.020926533,0.00983841,0.005694166
78,centrality,reward,0.036454632,0.018365787,0.015440878,0.030139716,0.04480788,0.048066969,0.014335697,0.014537936,0.005904247,0.008888884,0.02848272,0.02446096,0.01701957,0.000931681,0.060476147,0.047277885,0.012013443,0.00079139,0.004140878,0.009654226,0.026276143,0.018313372,0.005971692,0.027998841,0.010041347,0.009446729,0.024610108,0.031448492,0.044583564,0.004624794,0.038561437,0.003227551
79,centrality,reward,0.017890362,0.032627119,0.039255169,0.059555859,0.006130144,0.008977679,0.011956348,0.055316663,0.027324048,0.033905182,0.053288065,0.003165559,0.098922136,0.031291548,0.160545347,0.046654193,0.023956177,0.007067719,0.012208017,0.0147529,0.022282134,0.04095333,0.010731244,0.005365622,0.122646035,0.012224333,0.039201001,0.071593506,0.034007769,0.002717858,0.042865212,0.0683263
80,centrality,reward,0.036355499,0.054376249,0.039272578,0.038502725,0.061095449,0.019973505,0.035785163,0.100169892,0.125233725,0,0.033401602,0.03095144,0.010439663,0.08838217,0.122195294,0.026764625,0,0.005050979,0.017522862,0.133941344,0.081549939,0,0.010297213,0.010224755,0.016270007,0.093099675,0.004898702,0.011457061,0.017488494,0.002788735,0.060832085,0.025484764
81,centrality,reward,0.036982705,0.066058682,0.02524923,0.048810696,0.088487747,0.01994302,0.068874423,0.110573614,0.010543398,0.01367213,0.023656543,0.015843511,0.004702191,0.019370342,0.01460114,0.099532321,0.075502892,0.005606431,0.012159137,0.139971243,0.047625752,0.03716094,0,0.006808315,0.003949137,0.006538444,0.001177012,0.107852594,0.019885702,0.050197879,0.001177012,0.005983143
82,centrality,reward,0.011176112,0.011984839,0.017409915,0.021871753,0.001759789,0.003885989,0.009217301,0.009217301,0.018242678,0.004331032,0.032369618,0.006689051,0.040370313,0.032249577,0.026653246,0.014391807,0.034278786,0.012163172,0.009736452,0.022791201,0.009217301,0.020287452,0.000569801,0,0.033984118,0.035658325,0,0.000637634,0.038310306,0.034632682,0.001753131,0.005291397
83,centrality,reward,0.000747165,0.00099622,0.018341474,0.024605818,0.00099622,0.00099622,0.00099622,0.00099622,0.019277322,0.019277322,0,0.00099622,0.00099622,0,0.002492877,0,0.07388321,0.022047185,0.045109212,0.00099622,0.00099622,0.00099622,0.003205128,0.050972478,0.00099622,0,0.026471985,0.010842039,0.00099622,0.00099622,0.018043685,0.095283318
84,centrality,reward,0.027750923,0.007210431,0.025508005,0.007593522,0,0,0.003670854,0.00188414,0.075498575,0.015577643,0.106920121,0.004083571,0.015577643,0.002551068,0.013608562,0.012216281,0.002432841,0.002116402,0.059986144,0.102397504,0.007709086,0.015577643,0.086344173,0.00188414,0.003670854,0,0.000623352,0.001292096,0.026128009,0.009255166,0.003670854,0.003670854
85,centrality,reward,0.008601147,0.019434171,0.043792329,0.077422147,0.001230251,0.029533943,0.007982687,0.013490996,0.156230909,0.036251332,0.003640393,0,0.010578405,0.011386967,0.038617792,0.201743587,0.069327207,0,0.00861032,0.077935566,0.002611586,0.053651413,0.002991453,0,0.034584891,0.040162718,0.075643445,0.004057671,0.034313732,0.018174007,0.143162393,0.046593459
86,centrality,reward,0.029396565,0.080950149,0.030837377,0.026275286,0,0.099542577,0.109073021,0.053575562,0.055668858,0.005582689,0.007094808,0.010948876,0.138730047,0.02819704,0.002540361,0.013311277,0.055215125,0.034034381,0.015176696,0.007661885,0.041696537,0.119455477,0.01752638,0.012117847,0.04124777,0.09030143,0,0.000712251,0.007510288,0.003820254,0.023800012,0.04534459
87,centrality,reward,0.016094763,0.035002253,0.015249495,0.029642898,0.019352678,0.001181432,0.023825018,0.050960773,0.003721793,0.004204891,0.032763939,0.011081001,0.003580057,0.020220307,0.001573128,0.025679008,0.053229381,0.038090076,0.004824839,0.02148094,0.021318563,0.043904657,0.009183388,0.069125517,0.007702762,0.013315023,0.00096044,0,0.012744682,0.02359844,0.042584957,0.006743878
88,centrality,reward,0.032040996,0.025656694,0.016362535,0.017165559,0.043819456,0.009462534,0.013951517,0.017788048,0.003336099,0.072768928,0.041819398,0.033062595,0.001115859,0.028837377,0.012125194,0.017162928,0.002813091,0.036561024,0.003120336,0.026813713,0.03559869,0.03528852,0,0.020250048,0.020087688,0.002607596,0.006016218,0.005659254,0.014536819,0.0177312,0.001432415,0.037487016
89,centrality,reward,0.035008518,0.005265368,0.024831814,0,0.065122154,0.02355624,0.006065971,0.008917707,0.089324419,0,0.040105322,0.011250354,0.008917707,0.006065971,0,0,0,0,0.037674671,0.053861117,0.003038897,0.003038897,0.015288905,0.011194156,0.006058922,0.004210707,0,0.006396811,0.036633839,0.115726615,0.004618653,0.001336524
90,centrality,reward,0.031118253,0.051003604,0.022429844,0.056791244,0,0.059128834,0.02911159,0.02799573,0.027583765,0.040558848,0.049139599,0.016204577,0.011953028,0.015257582,0.141615997,0.051028561,0.034520418,0,0.016195225,0.031081264,0.131372118,0.015534979,0.007929725,0,0.002585686,0.008789904,0.026899335,0.019871795,0.066437772,0.003667012,0.0626598,0.01740677
1,clustering,punish,0.636572129,0.647115896,0.578631097,0.64946004,0.616666667,0.714285714,0.566666667,0.608187135,0.464285714,0.5,0.536764706,0.678571429,0.743589744,0.666666667,0.527472527,0.551282051,0.416666667,0.555555556,0.571428571,0.75,0.633986928,0.625730994,0.333333333,0.577777778,0.725274725,0.787878788,0.705128205,0.733333333,0.551470588,0.59047619,0.714285714,0.756410256
2,clustering,punish,0.588344988,0.876365239,0.725188537,0.897637476,0.756410256,0,0.85380117,0.901960784,0.8,1,0.763636364,0.833333333,0.85380117,0.948529412,1,0.333333333,1,0.858333333,0,0,0.948529412,0.948529412,0.808823529,0.875816993,0.810457516,0.801169591,0.948529412,0.966666667,0.85380117,0.85380117,0.901960784,0.948529412
3,clustering,punish,0.625,0.572727273,0.421894772,0.492661307,0.666666667,0.5,0.545454545,0.545454545,0.466666667,0,0.533333333,0.8,0.555555556,0.545454545,0.5,0.5,0,0,0,0.2,0.678571429,0.666666667,0.688888889,1,0,0.533333333,0.857142857,0.857142857,0.166666667,0.466666667,0.672727273,0.777777778
4,clustering,punish,0.433292484,0.737280702,0.611528793,0.825069795,0,0.611111111,0.844444444,0.822222222,0.626373626,0.868131868,0.6,0.522058824,0.718954248,0.935897436,0.808333333,0.791666667,0.828571429,0.835164835,0.6,0,0.735294118,0.615789474,0.333333333,0,0.911111111,0.666666667,0.8,0.660130719,0.924242424,0.901098901,0.8,0.647058824
5,clustering,punish,0.801587302,0.713744589,0.62213734,0.483024119,0.644444444,1,0.857142857,0.651515152,0.464285714,0.333333333,0.8,0.761904762,0.516666667,0.277777778,0.604395604,0.666666667,0.679487179,0.711111111,0.711111111,0.441176471,0.583333333,0.727272727,1,0.933333333,0.484848485,0.619047619,0.266666667,0.444444444,0.545454545,0.619047619,0.636363636,0.549450549
6,clustering,punish,0.470238095,0.614051227,0.639399916,0.530237223,0.666666667,0.714285714,0.55,0.46969697,0.555555556,0.672727273,0.333333333,0.166666667,0.538461538,0.576923077,0.712121212,0.602564103,1,0.3,0.549450549,0.619047619,0.857142857,0.722222222,0.619047619,0.428571429,0.523809524,0.714285714,0.525641026,0.377777778,0.392857143,1,0.582417582,0.58974359
7,clustering,punish,0.825457875,0.461538462,0.670667794,0.583683473,0.835164835,1,0,0.333333333,0.666666667,0.666666667,0.758333333,0.708333333,0.742857143,0.466666667,0.6,0.833333333,0.8,0.333333333,0.679487179,1,0.824175824,0.846153846,0,0.19047619,0.666666667,0.666666667,0.62745098,0.857142857,0.333333333,0.725,0.791208791,1
9,clustering,punish,0.755235043,0.565025253,0.574685571,0.653113553,0.448717949,1,0.5,0.666666667,0.545454545,0.333333333,0.638888889,0.933333333,0.75,0.75,0.4,0.666666667,1,0.538461538,0.666666667,0.423076923,0.622222222,0.454545455,0,1,0.857142857,0.638888889,1,0.666666667,0.866666667,0,0.428571429,0.527777778
10,clustering,punish,0.62987013,0.631862745,0.701411133,0.720074767,0.666666667,0.757575758,0.658333333,0.6,0.611111111,0.933333333,0.666666667,0.428571429,0.555555556,0.648351648,0.725274725,0.714285714,0.742857143,0.741666667,0.712121212,0.633986928,0.607843137,0.669117647,0.333333333,1,0.769230769,0.6,0.688888889,0.8,0.863636364,0.742424242,0.529411765,0.805555556
11,clustering,punish,0.264285714,0.890401265,0.699814715,0.857758908,0,0,0.857142857,0.857142857,0.377777778,1,0.523809524,0.533333333,0.884615385,0.939393939,0.535714286,0.535714286,0.533333333,1,0.8,0.666666667,0.923076923,0.923076923,0.666666667,0.712121212,0.871794872,0.924242424,0.963636364,0.857142857,0.75,0.60952381,0.771428571,0.703296703
12,clustering,punish,0.663919414,0.486111111,0.664012609,0.618449897,0.428571429,1,0.5,0.5,0.619047619,0.591666667,0.666666667,0.56043956,0.733333333,0.818181818,0.727272727,0.610294118,0.583333333,0,0.8,0.58974359,1,0.388888889,0.527472527,0.333333333,0.666666667,0.555555556,0.483516484,1,0.544117647,0.75,0.694444444,0.888888889
13,clustering,punish,0.751864802,0.613513937,0.689101258,0.735074729,0.8,0.692307692,0.648351648,0.536764706,0.712121212,0.607142857,0.681818182,0.833333333,0.549019608,0.727272727,0.964285714,0.722222222,0.575163399,0.615384615,0.888888889,0.688888889,0.525,0.541666667,0.714285714,0.666666667,0.50952381,0.727272727,1,0.8,0.8,0.653846154,0.755555556,0.628571429
14,clustering,punish,0.743939394,0.485416667,0.494250194,0.621150278,1,0.509090909,0.490909091,0.408333333,0.666666667,0.533333333,0.8,0.666666667,0.490909091,0.714285714,0.53030303,0.488888889,0.560606061,1,0.5,0,0.515151515,0.509090909,0.5,0.555555556,0.563636364,0.533333333,0.666666667,0.666666667,0.238095238,0.571428571,0.611111111,0.4
15,clustering,punish,0.686485208,0.816161799,0.712918856,0.635831777,0.678947368,0.705882353,0.771929825,0.771929825,0.714285714,0.9,0.65,0.711111111,0.823529412,0.825,0.785714286,0.857142857,0,0,0.576923077,0.615384615,0.866666667,0.841666667,0.747252747,0.783333333,0.858333333,0.879120879,0.787878788,0.820512821,0.608187135,0.585714286,0.830882353,0.732026144
16,clustering,punish,0.485801821,0.721384427,0.581137225,0.719657606,0.464285714,0,0.758333333,0.714285714,0.678571429,0.563157895,0.720588235,0.758333333,0.758333333,0.824175824,0.58974359,0.666666667,0.166666667,0.507352941,0.80952381,0.666666667,0.563636364,0.594736842,0,0.716666667,0.835164835,0.818181818,0.679487179,0.79047619,0.755555556,0.722222222,0.607142857,0.691176471
17,clustering,punish,0.683608059,0.745400265,0.758734205,0.565586059,0.428571429,1,0.730994152,0.660130719,0.466666667,0.857142857,0.782051282,0.523809524,0.8,0.742690058,0.977777778,0.885714286,0.694736842,0.676190476,0.785714286,0.713235294,0.866666667,0.876190476,0.909090909,0.647619048,0.705882353,0.714285714,0.333333333,0,0.727941176,0.678947368,0.607843137,0.745454545
18,clustering,punish,0.921550913,0.953679654,0.847743561,0.910929378,0.822134387,0.930735931,0.980952381,0.926406926,0.873517787,0.881422925,1,0.933333333,0.873517787,0.980952381,1,0.930735931,0.873517787,0.926406926,0.785714286,0.873517787,0.804347826,0.926406926,0.5,0.878787879,0.891774892,0.980952381,1,0.621212121,0.993464052,0.980952381,0.980952381,0.746376812
19,clustering,punish,0.780176768,0.767970549,0.678784229,0.750329782,0.781818182,0.805555556,0.766081871,0.732026144,0.698529412,0.755555556,0.711111111,0.822222222,0.676190476,0.685714286,0.742647059,0.8,0.673684211,0.691176471,0.730769231,0.718954248,0.816176471,0.766081871,0.333333333,0,0.733333333,0.807692308,0.96969697,0.901098901,0.661764706,0.666666667,0.954545455,0.866666667
20,clustering,punish,0.436111111,0.715642813,0.588322864,0.771735617,0,0,0.725490196,0.515151515,0.683823529,0.476190476,0.833333333,0.911111111,0.846153846,0.428571429,0.666666667,0.472222222,0.333333333,0.666666667,0.666666667,0.333333333,0.666666667,0.786764706,0,0.866666667,0.923076923,0.835164835,1,0.786764706,0.948717949,0.725274725,0.802197802,0.757352941
21,clustering,punish,0.65,0.505627706,0.506593407,0.487981859,0.7,0.6,0.393939394,0.666666667,0.5,0.333333333,0.833333333,0.466666667,0.428571429,0.444444444,0.4,0.466666667,0,0.666666667,0.666666667,0.2,0.607142857,0.533333333,0.523809524,0.571428571,1,0.428571429,0.535714286,0.607142857,0.4,0.333333333,0.583333333,0.733333333
22,clustering,punish,0.179029304,0.548266807,0.667384652,0.675386518,0,0,0.75,0.685714286,0.392857143,0.614379085,0.549450549,0.166666667,0.733333333,0.80952381,0.647058824,0.725274725,0.380952381,0,0.742647059,0.708333333,0.673202614,0.757352941,0.672727273,0.909090909,0.725,0,0.863636364,0.854545455,0.6,0.866666667,0.772058824,0.712418301
24,clustering,punish,0.654850705,0.749862638,0.684759197,0.692336489,0.618181818,0.761904762,0.916666667,0.916666667,0.610294118,1,0.611111111,0.628205128,0.542105263,0.679487179,0.591666667,0.593406593,0.659340659,0.892857143,0.785714286,0.619047619,0.757575758,0.616666667,0.626373626,0.8,0.805555556,0.549450549,0.59047619,0.904761905,0.610294118,0.626373626,0.558823529,0.494071146
25,clustering,punish,0.746756716,0.525814749,0.533474858,0.54990154,0.782051282,0.777777778,0.683333333,0.78021978,0.266666667,0,0.625,0.802197802,0.535714286,0,1,0.836363636,0.708333333,0.633333333,0.333333333,0.708333333,0.607142857,0.639705882,0.75,0.725,0,0,0.549707602,0.658333333,0.666666667,0.805555556,0.5,0.5
26,clustering,punish,0.503327228,0.515079365,0.598667999,0.641836735,0.6,0.571428571,0.666666667,0.380952381,0.345454545,0.333333333,0.444444444,0.397435897,0.9,0.7,0.666666667,0.418181818,0.466666667,0.392857143,0.266666667,1,1,0.488888889,0.666666667,0.333333333,1,0.523809524,0.666666667,0.666666667,0.5,0.666666667,1,0.285714286
27,clustering,punish,0.408333333,0.614141414,0.726268176,0.654545455,0.3,0.333333333,0.872727273,0.711111111,1,0,0.666666667,0.333333333,0.666666667,0.590909091,1,1,1,0,1,0.333333333,0.666666667,0.872727273,0.805555556,0.9,0.357142857,0,0.787878788,0.872727273,0.763636364,0.9,0.666666667,0.712121212
28,clustering,punish,0.371260684,0.418181818,0.530547231,0.51684506,0,0.488888889,0.439393939,0.4,0.8,1,0.483333333,0.512820513,0.490909091,0.690909091,0.527777778,0.466666667,0.392857143,0.666666667,0.678571429,0.571428571,0.466666667,0.833333333,0,0.393939394,0,0,0.43956044,0,0.857142857,0.472727273,0.821428571,0.777777778
29,clustering,punish,0.623800505,0.661553976,0.720125437,0.600610959,0.575757576,0.577777778,0.745454545,0.60130719,0.633986928,0.805555556,0.625,0.716666667,0.660818713,0,0.782051282,0.692810458,0.833333333,0.714285714,0.673684211,0.807692308,0.743589744,0.537549407,0.666666667,0.666666667,0.614035088,0.761904762,0.643274854,0.769230769,0.658333333,0.758333333,0.727272727,0.714285714
30,clustering,punish,0.566025641,0.639829574,0.635895772,0.655285261,0.5,0.618181818,0.545454545,0.911111111,0.866666667,1,0.581818182,0.564102564,0.794871795,0.916666667,0.509803922,0.622222222,0.619047619,0.4,0.733333333,0.666666667,0.803030303,0.551470588,0,0.657142857,0.628205128,0.551282051,0.772727273,0.595588235,0.5,0.607142857,0.510526316,0.65
31,clustering,punish,0.425,0.504545455,0.486568987,0.476530612,0.333333333,0.666666667,0.6,0.563636364,0.3,0.333333333,0.4,0.3,0.266666667,0.7,0.4,0.4,0.1,0.833333333,0.785714286,0.466666667,0.694444444,0.454545455,0.476190476,0.476190476,0.333333333,0.4,0.607142857,0.3,0.2,0.428571429,0.666666667,0.892857143
32,clustering,punish,0.738877789,0.611938062,0.527104092,0.487971552,0.733333333,1,0.58974359,0.690909091,0.571428571,0,0.672727273,0.549450549,0.651515152,0.5,0.527777778,0.545454545,0.4,0.466666667,0.333333333,0.4,0.6,0.476190476,1,1,0.474358974,0.690909091,0.380952381,1,0.416666667,0,0.333333333,0.666666667
33,clustering,punish,0.787445888,0.723018591,0.78087849,0.806333474,0.723809524,0.771428571,0.754385965,0.758241758,0.694444444,0.794871795,0.866666667,0.787878788,0.77124183,0.711462451,0.771428571,0.705627706,0.773684211,0.8,0.828571429,0.891666667,0.733333333,0.671936759,1,0.816666667,0.712121212,0.707509881,0.757142857,1,0.846153846,0.758333333,0.70995671,0.719047619
34,clustering,punish,0.473321123,0.446428571,0.595055616,0.61789593,0.476190476,0.166666667,0.533333333,0.333333333,1,0.711111111,0.628205128,0.622222222,0.757575758,0.5,0.487179487,0.543859649,0.641025641,0.584795322,0.483333333,0.644444444,0.615384615,0.619047619,0,0.582417582,0.745454545,0.3,0.636363636,0.59047619,0.65,0.606060606,0.602941176,0.678571429
35,clustering,punish,0.548611111,0.71760878,0.557069929,0.557462379,0.75,0,0.615384615,0.805555556,1,1,0.711111111,0.733333333,0.571428571,0.678571429,0.533333333,0.388888889,0.333333333,0.571428571,0.523809524,0.6,0.576923077,0.727272727,0,0.6,0.777777778,0.722222222,0.75,0.454545455,0.527777778,0.348484848,0.466666667,0.441176471
36,clustering,punish,0.291666667,0.576340327,0.521732754,0.755592027,0.666666667,0,0.743589744,0.818181818,0,0.533333333,0,0.5,0.666666667,0.5,0.266666667,0.6,0.397435897,1,0.476190476,0.8,0.558333333,0.743589744,0,0.821428571,0.681818182,0,0.703296703,1,0.781818182,0.637362637,0.756410256,0.890909091
37,clustering,punish,0.425,0.584632035,0.402786103,0.614512472,1,0,0.380952381,0.290909091,0,0,0,0.7,0.535714286,0.466666667,0.377777778,0.439393939,0.527777778,0.866666667,0.535714286,0.266666667,1,1,0.666666667,0,0.5,0.666666667,0.361111111,0.428571429,0.642857143,1,0.533333333,0.388888889
38,clustering,punish,0.643377456,0.584836691,0.638061122,0.583201346,0.590909091,0.58974359,0.552380952,0.575,0.619047619,1,0.714285714,0.678571429,0.573529412,0.538461538,0.761904762,0.555555556,0.722222222,0.4,0.711111111,0.544117647,0.714285714,0.58974359,0,0.60952381,0.75,0.622222222,0.644444444,0.80952381,0.621212121,0.495238095,0.755555556,0.551470588
39,clustering,punish,0.79160401,0.932900433,0.815859579,0.844715877,0.894736842,0.666666667,0.952380952,0.874458874,0.4,0.952380952,0.952380952,0.652631579,0.874458874,0.952380952,0.952380952,0.883116883,0,0.901960784,0.973684211,0.952380952,0.952380952,0.952380952,0.666666667,1,0.952380952,0.952380952,1,0.968421053,0.4,0.815789474,0.952380952,0.968421053
40,clustering,punish,0.814047619,0.836635029,0.830877725,0.859180223,0.8,1,0.831578947,0.945054945,0.836601307,0.845588235,0.68,0.776190476,0.790513834,0.758893281,0.787878788,0.852380952,0.784313725,0.824561404,0.909090909,0.797385621,0.814285714,0.746376812,0.852941176,0.838095238,0.847953216,0.823529412,0.838095238,1,1,0.802197802,0.828571429,0.806324111
41,clustering,punish,0.566035353,0.56923436,0.580641731,0.668561341,0.636363636,0.694444444,0.620915033,0.62745098,0.742424242,0.428571429,0.333333333,0.6,0.672727273,0.666666667,0.666666667,0.444444444,0.756410256,0.666666667,0.704761905,0.555555556,0.813186813,0.695238095,0.575163399,0,0.642857143,0.333333333,0.685714286,0.736263736,0.566176471,0.685714286,0.577777778,0.640522876
42,clustering,punish,0.283333333,0.646969697,0.431891613,0.644217687,0,0,0.636363636,0.666666667,0.266666667,0.5,1,0.133333333,0.688888889,0.777777778,0.666666667,0.25,0,0,0.666666667,0,0.644444444,0.666666667,0,0.642857143,0.761904762,0.618181818,0.666666667,0.733333333,0.785714286,0.857142857,0.6,0.615384615
43,clustering,punish,0.66439394,0.847985348,0.812130178,0.733874062,0.8,0.490909091,1,0.934065934,0.6,0.934065934,0.7,0.666666667,0.901098901,0.901098901,0.934065934,0.934065934,0.714285714,1,0.847619048,0.780952381,1,0.934065934,0.866666667,0.847619048,0.464285714,0.523809524,0.644444444,0.571428571,0.642857143,0.476190476,0.7,0.934065934
44,clustering,punish,0.208333333,0.095238095,0.202930403,0.235260771,0,0,0,0,0.166666667,0.5,0.5,0.333333333,0,0.285714286,0.7,0.533333333,0.238095238,0.361111111,0,0.333333333,0,0.380952381,0,0,0.166666667,0,0.666666667,0,0,0.333333333,0,0
45,clustering,punish,0.716697192,0.669566994,0.721740452,0.705584285,0.711111111,0.785714286,0.654411765,0.583333333,0,1,0.512820513,0.857142857,0.647058824,0.666666667,0.699346405,0.783333333,0.892857143,0.711111111,0.703296703,0.733333333,0.80952381,0.640522876,0.666666667,0.757352941,0.698529412,0.8,0.725490196,0.923076923,0.633333333,0.632352941,0.779411765,0.858974359
46,clustering,punish,0.568497475,0.757589959,0.611539906,0.686170412,0.727272727,0.541666667,0.685714286,0.756410256,0.424242424,0.666666667,0.444444444,0.560606061,0.568627451,0.705128205,0.535714286,0.476190476,0.476190476,0.7,0.7,0.472727273,0.580882353,0.588235294,1,0.757575758,0.466666667,1,0.928571429,0.666666667,0.681818182,0.552380952,0.615384615,0.777777778
47,clustering,punish,0.522222222,0.526984127,0.544122544,0.361904762,0.428571429,0.7,0.607142857,0.472222222,0.5,1,0.571428571,0.388888889,0,0.2,1,0.266666667,0.488888889,0.2,0.254545455,0.642857143,0.527777778,0.6,0,0.5,1,0.428571429,0.5,0.666666667,0.666666667,0.3,0.321428571,0.571428571
48,clustering,punish,0.621428572,0.125,0.496581197,0.178911565,1,0.285714286,0.166666667,0,0.5,1,0.6,0.6,0,0.066666667,0.533333333,0.533333333,0,0.5,1,0.333333333,0.166666667,0.333333333,0,0.333333333,1,0,0,0,0.4,0.285714286,0.388888889,0.666666667
50,clustering,punish,0.518504902,0.765064103,0.710537039,0.591777224,0.6,0,0.675,0.708333333,0.576190476,0.8,0.757352941,0.716666667,0.333333333,0.4,0.7,0.647058824,0.691176471,0.661764706,0.636842105,0.714285714,0.636363636,0.933333333,1,0.705882353,0.755555556,0.743589744,0.730769231,0.691176471,0.611111111,0.714285714,0.692307692,0.681318681
52,clustering,punish,0.887862138,0.780084392,0.765549217,0.825967054,1,1,0.830409357,0.786764706,0.666666667,0.5,0.824175824,0.727272727,0.777777778,0.857142857,0.747619048,0.830409357,0.789473684,0.911764706,0.842105263,0.757575758,0.757575758,0.722943723,0.675,0.883333333,0.892857143,0.78021978,0.738562092,0.801470588,0.77124183,0.923809524,0.776190476,0.833333333
53,clustering,punish,0.558333333,0.561253987,0.646538077,0.715100021,0.722222222,0.5,0.49122807,0.545454545,0.916666667,0.5,0.5,0.511111111,0.743589744,0.484210526,0.333333333,0.422222222,0.60952381,0.755555556,0.8,0.6,0.916666667,0.675,0.5,0.444444444,0.782051282,0.533333333,0.747252747,0.866666667,0.705128205,0.703296703,0.651515152,0.928571429
54,clustering,punish,0.719151139,0.775630588,0.776057757,0.79536813,0.75,0.833333333,0.815789474,0.731601732,0.698529412,0.688888889,0.680952381,0.612318841,0.801169591,0.891666667,0.608187135,0.672727273,0.779411765,0.8,0.9,0.619047619,0.815789474,0.731601732,1,0.636842105,0.956043956,0.823529412,0.912087912,0.816176471,0.634057971,0.712418301,0.923809524,0.789473684
55,clustering,punish,0.676948052,0.55021645,0.586354244,0.597671376,0.8,0.436363636,0.621212121,0.495238095,0.525641026,0.333333333,0.571428571,0.9,0.395604396,0.571428571,0.952380952,0.892857143,0.733333333,0.4,0.4,0.428571429,0.515151515,0.560606061,0.666666667,0.733333333,0.461538462,0.523809524,1,0.8,0.6,0.416666667,0.555555556,0.424242424
56,clustering,punish,0.455555556,0.419047619,0.504218004,0.736621315,0.333333333,0.4,0.476190476,0.333333333,0.466666667,0.622222222,0.555555556,0.533333333,0.5,0.4,0.688888889,0.581818182,0.75,0.761904762,0.466666667,0.333333333,0.8,0.6,0.833333333,0.285714286,0,0.266666667,1,1,0.688888889,0.805555556,0.392857143,0.333333333
57,clustering,punish,0.676515152,0.565972222,0.552426633,0.543764172,0.733333333,0.681818182,0.426315789,0.362573099,0.424242424,0.615384615,0.654545455,0.636363636,0.933333333,0.666666667,0.636363636,0.555555556,0.857142857,0,0.666666667,0.571428571,0.619047619,0.475,0,0.607142857,0.7,1,0.678571429,0,0.694444444,0.833333333,0.5,0.428571429
58,clustering,punish,0.667735043,0.608225108,0.433216206,0.644516594,0.8,0.722222222,0.533333333,0.59047619,0.523809524,0.666666667,0.615384615,0.533333333,0.55,0.933333333,0.555555556,0.285714286,0.464285714,0,0.5,0.4,0.450980392,0.545454545,0,0.593406593,0.678571429,0.763636364,0.622222222,0.9,0.833333333,0.672727273,0.512820513,0
59,clustering,punish,0.62190171,0.519490232,0.571428571,0.600628736,0.6,0.8,0.435897436,0.666666667,1,0.666666667,0.638888889,0.448717949,0.490909091,0.619047619,0.444444444,0.321428571,0.416666667,0.422222222,0,0.333333333,0.428571429,0.464285714,0.761904762,1,0.555555556,0.511111111,0.7,1,0.472222222,0.5,0.5,1
60,clustering,punish,0.640077467,0.708798512,0.618232698,0.684018759,0.666666667,0.761904762,0.757575758,0.745454545,0.535714286,0.6,0.510526316,0.621212121,0.5,0.610294118,0.688888889,0.678571429,0.602564103,0.777777778,0.666666667,0.560606061,0.496732026,0.532163743,0.666666667,0.711111111,0.606060606,0.8,0.54248366,0.757575758,0.6,1,0.619047619,0.604395604
61,clustering,punish,0.474977106,0.517821068,0.620630651,0.553638425,0.615384615,0.428571429,0.466666667,0.357142857,0.821428571,0.727272727,0.380952381,0.475,0.681818182,0.476190476,0.618181818,0.593406593,0.5,0.611111111,0.745454545,0.666666667,0.6,0.611111111,0.607142857,0.666666667,0.535714286,0.636363636,0.5,0.466666667,0.577777778,0.561904762,0.535714286,0.450549451
62,clustering,punish,0.45981241,0.670927402,0.641707616,0.725934884,0,0.619047619,0.657894737,0.683823529,0.607142857,0,0.575757576,0.644444444,0.649122807,0.67251462,0.761904762,0.757575758,0.79047619,0.757575758,0.657142857,0.763636364,0.636842105,0.723809524,0.666666667,0.615384615,0.742424242,0.618181818,0.802197802,0.848484848,0.725274725,0.626373626,0.703296703,0.639705882
