ID,metric,condition,module1,module2,module3,module4,Amygdala_L,Amygdala_R,Dorsal_striatum_L,Dorsal_striatum_R,Fusiform_gyrus_L,Fusiform_gyrus_R,Hippocampus_L,Hippocampus_R,Insula_L,Insula_R,Intracalcarine_cortex_L,Intracalcarine_cortex_R,lOFC_L,lOFC_R,mOFC_L,mOFC_R,Oral_somatosensory_cortex_R,Oral_somatosensory_cortex_L,Precuneus_L,Precuneus_R,Ventral_striatum_L,Ventral_striatum_R,vlPFC_L,vlPFC_R,vlThalamus_L,vlThalamus_R,vmPFC_L,vmPFC_R
87,clustering,reward,0.673513986,0.660448987,0.644182412,0.656720326,0.641025641,0.8,0.723809524,0.610294118,0.777777778,0.714285714,0.616666667,0.636363636,0.8,0.691666667,0.8,0.648351648,0.576190476,0.602339181,0.781818182,0.621212121,0.703296703,0.604395604,0.727272727,0.561403509,0.642857143,0.678571429,0.666666667,0,0.666666667,0.669117647,0.596491228,0.711111111
88,clustering,reward,0.658700981,0.645275803,0.629136683,0.650582751,0.607843137,0.75,0.723809524,0.7,0.805555556,0.475,0.610294118,0.666666667,0.916666667,0.647058824,0.681818182,0.653846154,0.666666667,0.6,0.805555556,0.6,0.549450549,0.607843137,0,0.67032967,0.651515152,0.7,0.8,0.820512821,0.428571429,0.333333333,0.80952381,0.602564103
89,clustering,reward,0.714155534,0.866736695,0.790885106,0.5,0.691176471,0.761904762,0.852941176,0.823529412,0.533333333,1,0.681318681,0.722222222,0.823529412,0.852941176,1,1,0,0,0.571428571,0.571428571,0.895238095,0.895238095,0.784313725,0.808823529,0.852941176,0.857142857,1,0.85,0.67032967,0.657894737,0.875,0.945054945
90,clustering,reward,0.649747475,0.547835498,0.524183802,0.267803031,1,0.5,0.581818182,0.6,0.333333333,0.490909091,0.454545455,0.644444444,0.688888889,0.644444444,0.254545455,0.416666667,0.4,0,0.333333333,0.333333333,0.438095238,0.571428571,0.666666667,1,0.7,0.466666667,0.5,0.4,0.472222222,0.5,0.380952381,0.476190476
1,centrality,reward,0.021052572,0.07835995,0.026278486,0.005587494,0,0,0.033949024,0.009556133,0.077887545,0.056734264,0.026446085,0.057764201,0.025124361,0.009409623,0,0.007841541,0,0.014508434,0.015807546,0,0.173720313,0.096214331,0.000949668,0.002279202,0,0.13038664,0.010553181,0.002213733,0.006354859,0.000474834,0.045260706,0.037019616
2,centrality,reward,0.040970539,0.040838831,0.011853624,0.031032548,0.009772635,0.030901538,0.076139633,0.025102841,0.013884122,0.001643655,0.067655556,0.055552425,0.019119935,0.004184222,0.088104401,0.014218869,0.005058996,0.016747924,0.002849003,0.024976258,0.039466564,0.022646284,0,0.010097207,0.00164496,0.017145983,0.003584995,0.005027586,0.000838873,0.009691132,0.027791171,0.047178874
3,centrality,reward,0.007809978,0.04590734,0.012008445,0.003662006,0.002158335,0,0.051787419,0.073051331,0.006932574,0.006883095,0.029081576,0,0.006883095,0.092760798,0.006883095,0.006883095,0.000881834,0,0.006530198,0.000167588,0.027840224,0.030950386,0.00717262,0.009380135,0.000167588,0.009380135,0.000940889,0.029154796,0,0.005460589,0.009380135,0.000940889
4,centrality,reward,0.043792186,0.023181738,0.024891778,0.09841623,0.002018335,0,0.040726817,0.000949668,0.002497473,0,0.00698777,0.166162637,0.024524455,0.051007695,0.026400389,0.014880752,0.209933636,0.142450142,0.020126325,0.030695752,0.026271619,0.024778846,0.02355357,0,0.04760891,0.038697057,0.005421019,0.012432879,0,0.006879033,0.108312068,0.02651221
5,centrality,reward,0.001765673,0.024364446,0.015917451,0.008490676,0.006067698,0.000356125,0.038826064,0.029910597,0.03155796,0.000407,0.000638867,0,0.016007627,0.01177842,0,0.010737976,0.005439879,0.01778485,0.002044541,0.006085427,0.019917401,0.00880372,0.003620999,0.040039448,0.008986048,0.047852919,0.002884153,0.011851021,0.045252148,0.009844283,0.007789251,0.008677971
6,centrality,reward,0.030427666,0.042451969,0.0205388,0.01163183,0.072931621,0.001756885,0.089065205,0.017169231,0.01642401,0.016114672,0.044964546,0.002057613,0.001863086,0.037128866,0.017779808,0.015718978,0.002321598,0.010706937,0.010530962,0.02763838,0.002564103,0.061009335,0.032299694,0.002389432,0.008797992,0.024296796,0.003289746,0.00322887,0.079279064,0.029265905,0.004714371,0.031358961
7,centrality,reward,0.013583428,0.031189847,0.017510899,0.034043528,0.000641026,0.026410652,0.042330659,0.009797207,0.051382357,0.075096972,0.014398116,0.012883916,0.001748406,0.017303451,0.044283565,0.045207552,0.029078171,0.017604825,0.00153991,0.001650629,0.014928966,0.057702556,0.005801991,0.007217267,0,0.001160665,0.006525579,0.029905993,0.033572855,0.031498489,0.004361514,0.011408305
9,centrality,reward,0.029780801,0.024824397,0.026287174,0.028280297,0.014927924,0.009806156,0,0.042285991,0.066337282,0,0.026246782,0.06814234,0.029120052,0.014527736,0.041460116,0.029219536,0.020086146,0.022355388,0.077086195,0.020429639,0.021603763,0.035407834,0.034651627,0.000712251,0.003561254,0,0.009188865,0.042745256,0.047384443,0.061418151,0.00299895,0.010433075
10,centrality,reward,0.019184332,0.061564471,0.019612157,0.03168576,0.002543753,0.003402976,0.045854644,0.180941491,0.007677713,0.002893197,0.004690782,0.066099818,0.011735058,0.018697026,0.024777087,0.018236283,0.003517162,0.080212507,0.012456351,0.015440998,0.00989099,0.009570759,0.000949668,0.008942703,0,0.100509195,0.044641157,0.002666983,0.008943469,0.008727635,0.048649858,0.020863499
11,centrality,reward,0.033605618,0.0707988,0.020870276,0.057840976,0.085576152,0.025199286,0.060642752,0.064102564,0,0.006159273,0.019872103,0.003774929,0.062678063,0.11965812,0.049849533,0,0,0.18151437,0.000949668,0.004700855,0.154632713,0.00381717,0,0,0.021774522,0.014141414,0.060066477,0.002215891,0,0.019039397,0.022540731,0
12,centrality,reward,0.020475972,0.071719189,0.02265949,0.046511606,0.02384794,0.019132565,0.133412864,0.092254078,0.019013576,0,0.023643248,0.015280135,0.022353103,0.004166217,0.070547535,0.008906526,0.087654191,0.018938172,0.021522825,0.002141556,0.027665082,0.033544733,0.023262046,0.020808313,0.010229494,0.039616429,0.027517752,0.044414532,0.045385104,0.029086176,0.02211848,0.030916244
13,centrality,reward,0.03076061,0.021965422,0.020962904,0.023678763,0.07013321,0.029443961,0.02431961,0.018157067,0.015459105,0.040041552,0.017233076,0.006232194,0.01139041,0.02021646,0.02035785,0.031179599,0.002781169,0.040396435,0.005937684,0.006586623,0.001851852,0.043533158,0.002621616,0.006256706,0.020536085,0.022799108,0.061348734,0.002633375,0.041763997,0.010611662,0.013784802,0.05341854
14,centrality,reward,0.046707026,0.038992945,0.052806825,0.039967315,0.002255461,0.096595089,0.119467278,0.00953682,0.143262887,0.089180731,0.072467162,0.015510393,0.154547293,0.018979786,0,0.011239828,0.030557033,0.118072398,0.030416157,0.034305963,0.023304679,0.003663004,0,0,0.021651188,0.01112066,0.046588368,0,0.013706417,0.094722105,0.124060705,0.062366944
15,centrality,reward,0.029997972,0.045144253,0.021779576,0.050702433,0.025267736,0.014391228,0.079064928,0.007437932,0.026655443,0,0.05009888,0.030234043,0.012348075,0,0.028192929,0.113778007,0.052461783,0.008377014,0.018857425,0.003909465,0.015427063,0.078647089,0.000949668,0.081490605,0.079738124,0.002317554,0.00433899,0,0.05739505,0.026992246,0.010022828,0.023457747
16,centrality,reward,0.020685891,0.042206945,0.020455901,0.009129714,0.040973367,0.004517705,0.073703287,0.06764432,0.052984849,0.033340858,0.015178718,0.022073775,0.026848709,0.04603212,0.011674231,0.014549876,0,0.01029475,0.002401302,0.004788547,0.011580857,0.015899314,0,0.031287496,0.034275632,0.000407,0.017524563,0.006560276,0.005235363,0.018847368,0.029322562,0.01743777
17,centrality,reward,0.043197286,0.038875931,0.03035536,0.043656342,0.074074074,0,0.003035842,0.026381544,0.079227593,0.009524729,0.075204014,0.023511057,0.045480341,0.001020893,0.01913095,0.010962473,0.105462017,0.039069926,0.005140292,0.005548458,0.083015927,0.043070411,0,0.132522704,0,0.050195194,0.023166637,0.000407,0.011519,0.066186163,0.012688144,0.043058607
18,centrality,reward,0.021249121,0.032437537,0.034597325,0.010203246,0,0.071225071,0.003235193,0.022162401,0.025322665,0.01839796,0.013771414,0,0.021519217,0.144110547,0.031088281,0.00643739,0,0.003287311,0.007107167,0.034420134,0.010109778,0.094242777,0,0.071225071,0.001170126,0.015411678,0.012797393,0.016255529,0.02842851,0.142736857,0.00732717,0.00732717
19,centrality,reward,0.056146271,0.038116936,0.037971431,0.082198646,0,0.071225071,0.07663435,0.00621354,0.012641885,0.084593469,0.004216976,0.149143038,0.071222462,0.007500113,0.136752137,0.120817375,0,0.071225071,0.075828176,0,0.009299438,0.060320417,0,0.084262651,0.024643353,0.097388066,0.033581012,0.00290327,0.004570928,0.022534256,0.003988604,0.081884655
20,centrality,reward,0.024606162,0.025180904,0.031438479,0.004658449,0.04205036,0.026935513,0.080405593,0.011528028,0.094134416,0.022739495,0.010573531,0.018865243,0.031117555,0.025318499,0.011122069,0.004748338,0,0.002763389,0.014469141,0.024227947,0.0002849,0.008505095,0.007212952,0.035182469,0.008373494,0.006339623,0.045630149,0.013070713,0.018753263,0.029560907,0.11723769,0.009647349
21,centrality,reward,0.009256407,0.031271881,0.049491021,0.036436403,0.002496269,0.004680505,0.01918638,0.030469973,0,0.082826844,0.003921155,0.025927697,0.104240551,0.115116423,0.111031664,0.010432777,0.003425587,0.020855585,0.004158187,0.198927616,0.029318983,0.046112189,0.000949668,0.007125717,0.040173043,0.001995712,0.028125997,0.074548413,0.002638719,0.060895144,0.035673941,0.034460362
22,centrality,reward,0.042450786,0.009296846,0.039411474,0.059124992,0.013661647,0.057085939,0.001831502,0.031855279,0.01750558,0.018831055,0.051164378,0.047891179,0.069364792,0.003018586,0.019082837,0.131326273,0,0.086090858,0.100854743,0.05699849,0.003500604,0,0.186519083,0.040306982,0.005935423,0.006863044,0.001831502,0.001831502,0.060587089,0,0.030870981,0.029264726
24,centrality,reward,0.028215224,0.01689819,0.015742762,0.015134913,0.013971483,0.005338726,0.006526909,0.008680549,0.00184846,0.018369348,0.013398188,0.0801525,0.015062747,0.016547168,0.001048026,0.011548565,0.028295257,0.019647802,0.003883288,0.01030081,0.020417134,0.031968166,0.0002035,0.015198311,0.039425998,0.010144793,0.012683747,0.011844977,0,0.021193305,0.075177735,0
25,centrality,reward,0.023938537,0.087288077,0.021207894,0.034711042,0.004038616,0.072227832,0.080669839,0.042431063,0.047793668,0.000944919,0.014565257,0.004922444,0.02836587,0.011928843,0,0.017931754,0.072553026,0.048359388,0.006552537,0,0.077113448,0.148937958,0.063633191,0.014734263,0.055764256,0.008333268,0,0.007219431,0,0.020057503,0.040648347,0.033350202
26,centrality,reward,0.026353807,0.013998013,0.015134675,0.026602359,0.001497761,0.001935474,0.010423027,0.013324639,0.025635491,0.01583102,0.037764205,0.064217786,0.016871347,0.030161523,0.026278392,0.000976801,0.055992615,0.023161626,0.000520961,0.030018448,0.009683155,0.022561232,0.001604363,0.042828999,0,0.016056738,0.003709127,0.001824956,0.023823091,0.010707503,0,0.022561232
27,centrality,reward,0.025124526,0.072601402,0.02477882,0.047460789,0.088103722,0,0.138793898,0.067544469,0.000830959,0,0.002077547,0.010316833,0.014015688,0.106476661,0.037958244,0.040641252,0.089715028,0.02152863,0.001424501,0.024258355,0.013963677,0.070103564,0,0.017661696,0.098548778,0.043959866,0.002791363,0.000356125,0.025295919,0.024641602,0.031211535,0.004988065
28,centrality,reward,0.011426454,0.025256781,0.036440377,0.034791723,0,0.008932462,0.053790055,0,0,0.153374367,0,0.036773354,0.10913728,0,0.074048013,0.036493272,0.017764272,0.010861333,0.002849217,0.019799876,0.017159839,0.030077231,0.041769697,0.017764272,0.057425774,0.002983539,0.008030351,0.028988085,0.082893334,0.002109799,0.019799876,0.036120569
29,centrality,reward,0.060557537,0.043700538,0.041862502,0.071596759,0.078325699,0.066912463,0.09620133,0.053109031,0.014131094,0.050811075,0.001282051,0.095709936,0.013259169,0.027377561,0.11242136,0.156927386,0.000712251,0.016326037,0.042408844,0.016169488,0.004514313,0.020977479,0,0.126086997,0.019705603,0.019289558,0,0,0.083779039,0.009451986,0.207348618,0.039981007
30,centrality,reward,0.004792995,0.080380885,0.028265048,0.026124904,0,0,0,0.05982906,0.05982906,0.04232352,0.01917198,0,0.020718582,0.116010944,0.005250305,0.050230634,0.017179939,0.031838737,0,0.072936734,0.010016732,0.251677746,0,0,0.113960114,0,0.004273504,0,0.000881834,0.021306471,0,0
31,centrality,reward,0.035445334,0.021276942,0.026224432,0.022852932,0.031289698,0.001424501,0.00113179,0.014726837,0.000712251,0.005257089,0.107642634,0.001424501,0.023784754,0.025728787,0.048161693,0.017830302,0.023374557,0.002045177,0.014433401,0.049081566,0.036248833,0.033000306,0,0.005668714,0.044316984,0.022625112,0.080631406,0.004144621,0.057740186,0.033753662,0.02144316,0.030269216
32,centrality,reward,0.032694802,0.024086334,0.019061069,0.043612767,0.075376741,0,0.034738475,0.039757504,0.06382288,0.003027002,0.024116334,0.031286134,0.001424501,0.011089166,0.036434961,0.021489782,0.050170778,0.066355545,0.019956232,0.012901291,0.021493231,0.000356125,0.001012146,0.023871219,0.011356112,0.034104702,0.021208524,0.036438671,0.013103775,0.001408674,0.02668242,0.023569782
33,centrality,reward,0.089747134,0.037561028,0.047380228,0.067786309,0,0.064531045,0.064167093,0.001994302,0.019783611,0.018930041,0.25981271,0.034644779,0,0.051122556,0.120310886,0.063817664,0.010303894,0.076712793,0.004748338,0.137447081,0.007122507,0.076960211,0,0.169837617,0.031281634,0,0.043995353,0.001741057,0.108140791,0.101652526,0.069403049,0
34,centrality,reward,0.017599746,0.05331399,0.035571785,0.0617279,0.033170533,0.005792972,0.005044544,0.123387368,0.045276392,0.03757094,0.022802055,0.008633425,0,0.011737934,0.021341519,0.026979605,0.110623062,0.087967414,0.036961784,0.044169719,0.016636924,0.068187123,0,0.014295324,0.002614906,0.136476,0.050647244,0.001329535,0.007450934,0.049955908,0.047590076,0.083071858
35,centrality,reward,0.025985528,0.026537947,0.014438447,0.007244105,0.0002035,0.034274769,0.014910912,0.018756455,0.022226479,0.007164596,0.034816714,0.03464713,0.067850479,0.005829027,0.017232132,0.002873804,0.007369,0.001501482,0.017499973,0.011038838,0.03162106,0.04086336,0,0.00364472,0.033201075,0,0.000430516,0.002034879,0.007279408,0.027852026,0.005560962,0.019402173
36,centrality,reward,0.022348804,0.069708569,0.02488743,0.027766126,0,0.000626154,0.103393057,0.036764574,0.006997798,0,0.08069593,0.008073131,0.030442335,0.034429623,0.01572666,0.07309449,0.021429354,0.000814001,0.029372943,0.057503726,0.076964714,0.061711929,0,0.06053723,0.034392805,0.056637659,0.035408972,0.002278514,0.021092725,0.009479647,0.00525733,0.014367575
37,centrality,reward,0.066357845,0.042029293,0.039746949,0.023935607,0.048115773,0.019766036,0.081196581,0.073835527,0.089107086,0.225903829,0.090110096,0.107439474,0.006790123,0.119168589,0.039080056,0.040404965,0.003405237,0.012852168,0.041443947,0.008452042,0,0.013085063,0,0,0.045099653,0.006043956,0,0,0,0.088683744,0.002120924,0.003137295
38,centrality,reward,0.007638965,0.018729678,0.007448052,0.010078468,0.0002035,0.022778036,0.013679,0.022778036,0.01174115,0.002034112,0.002737285,0.004837037,0.005723069,0.003942559,0.010486624,0.02071096,0.001406055,0.007710234,0.003853649,0.000448934,0.015788991,0.022672683,0,0.011066985,0.011679124,0.010372314,0.006902254,0.009866364,0.004493197,0.008098494,0.021423407,0.007523212
39,centrality,reward,0.030209073,0.008045399,0.01797484,0.004518535,0.070667738,0.002253302,0.018677927,0.00541324,0.026824256,0,0.044769479,0.003145774,0.025676773,0.025676773,0,0,0.011490978,0.00658316,0.008226496,0.03409978,0.00541324,0.00267719,0.000949668,0.000712251,0.00267719,0.033809863,0.000596934,0.001227785,0.01692796,0.102101274,0.00267719,0.00541324
40,centrality,reward,0.016289811,0.014715936,0.022042524,0.006892535,0.002361733,0.001177012,0.005076715,0.004304292,0.003548434,0.079581319,0.052775544,0.008844954,0.059424087,0.066375212,0.003362797,0.02115275,0.000569801,0.00248479,0.006414552,0.013823837,0.023029192,0.026453545,0,0.01411201,0.02928749,0.014396699,0.001943532,0,0.016568411,0.008042809,0.016257462,0.022904526
41,centrality,reward,0.008937616,0.108181274,0.042123412,0.015669516,0.00079139,0,0.048584543,0.280712703,0.004320988,0,0.016282277,0.018676796,0.063274997,0.011418623,0,0.062678063,0,0,0,0,0.011328178,0.09209967,0.216524217,0.170940171,0.015949894,0.059510243,0.004368471,0,0,0.020069642,0.022007416,0.085589924
42,centrality,reward,0.046785913,0.022219824,0.031569519,0.024801656,0.006776557,0,0.014983576,0.001432895,0.004767763,0.000666001,0.148284055,0.03208304,0.009953078,0.05999789,0.008160941,0.011605644,0.016576051,0.062863988,0.000593542,0.074677586,0.040900869,0.031561957,0.00195021,0.001467668,0.017961257,0.030030977,0.160330513,0.01591005,0.074074074,0,0.002168887,0.050562812
43,centrality,reward,0.039863583,0.066285412,0.037980647,0.082384257,0,0.000569801,0.139167828,0.023729563,0.080307964,0,0.112244032,0.046640499,0.053172959,0.065730566,0.019407342,0.137927813,0.127040655,0.045161217,0.110477999,0.085350246,0.041710758,0.060533499,0.004278027,0.00105039,0.006053,0.033773428,0.119590286,0,0.024717772,0.000474834,0.021288382,0.001424501
44,centrality,reward,0.024403326,0.046431845,0.023042748,0.043546544,0.001967169,0.004963247,0.011674231,0.056068223,0.015213182,0,0.049657576,0.041025313,0.048908088,0.008632468,0.139243176,0.004358296,0.029160204,0.001424501,0.017676689,0.131051692,0.03222436,0.085760567,0.001899335,0.024789286,0.000316556,0.013717076,0.013575159,0.02144553,0.006617251,0.014077897,0.049339253,0.001424501
45,centrality,reward,0.015015813,0.045228995,0.017028237,0.013380136,0.01818967,0.00683771,0.076081249,0.057505806,0.023766107,0.021922862,0.016143579,0.018892292,0.007402659,0.003730611,0.016820522,0.025555921,0.007017365,0.004126737,0.008098835,0.042211858,0.003158652,0.044170274,0.000543901,0.022236792,0.044230537,0,0.013360848,0,0.035452485,0.004633021,0.013040128,0.031821147
46,centrality,reward,0.054117798,0.032216579,0.024829449,0.053664065,0.029850667,0.055791809,0.034321543,0.043769974,0.029850667,0.00533676,0.056042213,0.074786504,0.019906289,0.011358679,0.123240403,0.007608553,0,0.083807303,0.005967838,0.011561907,0.045155933,0.005618867,0.012293906,0.005397278,0.017992912,0.019454825,0.0208994,0.091847256,0.003363406,0.030050635,0.075894073,0.036095359
47,centrality,reward,0.032509315,0.055612731,0.034526531,0.045139353,0.064605676,0.003392903,0.030317601,0.05882975,0.110229287,0.011430848,0.024509647,0.037529035,0.015694491,0.014783159,0.013609744,0.021571978,0.025953457,0.119422234,0.0157566,0.063769442,0.048100435,0.085203136,0.03829493,0.05706916,0.031883727,0.052965761,0.021429198,0,0,0.053109637,0.015004748,0.051003502
48,centrality,reward,0.033658521,0.013126792,0.026583919,0.02707844,0.088620378,0.001252923,0.007424859,0.013845949,0.017080827,0.016444912,0.041008176,0.003752608,0.044306709,0.031537474,0.041952498,0.050456384,0.00388751,0.012017367,0.010531004,0.06138047,0.00921697,0.022019389,0.012612901,0.029195834,0.04344518,0.032087518,0.016715781,0.01315184,0.043278539,0.018059784,0.023112293,0.012401645
50,centrality,reward,0.028802712,0.010333201,0.019249691,0.024890964,0.013408466,0.007169631,0.002933704,0.025734846,0.002696204,0.001496889,0.028387828,0.066244922,0.014323007,0,0.040113428,0.01034102,0.008542613,0.040566793,0.061654893,0.010154459,0.004148487,0.008515768,0,0.002978503,0.088426562,0.001801933,0.011337669,0.027074243,0.060808268,0.011634511,0.006258066,0.007349852
52,centrality,reward,0.077824645,0.036496503,0.037383977,0.030302491,0.028092175,0.097969726,0.096703811,0.011314611,0.020332137,0.068800233,0.130402211,0.054834466,0.145137065,0.01285443,0.003582837,0.014542351,0.078650876,0.024433899,0.132766205,0,0.036543087,0.001424501,0.019628931,0.010299371,0.015592843,0.00462963,0.103735462,0,0.008072175,0.034396262,0.021898883,0
53,centrality,reward,0.023276676,0.079406971,0.036982625,0.107647962,0.018972993,0.003777567,0.121956824,0.021099862,0.074074074,0,0.041969613,0.028386532,0.09864927,0.000915751,0.030130564,0.14903113,0.097451744,0.153978409,0.0495079,0.124821048,0.073324239,0.10124696,0.013063374,0.002245052,0.085212086,0.013257224,0.058031303,0.000971251,0.041681941,0.021931801,0.007359924,0
54,centrality,reward,0.012131705,0.027274416,0.022919082,0.039857722,0.003280829,0.012894877,0.035649022,0.022183783,0.011498995,0.004859964,0.022060935,0.010290177,0.015183892,0.022582879,0.046802308,0.03047336,0.061812747,0.020342472,0.035251537,0.020902563,0,0.051264859,0,0.021623447,0.001003785,0.111742494,0.008603957,0.016345589,0.015633338,0.011323142,0.026246247,0.043903487
55,centrality,reward,0.019548627,0.01972245,0.041799195,0.032136133,0.013250124,0.008032637,0.02119322,0.022911372,0.058461195,0.000902184,0.014737692,0.042174053,0.029945045,0.109007521,0.025718038,0.050437719,0.04820476,0.004184016,0,0.05908949,0.030986539,0.00379867,0.006884062,0.005843848,0.040711346,0.00238304,0.03658615,0.002849003,0.019750266,0.04992607,0.1028892,0.143558692
56,centrality,reward,0.033989082,0.045505947,0.032592552,0.018767241,0,0.070330801,0.018096101,0.016546828,0.081431377,0.006995885,0,0.065625527,0.010936286,0.069951653,0,0,0,0.075068964,0,0.018134129,0.01561566,0.1317652,0.031183015,0.000356125,0.004184293,0,0.024728769,0.007332893,0.048214388,0.13793511,0.025277963,0.054818946
57,centrality,reward,0.057597557,0.068764473,0.036591018,0.059182732,0.018836634,0,0.02668566,0.168041874,0.226858435,0.002136752,0.07878294,0.132770654,0.01004303,0.072794892,0,0.106947935,0.001068376,0.128714616,0.057406286,0,0,0.080330356,0,0.07101444,0.014484914,0.032083645,0.004310639,0.004310639,0,0.018238506,0.0055239,0.066250204
58,centrality,reward,0.067420754,0.038035129,0.022298439,0.019737824,0.133864039,0.02809125,0.05111699,0.019068277,0.006948607,0.002258852,0.027921422,0.079806305,0.005965774,0.008014342,0.004273504,0.030192647,0.013808619,0.030676525,0.017630107,0.015682734,0.015168679,0.066786569,0.006647673,0.095919101,0.000949668,0.007013974,0.07371598,0.053048115,0.039341333,0.014716765,0.00860545,0.000316556
59,centrality,reward,0.024679505,0.011378375,0.022069277,0.032360167,0.007089729,0.069373188,0.01666182,0.0185776,0.018707195,0,0.008351256,0.013903847,0.059408509,0.011670737,0.04167394,0.078578836,0.008102557,0.001085334,0.002979736,0.045111125,0.001033155,0.009240925,0,0.067728765,0.007898939,0.014384855,0.040405416,0.003386974,0.016184978,0.023022364,0.001053078,0.041165767
60,centrality,reward,0.031331803,0.013604801,0.023271603,0.015110889,0.000641808,0,0.00374082,0.043196745,0.074252137,0.026532842,0.019629313,0.105056091,0.086179217,0.019629313,0.026532842,0.021494887,0,0.012415825,0.000865493,0.000865493,0.00374082,0.00374082,0.007827563,0,0.00374082,0.019629313,0.001420739,0.001420739,0.035641313,0.072430513,0.019629313,0.002280836
61,centrality,reward,0.013412077,0.001438851,0.064370188,0.03749738,0,0.044270339,0.001438851,0.001438851,0.07191358,0,0.004273504,0.005104463,0.001438851,0.001438851,0.094432008,0.042089538,0.012029123,0.001438851,0.001438851,0.001438851,0.001438851,0.001438851,0.03192466,0.001438851,0.332161685,0.240559286,0.171760216,0.113136503,0.003323837,0.056510137,0,0.001438851
62,centrality,reward,0.052910865,0.019564426,0.043495184,0.057675029,0,0.071225071,0.022210442,0.005577906,0.106600395,0.04294101,0.121140137,0.019278253,0.017188842,0.030632734,0.062616586,0.094009457,0,0.074074074,0.009021842,0.085151695,0.037323281,0.013146074,0,0.000723556,0.122967085,0.039447123,0.005577906,0.008147574,0.017188842,0.149203432,0.038920458,0.022210442
63,centrality,reward,0.008262749,0.043912921,0.019290162,0.026646589,0.004447713,0.015764427,0.061523426,0.03939141,0.003868539,0.020668668,0.004320988,0.008517868,0.019569055,0.011540068,0.010008256,0.009010104,0.087567997,0,0.017604205,0.02360566,0.002237556,0.072499292,0.03327881,0.006301126,0.02372084,0.002469136,0.036173572,0.015210162,0.025108336,0.015596951,0.001839416,0.052088045
64,centrality,reward,0.012820673,0.011529291,0.007838465,0.005549738,0.012361677,0,0.020796722,0.008787029,0.003325157,0.001396353,0.02842428,0.010496734,0.018748649,0.015492972,0.003435277,0.003435277,0.011286503,0.004041896,0.000841666,0.012331703,0.006325483,0.010207928,0.009443643,0.011344652,0.001390166,0.004758221,0.005635916,0.000300728,0,0.01071553,0.008893359,0.020796722
66,centrality,reward,0.048125691,0.047309584,0.039499287,0.101980684,0.039214489,0.002294002,0.03031855,0.030844361,0,0.049556822,0.077049699,0.073944574,0.058781856,0.016053391,0.065838277,0.146723647,0.15887302,0.036487792,0.074074074,0,0.098409204,0.029666219,0.052154019,0.059051648,0.122594586,0.017348701,0.048483615,0,0.062767068,0.038394116,0.021390338,0.011338353
67,centrality,reward,0.013534698,0.042165817,0.03155134,0.020373327,0.008924717,0.00379867,0.082244604,0.017047803,0,0.011955637,0.024037086,0.017378319,0.094668937,0.003691833,0,0.045306596,0.004099399,0.032087312,0.001153168,0.047382657,0.038340198,0.031030664,0,0.009695158,0.135111625,0.007294884,0.009343985,0.030418252,0.03163861,0.060375704,0.002801519,0.059289472
68,centrality,reward,0.040266121,0.021682175,0.013117612,0.045125414,0,0.068376068,0.001396238,0.04817905,0,0.010626305,0.068939942,0.023748474,0.021695486,0.069262425,0.041599139,0.103234452,0.00903109,0.026636975,0.004232804,0.007197878,0.015513122,0.021640291,0,0.013594119,0.010806167,0,0.012604128,0.01654035,0.001211509,0.004236399,0.016598282,0.021275946
69,centrality,reward,0.001424502,0.051742188,0.019805163,0.084849127,0,0,0.088558766,0.117341609,0.004348121,0.009009406,0.005698006,0,0.021087143,0.011383575,0.226858635,0.047955954,0,0.06458192,0.058825125,0.019620811,0,0.001068376,0.015440013,0.001305793,0.003730837,0,0.022688012,0.009615385,0.062968616,0.036585945,0.03761136,0.002662461
70,centrality,reward,0.006095005,0.073538372,0.009776753,0.025134255,0,0,0.039228205,0.146089419,0.011434928,0.002748695,0.02300714,0.001372878,0.010614463,0.014152941,0.050114892,0.038605514,0,0.011816613,0.009259123,0.006105661,0.07800123,0.030834633,0,0.017117711,0.013328334,0,0.009932081,0.018441884,0.017592291,0.011424218,0.007673823,0.006601898
71,centrality,reward,0.016795781,0.043730215,0.05061404,0.026191632,0.023651657,0,0.057091982,0.022903948,0.024563811,0.013947781,0.016115263,0.027416205,0.034917243,0.137667888,0,0.025776692,0.010983461,0.068006376,0.052925264,0.000474834,0.052339122,0.042585809,0.011192511,0.094376611,0.094919587,0.038583639,0.192359801,0.005535206,0.004368471,0.02770203,0.038164202,0.038125763
72,centrality,reward,0.033245404,0.035613394,0.044628866,0.05319554,0.010732672,0,0.020160252,0.015858278,0.14505614,0,0.095030792,0.027218152,0.011479148,0.003181387,0.106276677,0,0.106505481,0,0.066937588,0.011477411,0.089932352,0.016502695,0.017078919,0.111508256,0.107026174,0.020419425,0.001151112,0.005640101,0.086480453,0.027076998,0.078694944,0.020853797
73,centrality,reward,0.013390309,0.025372404,0.03643778,0.014204117,0.004837581,0.023306708,0.029773571,0.003215324,0.002098345,0.041312289,0.013141857,0.012275089,0.040603853,0.028741766,0.01339933,0.019651871,0.008349593,0.015415675,0.0132185,0.071469526,0.008371816,0.060128904,0.045821923,0.00216189,0.025883605,0.07954268,0.050478075,0.001831502,0.000854701,0.003340838,0.123409807,0.052235177
