choice_sex,sweet_sex,bitter_sex,choice_wt,sweet_wt,bitter_wt,choice_learn,sweet_learn,bitter_learn
0.464180446,0.753671234,0.835872644,1,0.753671234,0.771483672,0.695566577,0.684830813,0.584840254
0.526628747,0.771483672,0.835872644,0.579970199,0.881189179,0.835872644,0.527721487,0.753671234,0.61929124
0.519434382,0.738229555,0.771483672,0.633469632,0.726881098,0.62694252,0.509750164,0.890852246,0.684830813
0.496511317,0.669106187,1,0.519434382,0.881189179,1,0.460769767,0.802625702,0.771483672
0.543403331,0.773525066,0.753671234,0.509750164,0.771483672,0.700239666,0.558502627,1,0.753671234
0.558502627,0.753671234,0.669106187,0.655763279,0.800417827,0.753671234,0.621125513,0.890852246,0.623731064
0.549868467,0.669106187,0.753671234,0.5568429,1,0.753671234,0.460769767,0.669106187,0.753671234
0.327879909,0.835872644,0.623731064,1,0.753671234,0.503298175,0.465079797,0.881189179,0.835872644
0.695566577,0.835872644,0.771483672,0.735830207,0.881189179,0.753671234,0.519434382,0.753671234,0.753671234
0.666361255,0.684830813,0.773525066,0.58077395,0.835872644,0.960224871,0.536050265,0.881189179,0.684830813
0.563996612,0.669106187,0.669106187,0.359455353,0.835872644,0.726881098,0.584290167,0.881189179,0.771483672
0.525306322,0.669106187,0.771483672,0.364234479,0.773525066,0.835872644,0.584840254,0.753671234,0.753671234
0.519434382,0.881189179,0.669106187,0.509750164,0.835872644,0.61929124,0.526628747,0.753671234,0.566107559
0.695566577,1,0.771483672,0.543403331,0.738229555,0.726881098,0.276388073,0.753671234,0.771483672
0.457958926,0.915600728,0.753671234,0.411742532,0.753671234,0.876608978,0.544334595,0.773525066,1
0.519434382,0.890852246,0.669106187,0.28017612,1,0.835872644,0.508762243,0.771081148,0.771483672
0.501367592,0.881189179,0.558519063,0.520492635,0.753671234,0.738229555,0.440651485,0.890852246,0.584840254
1,0.726881098,0.771483672,0.5568429,0.800417827,0.5568429,0.511690768,0.835872644,0.835872644
0.740710433,0.753671234,0.753671234,0.5568429,0.622511209,0.835872644,0.443951468,0.753671234,0.773525066
0.658176446,0.881189179,1,0.510691902,0.643167154,0.738229555,0.584840254,1,0.771483672
0.510691902,0.890852246,0.771483672,0.735830207,0.881189179,0.876608978,0.345313102,0.753671234,0.753671234
0.558519063,0.773525066,0.753671234,0.54143386,0.835872644,1,1,0.915600728,0.801098893
0.658176446,0.669106187,0.753671234,0.735830207,0.881189179,0.835872644,0.443291872,0.881189179,0.74079781
0.519434382,0.881189179,0.669106187,0.545612616,0.835872644,0.802625702,0.494477151,0.771483672,0.771483672
0.530205893,0.771483672,0.669106187,0.526628747,0.771483672,0.753671234,0.36778983,0.835872644,0.771483672
0.547166932,1,0.503675184,0.512817138,0.915600728,1,0.411742532,0.753671234,0.74079781
0.463841086,0.835872644,0.753671234,0.885903887,0.753671234,0.835872644,0.575120625,0.669106187,0.378064355
0.373443035,0.835872644,0.753671234,0.519434382,0.773525066,0.771483672,0.510691902,0.771483672,0.773525066
0.460769767,0.669106187,0.771483672,0.666361255,0.881189179,0.753671234,0.438438438,0.753671234,1
0.564018291,0.753671234,1,0.258485029,0.881189179,1,0.565646212,0.881189179,0.657148292
0.584840254,0.881189179,0.669106187,0.584840254,0.669106187,0.771483672,0.463841086,1,0.74079781
0.510691902,0.881189179,0.773525066,0.510691902,0.753671234,0.797843311,0.633469632,0.835872644,0.771483672
0.651636485,1,0.773525066,0.5568429,0.881189179,0.753671234,0.735830207,0.753671234,0.498795556
0.584840254,0.835872644,0.771483672,0.5568429,0.881189179,0.813500422,0.470753983,0.915600728,0.835872644
0.423658215,0.835872644,0.753671234,0.392902052,0.753671234,0.771483672,0.510691902,0.773525066,0.753671234
0.555038403,0.881189179,0.584611403,0.452549008,0.669106187,0.669106187,0.411742532,0.738229555,0.753671234
0.506594115,0.881189179,0.753671234,0.584840254,0.669106187,0.650795277,0.526628747,0.800417827,0.771483672
0.545612616,0.753671234,0.876608978,0.584840254,0.753671234,0.753671234,0.731219301,1,0.753671234
0.712375115,0.773525066,0.753671234,0.666361255,0.742758007,0.741144614,1,1,0.753671234
0.364234479,0.773525066,0.771483672,0.496511317,0.684830813,0.650795277,0.538410355,0.753671234,1
0.503675184,1,0.778233264,0.513164882,0.669106187,0.753671234,0.509750164,0.773525066,0.753671234
0.683389603,0.753671234,0.684830813,0.535483739,0.669106187,0.771483672,0.651636485,0.881189179,0.771483672
0.545612616,0.881189179,0.753671234,0.545612616,0.881189179,0.813500422,0.503675184,0.771483672,0.771483672
0.519434382,0.753671234,0.623731064,0.460769767,0.915600728,0.771483672,0.526628747,0.669106187,0.669106187
0.538410355,0.771483672,0.753671234,0.545612616,0.835872644,0.465079797,0.497188055,1,0.657927206
0.391813378,0.881189179,0.753671234,0.519434382,0.915600728,0.773525066,1,0.881189179,0.576710491
0.651636485,0.771483672,0.773525066,0.511107602,1,0.669106187,0.651636485,0.749886533,0.773525066
0.584840254,0.773525066,0.771483672,0.510691902,0.684830813,0.835872644,0.644916116,0.753671234,0.771483672
0.695566577,0.753671234,0.800417827,0.553500741,0.724625136,0.650795277,0.510691902,0.753671234,0.835872644
0.344547971,0.669106187,0.803028278,0.510691902,0.638160028,0.753671234,0.633469632,0.669106187,0.753671234
0.392902052,0.773525066,0.771483672,0.411742532,0.753671234,1,0.633469632,0.881189179,0.657148292
0.584840254,1,0.718054345,0.524222786,1,0.525063591,0.499289864,0.753671234,0.559930409
0.545612616,0.835872644,0.753671234,0.678750913,0.881189179,0.771483672,0.460769767,0.753671234,0.773525066
0.447617162,0.684830813,0.773525066,0.695566577,0.669106187,0.835872644,0.364234479,0.773525066,0.835872644
0.535483739,0.738229555,0.771483672,0.5568429,0.753671234,0.771483672,0.490877858,0.800417827,0.771483672
0.5568429,0.753671234,0.753671234,0.667208221,0.647475926,0.771483672,0.396533074,0.753671234,1
0.530205893,0.753671234,0.771483672,0.565646212,0.835872644,0.835872644,0.678750913,0.835872644,0.753671234
0.443951468,1,0.771483672,0.478515133,0.753671234,0.753671234,0.530205893,0.741144614,0.753671234
0.735830207,0.669106187,0.669106187,0.695566577,1,0.753671234,0.651636485,0.771081148,0.800417827
0.510691902,0.771483672,0.623731064,0.525306322,0.753671234,0.773525066,0.512817138,0.753671234,0.771483672
0.614709197,0.753671234,0.666361255,0.524134399,0.881189179,0.771483672,0.558502627,0.669106187,0.753671234
0.555354732,0.881189179,0.526628747,0.518976541,0.771483672,0.753671234,0.735830207,0.835872644,0.835872644
0.469825207,0.881189179,0.472418936,0.387494862,0.622511209,0.753671234,0.651636485,0.718054345,0.684830813
0.651636485,0.753671234,0.835872644,0.543403331,0.753671234,0.753671234,0.510691902,0.890852246,0.74079781
0.510691902,0.753671234,0.74926704,0.695566577,0.881189179,0.835872644,0.666361255,1,0.738229555
