choice_sex,sweet_sex,bitter_sex,choice_wt,sweet_wt,bitter_wt,choice_learn,sweet_learn,bitter_learn
0.364813118,0.771483672,0.753671234,0.364234479,0.753671234,0.510691902,0.422496232,0.753671234,0.526628747
0.53367727,0.881189179,0.669106187,0.472095309,0.771483672,0.666361255,0.510691902,0.753671234,0.753671234
0.526628747,0.753671234,0.512817138,0.695566577,0.915600728,0.771483672,0.545099394,0.738229555,0.835872644
0.544334595,0.61929124,0.771483672,0.335298071,0.881189179,0.771483672,0.885903887,0.753671234,1
0.443951468,0.835872644,0.771483672,0.676159986,0.684830813,0.669106187,0.519434382,0.881189179,0.753671234
0.584840254,0.881189179,0.726881098,0.565646212,0.835872644,0.526628747,0.460769767,1,0.738229555
0.571529037,0.753671234,0.773525066,0.510691902,0.753671234,0.669106187,0.584840254,0.890852246,0.753671234
0.307898724,1,0.753671234,0.735830207,0.881189179,0.669106187,0.651636485,0.773525066,0.800417827
0.565646212,0.773525066,0.684830813,0.382297559,0.503298175,0.669106187,0.392902052,0.835872644,0.669106187
0.59526038,0.835872644,0.669106187,0.426703872,0.771483672,0.534717585,0.533821202,0.771483672,0.835872644
0.334726706,0.835872644,0.773525066,0.695566577,0.753671234,0.6735742,1,0.684830813,0.801098893
0.5568429,0.623731064,1,0.36778983,0.657148292,0.800417827,0.364234479,0.753671234,0.835872644
0.666361255,0.753671234,0.778233264,0.695566577,0.890852246,0.771483672,0.36778983,0.669106187,0.704025758
0.461995309,0.669106187,0.753671234,0.714068403,0.915600728,0.753671234,0.510691902,0.881189179,0.738229555
0.554647104,1,0.753671234,0.503675184,0.753671234,0.753671234,0.443951468,0.773525066,0.753671234
1,0.835872644,0.835872644,0.345313102,0.915600728,0.771483672,0.621125513,0.63452097,0.753671234
0.508762243,0.835872644,0.835872644,0.496511317,0.890852246,0.771483672,0.658176446,0.749886533,0.753671234
0.678750913,0.684830813,0.753671234,0.452126449,1,0.421833325,0.510691902,0.881189179,0.823718234
0.447520639,0.835872644,0.835872644,0.463841086,0.738229555,0.649173594,0.510691902,0.753671234,0.738229555
0.666361255,0.650795277,0.669106187,0.705639686,0.753671234,0.753671234,0.565646212,0.753671234,0.835872644
0.658176446,0.915600728,0.657927206,0.565646212,0.753671234,0.753671234,0.510691902,0.753671234,0.771483672
0.636967204,0.753671234,0.835872644,0.526628747,0.881189179,1,0.5568429,1,0.771483672
0.545612616,0.835872644,0.753671234,0.695566577,0.753671234,0.575512457,0.695566577,1,0.778233264
0.411742532,0.773525066,0.771483672,0.633469632,0.881189179,0.525063591,0.461995309,0.753671234,0.56226713
0.422496232,0.753671234,0.738229555,0.443291872,0.881189179,0.741144614,0.510691902,0.771483672,0.650795277
0.735830207,0.773525066,0.753671234,0.584840254,0.753671234,0.753671234,0.526628747,0.773525066,0.666361255
0.526628747,0.771483672,0.650795277,0.666361255,0.773525066,0.433181247,0.460769767,0.738229555,0.669106187
0.411742532,0.771483672,0.753671234,0.454378007,0.577612692,0.666361255,0.411742532,0.881189179,0.657148292
0.565646212,1,0.753671234,0.510691902,1,0.677355313,0.711012177,0.881189179,0.773525066
0.559524534,0.881189179,0.835872644,0.538410355,0.669106187,0.677355313,0.759547302,0.669106187,0.530343769
0.543403331,0.669106187,0.773525066,0.463841086,1,1,0.530205893,0.669106187,0.753671234
0.519434382,0.835872644,0.771483672,0.496957106,0.669106187,0.753671234,0.519434382,0.835872644,0.669106187
0.666361255,0.835872644,0.771483672,0.513164882,0.773525066,0.738229555,0.510691902,0.881189179,0.771483672
0.567403723,0.669106187,1,0.60230236,0.753671234,0.657927206,0.519434382,0.522479354,0.835872644
0.523364362,0.753671234,0.771483672,0.475238793,0.738229555,0.704025758,0.542839132,0.669106187,0.771483672
0.8278482,0.783781718,0.558519063,0.579686523,0.881189179,0.771483672,0.545099394,0.773525066,0.802625702
0.320982677,0.669106187,0.835872644,0.695566577,0.669106187,0.753671234,0.544334595,1,0.753671234
0.543403331,0.669106187,0.771483672,0.510691902,0.622511209,0.835872644,0.396712769,0.881189179,0.682331905
0.584840254,0.881189179,0.771483672,0.528042323,1,0.657927206,0.469825207,1,0.669106187
0.636967204,1,0.800417827,0.426703872,0.890852246,0.566107559,0.510691902,0.773525066,0.753671234
0.519434382,0.881189179,0.773525066,0.522076121,0.669106187,0.771483672,0.735830207,0.753671234,0.771483672
0.386492877,0.753671234,0.835872644,0.470753983,0.881189179,0.669106187,0.735830207,0.915600728,0.669106187
0.526628747,0.773525066,0.835872644,0.559524534,1,0.753671234,0.738229555,0.753671234,0.771483672
0.464825948,0.881189179,0.753671234,0.666361255,0.669106187,0.800417827,0.535483739,0.835872644,0.61929124
0.913312297,0.738229555,0.666361255,0.756083941,0.753671234,0.738229555,0.463841086,0.753671234,0.771483672
0.636967204,0.753671234,0.771483672,0.518823082,0.881189179,0.657148292,0.464825948,0.835872644,0.771483672
0.281555101,0.753671234,0.771483672,0.526628747,0.890852246,0.753671234,0.695566577,0.753671234,0.753671234
0.528042323,0.890852246,0.657148292,0.344547971,1,1,0.519434382,0.753671234,0.802625702
0.544334595,0.881189179,0.753671234,0.509750164,0.726881098,0.695566577,0.530205893,0.881189179,0.726881098
0.633469632,0.753671234,0.771483672,0.519434382,0.753671234,0.771483672,0.582835516,1,0.771483672
0.411742532,0.753671234,0.684830813,1,0.669106187,1,0.651636485,0.622511209,0.835872644
0.536638287,0.835872644,0.565646212,0.526628747,0.881189179,0.669106187,0.666361255,0.773525066,0.771483672
0.519434382,0.753671234,0.771483672,0.558502627,1,0.669106187,0.554647104,0.753671234,0.738229555
0.307898724,0.753671234,0.771483672,0.463841086,0.753671234,0.74079781,0.519434382,0.835872644,0.753671234
0.345313102,0.881189179,0.771483672,0.423658215,0.753671234,0.771483672,0.558502627,0.835872644,0.507468254
0.336926213,0.823718234,1,0.47282209,0.753671234,0.753671234,0.378023473,0.881189179,0.5568429
0.509750164,0.669106187,0.771483672,0.695566577,0.669106187,0.412986643,0.543403331,0.753671234,0.738229555
0.463841086,0.753671234,0.623731064,0.582894866,0.890852246,0.753671234,0.558502627,1,0.771483672
0.419155299,0.835872644,0.823718234,0.463841086,0.669106187,0.704025758,0.364234479,0.881189179,0.74926704
0.584840254,0.890852246,0.753671234,0.648733453,0.738229555,0.753671234,0.284957221,0.669106187,0.960224871
0.735830207,0.881189179,0.669106187,0.651636485,0.773525066,0.666361255,0.519434382,0.881189179,0.771483672
1,0.881189179,0.771483672,0.524425738,0.753671234,0.771483672,0.491949625,1,0.753671234
0.526628747,0.753671234,0.771483672,0.528042323,0.881189179,0.753671234,0.509750164,0.650795277,0.753671234
0.735830207,0.669106187,0.753671234,0.307898724,0.657148292,0.753671234,0.512817138,0.669106187,0.650795277
0.538410355,0.726881098,0.669106187,0.461785318,0.753671234,0.753671234,0.5568429,0.835872644,0.753671234
0.565646212,0.881189179,0.753671234,0.573003096,0.741144614,1,0.503298175,0.835872644,0.657927206
0.666361255,0.835872644,0.753671234,0.510691902,1,0.726881098,0.545099394,0.669106187,0.74079781
0.819288068,0.771483672,0.771483672,0.464825948,0.800417827,0.669106187,0.244337328,0.890852246,0.835872644
0.421833325,0.835872644,1,0.510691902,0.726881098,0.623731064,1,0.753671234,0.753671234
0.436598267,0.800417827,0.771483672,0.512817138,0.915600728,0.753671234,0.678255533,0.669106187,0.753671234
0.460769767,0.753671234,1,0.678750913,0.753671234,0.835872644,0.461995309,0.738229555,0.801098893
0.583383949,0.753671234,1,0.512817138,0.669106187,0.669106187,0.30431118,0.623731064,0.771483672
0.496511317,0.669106187,0.753671234,0.371119755,0.783781718,0.515223578,0.460769767,0.881189179,0.669106187
0.666361255,0.753671234,0.623731064,0.544334595,0.915600728,0.753671234,0.669942376,0.753671234,0.771483672
0.558502627,0.915600728,0.835872644,0.633209594,0.773525066,1,0.461785318,0.738229555,0.753671234
0.519434382,1,0.835872644,0.8278482,0.753671234,0.773525066,0.470753983,0.753671234,0.783218767
0.735830207,0.835872644,0.773525066,0.397618211,0.726881098,0.657148292,0.274989113,0.503675184,0.771483672
0.470753983,0.738229555,0.669106187,0.695566577,0.753671234,0.771483672,0.678750913,0.773525066,0.753671234
0.519434382,0.684830813,0.623731064,0.530205893,0.771483672,1,0.510691902,1,0.738229555
0.633469632,0.753671234,0.771483672,0.508762243,0.669106187,0.525063591,0.511107602,1,0.684830813
0.536638287,0.669106187,0.753671234,0.735830207,0.753671234,0.771483672,0.651636485,0.771483672,0.773525066
0.519434382,0.835872644,0.74079781,0.461785318,1,0.771483672,0.543134402,0.771483672,0.753671234
0.508762243,0.835872644,0.677355313,0.278624609,0.669106187,0.666361255,0.259396222,1,0.753671234
0.510691902,0.753671234,0.835872644,0.695566577,0.753671234,0.664248818,0.35782636,0.771483672,0.771483672
0.307898724,0.753671234,0.771483672,0.519434382,0.753671234,0.744374862,0.519221246,0.835872644,0.753671234
0.759547302,0.753671234,0.835872644,0.524222786,0.773525066,0.800417827,0.519434382,0.771483672,0.771483672
0.695566577,0.753671234,0.669106187,0.554647104,0.881189179,0.753671234,0.587034284,0.881189179,0.771483672
0.364234479,0.881189179,0.771483672,0.463841086,0.773525066,0.753671234,0.480623518,0.800417827,0.669106187
0.6735742,0.753671234,0.82786617,0.735830207,0.773525066,0.753671234,0.36778983,0.800417827,0.771483672
0.401832079,0.881189179,0.666361255,0.357296627,0.669106187,0.669106187,0.345313102,0.753671234,0.771483672
0.585085028,0.669106187,0.76453943,0.695566577,0.622511209,0.800417827,0.666361255,0.753671234,0.753671234
0.461785318,0.669106187,0.63452097,0.509750164,0.726881098,0.753671234,0.411742532,0.835872644,0.753671234
0.512817138,0.669106187,0.753671234,0.519434382,0.753671234,0.783218767,0.669106187,0.835872644,0.835872644
0.520492635,0.753671234,0.835872644,0.512817138,0.835872644,0.835872644,0.545612616,0.753671234,1
0.536354871,0.835872644,0.771483672,0.538410355,0.669106187,0.800417827,0.460769767,0.835872644,0.753671234
0.519434382,1,0.771483672,0.461785318,0.753671234,0.669106187,0.521922691,0.753671234,0.773525066
1,0.773525066,0.753671234,0.885903887,0.773525066,0.582595525,0.558502627,0.753671234,0.753671234
0.666361255,0.726881098,0.753671234,0.543134402,0.753671234,0.650795277,0.651636485,0.915600728,0.669106187
0.344547971,1,0.771483672,0.510691902,0.881189179,0.771483672,0.629437131,0.669106187,0.753671234
0.578555604,0.773525066,0.753671234,1,0.800417827,0.753671234,0.464180446,0.773525066,0.684830813
0.511690768,0.669106187,0.62006912,0.535483739,0.741144614,0.510691902,0.499880279,1,0.6735742
0.453526644,0.753671234,1,0.759547302,0.881189179,0.835872644,0.658176446,0.669106187,0.771483672
0.558502627,0.753671234,0.773525066,0.490877858,0.738229555,0.674157901,0.496511317,0.753671234,0.771483672
0.683389603,0.753671234,0.726881098,0.695566577,0.753671234,0.771483672,0.470753983,0.669106187,0.684830813
0.633469632,0.753671234,0.771483672,0.470753983,0.738229555,0.463841086,1,0.753671234,0.753671234
0.470753983,0.773525066,0.771483672,0.519434382,0.881189179,0.657927206,0.665138808,0.890852246,0.771483672
0.666361255,0.753671234,0.39015284,0.735830207,0.669106187,0.666361255,0.394326486,0.771483672,0.753671234
0.8278482,0.881189179,0.753671234,0.735830207,0.669106187,0.835872644,0.545099394,1,0.753671234
0.464180446,0.881189179,0.771483672,0.36778983,0.463841086,0.835872644,0.532535999,0.773525066,0.753671234
0.519434382,0.723693864,0.835872644,0.476817787,0.669106187,0.771483672,0.422496232,0.741144614,0.63452097
0.343325834,0.753671234,0.771483672,0.695566577,0.773525066,0.669106187,0.465079797,0.753671234,0.771483672
0.307898724,0.890852246,0.738229555,0.36778983,0.835872644,0.835872644,0.315716893,1,0.753671234
0.636967204,0.669106187,0.669106187,0.669942376,0.753671234,0.677355313,0.676159986,1,0.773525066
0.443951468,0.835872644,0.835872644,0.510691902,0.753671234,0.753671234,0.642882008,0.753671234,0.666361255
0.545612616,0.753671234,0.61929124,0.545889404,0.835872644,0.753671234,0.509750164,0.753671234,0.771483672
0.422496232,0.669106187,0.771483672,0.666361255,0.753671234,0.771483672,0.666361255,1,0.753671234
0.575122142,0.835872644,0.753671234,0.545612616,0.753671234,0.677355313,0.519434382,0.669106187,0.753671234
0.424440753,0.753671234,0.771483672,0.8278482,0.738229555,0.835872644,0.524134399,0.684830813,0.657927206
0.666361255,0.684830813,0.835872644,0.535483739,0.669106187,0.677355313,0.307898724,0.738229555,0.669106187
0.426703872,0.669106187,0.684830813,0.538410355,0.669106187,0.526628747,0.470753983,0.669106187,0.753671234
0.508762243,0.753671234,0.771483672,0.400846727,0.684830813,0.669106187,0.735830207,0.835872644,1
0.348926135,0.773525066,0.771483672,0.885903887,0.881189179,0.669106187,0.885903887,0.753671234,0.823718234
1,0.881189179,0.753671234,0.607107435,0.753671234,0.835872644,0.4966588,0.669106187,0.771483672
0.622545369,0.753671234,0.669106187,0.528042323,0.835872644,0.463841086,0.344547971,0.726881098,0.684830813
0.522076121,0.881189179,0.345430127,0.633469632,0.726881098,0.801098893,0.463841086,0.669106187,0.753671234
0.522329613,0.669106187,0.771483672,0.558502627,0.738229555,0.835872644,1,1,0.669106187
0.519434382,1,0.657148292,0.322181927,0.753671234,0.744374862,0.759547302,0.890852246,0.835872644
0.487276134,0.881189179,0.657148292,0.530205893,0.800417827,0.771483672,0.470753983,0.669106187,0.771483672
0.6735742,0.650795277,0.753671234,0.436558338,0.669106187,0.835872644,1,0.881189179,0.704025758
0.63985665,0.773525066,0.56226713,0.443951468,1,0.835872644,0.416843231,0.835872644,0.753671234
0.5568429,0.753671234,0.835872644,0.6735742,0.753671234,0.771483672,0.519434382,0.753671234,0.753671234
0.695566577,0.773525066,0.771483672,0.45093542,0.844530182,0.753671234,0.695566577,0.623731064,0.835872644
0.462480127,0.738229555,0.771483672,0.695566577,1,0.657148292,0.584840254,0.881189179,0.771483672
0.658176446,0.684830813,0.669106187,0.526628747,0.773525066,0.771483672,0.336872912,0.726881098,1
0.348926135,0.753671234,0.753671234,0.510691902,0.835872644,0.753671234,0.519434382,0.753671234,0.771483672
0.519434382,0.684830813,0.835872644,1,0.669106187,0.771483672,0.510691902,0.835872644,0.835872644
0.715382483,0.753671234,0.753671234,0.307898724,0.753671234,0.753671234,0.526628747,0.771483672,0.835872644
0.630652083,0.771483672,0.753671234,0.635269508,0.753671234,0.738229555,0.592220776,0.738229555,0.835872644
0.519434382,0.773525066,0.771483672,0.592044707,0.669106187,0.778233264,0.510691902,0.881189179,0.771483672
0.683389603,0.669106187,0.771483672,0.549868467,0.773525066,0.835872644,0.584840254,0.753671234,0.5568429
0.519221246,0.835872644,0.771483672,0.334726706,0.669106187,0.669106187,0.666361255,0.835872644,0.753671234
0.394326486,0.753671234,0.773525066,0.536638287,0.773525066,0.738229555,0.654635861,1,0.669106187
0.510691902,0.753671234,0.771483672,0.666361255,0.835872644,0.771483672,0.584840254,0.753671234,0.771483672
0.666361255,0.753671234,0.753671234,0.695566577,1,0.753671234,0.519434382,0.669106187,0.801098893
0.519434382,0.915600728,0.753671234,0.695566577,1,0.753671234,0.666361255,1,0.771483672
0.461995309,0.881189179,0.835872644,0.543403331,0.881189179,0.726881098,0.519434382,0.753671234,0.771483672
0.545099394,0.773525066,0.771483672,0.461785318,0.890852246,0.694228911,0.584840254,0.773525066,1
0.498262884,0.835872644,0.738229555,0.5568429,0.753671234,0.771483672,0.633469632,0.881189179,0.753671234
0.391813378,0.753671234,0.960224871,0.666361255,0.881189179,0.771483672,0.658176446,1,0.753671234
0.684830813,0.753671234,1,0.525575622,0.753671234,0.835872644,0.519434382,0.771483672,0.753671234
0.470753983,0.771483672,0.669106187,0.496511317,0.881189179,0.771483672,0.510691902,0.753671234,0.771483672
0.695566577,0.835872644,0.773525066,0.677645331,0.753671234,0.738229555,0.635269508,0.771483672,0.960224871
0.8278482,0.915600728,0.669106187,0.695566577,0.881189179,0.771483672,0.461995309,0.753671234,0.657148292
0.460769767,0.835872644,0.726881098,0.666361255,0.753671234,0.801098893,0.538410355,0.684830813,1
0.759547302,0.890852246,0.771483672,0.695566577,0.881189179,0.778233264,0.480101194,0.773525066,0.771483672
0.512817138,0.669106187,0.771483672,0.463841086,0.800417827,0.771483672,0.372896254,0.773525066,0.771483672
0.499848,0.753671234,0.835872644,0.503675184,0.915600728,0.753671234,0.624330605,0.753671234,0.666361255
0.479424714,0.771483672,0.753671234,0.564060125,1,0.559930409,0.5568429,0.753671234,0.771483672
0.678750913,0.669106187,0.835872644,0.590459125,0.835872644,0.835872644,0.511690768,0.835872644,0.771483672
0.53367727,0.881189179,0.771483672,1,0.753671234,0.753671234,0.509750164,1,0.835872644
0.519434382,0.753671234,0.771483672,0.651636485,0.753671234,0.771483672,0.558502627,0.684830813,0.669106187
0.735830207,0.881189179,0.771483672,0.636967204,0.881189179,0.753671234,0.59526038,0.771483672,0.753671234
0.307898724,0.881189179,0.835872644,0.558502627,1,0.771483672,0.5568429,1,0.771483672
0.735830207,0.773525066,0.835872644,0.519221246,0.800417827,0.753671234,0.651636485,0.915600728,0.771483672
0.512817138,0.773525066,0.771483672,0.666361255,1,0.771483672,0.683389603,0.753671234,0.771483672
0.653587736,0.881189179,0.657148292,0.411742532,0.684830813,0.753671234,0.578555604,0.650795277,0.684830813
0.543403331,0.771483672,0.684830813,0.510889237,0.835872644,0.823718234,0.563996612,0.753671234,0.835872644
0.436558338,0.753671234,0.835872644,1,1,0.56226713,1,0.835872644,0.771483672
0.470753983,0.890852246,0.753671234,0.320508432,0.753671234,0.684830813,0.359590463,0.753671234,0.835872644
0.666361255,0.881189179,0.472418936,0.30431118,0.669106187,0.771483672,0.530205893,0.753671234,0.835872644
0.36778983,0.773525066,0.773525066,0.5568429,0.773525066,0.835872644,0.470753983,0.753671234,0.835872644
0.509750164,0.881189179,0.773525066,0.37872766,0.753671234,0.738229555,0.525575622,0.753671234,0.753671234
0.587034284,0.753671234,0.669106187,0.651636485,0.684830813,0.623731064,0.443951468,0.881189179,0.771483672
0.523632196,0.753671234,0.771483672,0.540488239,1,1,0.519434382,1,0.6735742
0.495494619,0.915600728,0.753671234,0.498492593,0.835872644,0.802625702,0.470753983,1,0.753671234
0.519434382,0.753671234,0.771483672,0.519434382,0.638160028,0.623731064,0.460769767,0.771483672,0.753671234
0.735830207,0.753671234,0.835872644,0.510691902,0.669106187,0.753671234,0.695566577,0.881189179,0.677355313
0.585085028,0.753671234,0.753671234,1,0.669106187,0.666361255,0.530205893,1,0.835872644
0.480623518,0.881189179,0.801098893,0.544334595,0.669106187,0.677355313,0.637728779,0.753671234,0.657148292
0.519434382,1,0.753671234,0.695566577,0.890852246,1,0.695566577,0.881189179,0.753671234
0.470753983,0.881189179,0.771483672,0.636967204,0.881189179,0.835872644,0.543403331,0.753671234,0.835872644
0.695566577,1,0.771483672,0.36778983,0.742758007,0.753671234,0.669106187,0.753671234,0.753671234
0.526628747,0.753671234,0.753671234,0.666361255,0.640918332,0.753671234,0.470753983,0.771483672,0.753671234
1,0.753671234,0.664248818,1,1,1,0.559524534,1,0.753671234
0.287249206,1,0.625917237,0.544334595,0.753671234,0.510691902,0.538410355,0.773525066,0.74926704
0.695566577,0.890852246,0.753671234,0.523189411,0.726881098,0.773525066,0.735830207,0.753671234,0.753671234
0.519434382,0.773525066,0.669106187,0.814179615,0.844530182,0.666361255,0.530205893,0.835872644,0.771483672
0.337007081,0.771483672,0.771483672,0.554647104,1,0.753671234,0.346726087,0.881189179,0.835872644
0.354904667,0.881189179,0.835872644,0.471536158,0.669106187,0.666361255,0.510691902,0.753671234,0.669106187
0.543134402,0.753671234,0.684830813,0.651636485,0.915600728,0.771483672,0.651636485,0.669106187,0.753671234
0.461995309,0.881189179,0.835872644,0.891995377,0.835872644,0.559930409,0.695566577,0.773525066,0.773525066
0.678750913,0.881189179,0.835872644,0.451964004,0.684830813,0.753671234,0.536638287,1,0.540387744
0.519434382,0.741144614,1,0.519221246,0.684830813,0.813500422,0.510691902,0.753671234,0.800417827
0.5568429,0.650795277,0.771483672,0.463841086,1,0.835872644,0.510691902,1,0.835872644
0.695566577,0.753671234,0.753671234,0.523924529,0.753671234,0.753671234,0.658176446,0.753671234,0.753671234
0.565646212,0.771483672,0.584840254,0.464180446,0.835872644,0.823718234,0.526628747,1,0.771483672
0.555038403,0.726881098,0.771483672,0.5568429,0.522479354,0.771483672,0.558502627,0.753671234,0.771483672
0.519434382,0.669106187,1,0.530205893,0.753671234,0.738229555,0.526628747,0.890852246,0.738229555
0.530205893,0.771483672,0.773525066,0.470753983,0.669106187,0.773525066,0.470753983,0.738229555,0.771483672
0.475238793,0.753671234,0.771483672,0.510691902,1,0.771483672,0.558502627,1,0.773525066
0.508762243,0.753671234,0.677355313,0.545612616,0.753671234,0.657148292,0.461995309,0.915600728,0.771483672
0.526628747,0.773525066,0.753671234,1,0.835872644,0.753671234,0.461785318,0.753671234,0.753671234
0.510954611,0.753671234,0.753671234,0.735830207,0.835872644,0.753671234,0.511690768,0.753671234,0.669106187
0.307898724,0.753671234,0.753671234,0.913312297,0.835872644,1,0.402504751,0.753671234,1
0.584840254,1,0.753671234,0.8278482,0.726881098,0.773525066,0.470753983,0.684830813,0.778233264
0.337007081,0.773525066,0.753671234,0.509750164,0.753671234,0.801098893,0.564018291,0.951120066,0.771483672
0.695566577,0.669106187,0.753671234,0.509750164,0.726881098,1,0.519434382,0.835872644,0.753671234
0.543403331,0.835872644,0.771483672,0.666361255,0.753671234,0.753671234,0.735830207,0.753671234,0.753671234
0.759547302,0.835872644,0.753671234,0.666361255,1,0.623731064,0.510691902,1,1
0.59526038,0.915600728,0.753671234,0.458007862,0.881189179,0.771483672,0.695566577,0.669106187,0.773525066
0.584840254,0.881189179,0.771483672,0.392902052,0.67959928,0.657927206,0.651636485,0.753671234,0.753671234
0.510691902,0.753671234,0.771483672,0.461785318,0.726881098,0.835872644,0.522076121,0.881189179,0.74926704
0.678750913,0.753671234,0.771483672,0.890852246,0.753671234,0.74926704,0.519434382,0.915600728,0.657148292
0.545612616,0.753671234,0.771483672,0.59526038,0.753671234,0.753671234,0.575122142,0.753671234,0.783218767
0.510691902,0.881189179,0.876608978,0.543403331,0.753671234,0.560784163,0.470753983,0.753671234,0.771483672
0.355458889,0.753671234,0.771483672,0.504094509,0.669106187,0.669106187,0.496511317,0.917128654,0.771483672
0.886029885,0.726881098,0.773525066,0.629437131,0.726881098,0.835872644,0.558502627,0.890852246,0.801098893
0.496511317,0.771483672,0.753671234,0.452549008,0.881189179,0.771483672,0.542799602,0.753671234,1
0.378773501,1,0.753671234,0.666361255,0.915600728,0.771483672,0.436558338,0.753671234,1
0.463841086,0.890852246,0.771483672,0.519434382,0.771483672,0.503675184,0.544334595,0.881189179,0.650795277
0.463658771,0.753671234,0.5568429,0.510691902,0.753671234,0.669106187,0.8278482,0.753671234,0.773525066
0.519221246,0.753671234,0.823718234,0.633469632,0.669106187,0.669106187,0.695566577,0.835872644,0.771483672
0.5568429,0.835872644,0.63452097,0.633469632,0.753671234,0.835872644,0.53353429,1,0.771483672
0.519434382,0.890852246,0.835872644,0.690712921,0.669106187,0.771483672,0.519434382,0.753671234,0.753671234
0.510691902,0.669106187,0.753671234,0.555354732,0.835872644,0.684830813,0.544334595,0.881189179,0.771483672
0.526561897,1,0.584840254,0.464825948,0.753671234,0.835872644,0.485713445,0.881189179,0.650795277
0.526628747,0.771483672,0.835872644,0.666361255,0.726881098,0.771483672,0.558502627,0.881189179,0.753671234
0.666361255,0.669106187,0.657148292,0.533178189,0.753671234,0.503675184,0.510691902,0.753671234,0.753671234
0.434298153,0.753671234,0.771483672,0.587034284,0.684830813,0.783218767,0.426703872,0.684830813,0.584840254
0.519434382,0.835872644,0.773525066,0.678750913,0.881189179,0.835872644,0.636967204,0.753671234,1
0.497188055,0.650795277,0.823718234,0.327879909,0.890852246,0.771483672,0.461785318,0.753671234,0.778233264
1,0.771483672,0.835872644,0.481787244,0.669106187,0.623731064,0.324300213,0.881189179,0.771483672
0.519434382,0.773525066,0.794937686,0.542120911,0.835872644,0.753671234,0.510691902,0.753671234,0.753671234
0.711012177,0.753671234,0.771483672,0.545612616,0.684830813,0.678953259,0.585085028,0.669106187,0.38879253
0.544334595,0.917128654,0.67959928,0.558502627,0.915600728,0.669106187,0.519434382,0.669106187,0.771483672
0.666361255,0.723693864,1,0.427816006,0.881189179,0.753671234,0.726251305,0.753671234,0.771483672
0.496511317,0.67959928,0.771483672,0.545612616,0.835872644,0.835872644,0.8278482,0.753671234,0.771483672
