1.000000000000000000e+00,3.044030537907423395e-01,1.691785097307244579e-01,1.662558990712736939e-01,1.808589397788429309e-01,1.230120698707442561e-01,2.927534733224096408e-01,2.724199407611621604e-01,1.649136078199115452e-01,1.356248513592006599e-01,1.207249284004117962e-01,1.348637398809414412e-01,1.226185595434646086e-01,1.121917833616729587e-01,1.260195344296844711e-01,1.426736067050629608e-01,1.409954683037482892e-01,1.858342618927239231e-01,7.390615197474126319e-02,1.254905424706824757e-01,1.995341190272447163e-01,2.011782410127057885e-01,9.425121472244026022e-02,7.793904048270904050e-02,1.490259093934642454e-01,1.662537842515869613e-01,1.251455651602088048e-01,1.135988933889373470e-01
3.044030537907423395e-01,1.000000000000000000e+00,1.412633125133738177e-01,1.472951062885598517e-01,1.585289440027141949e-01,1.058418873062538790e-01,2.672776158126773938e-01,3.028218172632963778e-01,1.317398856633269499e-01,1.286780575167076612e-01,8.834992870819995125e-02,1.104052556002602242e-01,8.647196473616335088e-02,8.496065909174926878e-02,7.881927541694280781e-02,9.671767068476025409e-02,9.381892522991305827e-02,1.215595358114786723e-01,5.547677353295641517e-02,1.204624641271442032e-01,1.292438587329839128e-01,1.979057799335138812e-01,3.496693344345493115e-02,4.614035182019179948e-02,1.347155873055193021e-01,1.566964289960729173e-01,9.468974965772999908e-02,8.298935601104334703e-02
1.691785097307244579e-01,1.412633125133738177e-01,1.000000000000000000e+00,5.624762594240666491e-01,1.811156014469759712e-01,1.253739754901269654e-01,2.107395830293629646e-01,1.847589165847751125e-01,3.446961419345129229e-01,3.116990623321078124e-01,2.040870523666912795e-01,2.279764924984962748e-01,1.967066142284410457e-01,2.319600933953691879e-01,1.740281085488588064e-01,2.074880600356313054e-01,4.771017318335946111e-01,4.914511221176784961e-01,1.273163231292357700e-01,2.491121560451409478e-01,2.675428182841264046e-01,2.176610959572221338e-01,3.152301832416969374e-01,2.683409872812745900e-01,2.463381001403104897e-01,2.334557034812390075e-01,3.529409465298170567e-01,3.638555406999123831e-01
1.662558990712736939e-01,1.472951062885598517e-01,5.624762594240666491e-01,1.000000000000000000e+00,1.738862387277819166e-01,9.610727757769277346e-02,2.014483278305007619e-01,1.806403605142887780e-01,3.180181729721650585e-01,3.236053831602639375e-01,1.717333672438087766e-01,2.024798561198408453e-01,1.865806047489621811e-01,1.926707444766757038e-01,1.365398028091352745e-01,1.707279847785479199e-01,3.728507291716454120e-01,4.128255052871538378e-01,1.413764970242754604e-01,2.946855135846760398e-01,2.191962719611536548e-01,2.190845325047986736e-01,2.633801015265257450e-01,2.427903486646147413e-01,2.168918850502711826e-01,2.024641534025750922e-01,3.230722037125074442e-01,3.529590774518145402e-01
1.808589397788429309e-01,1.585289440027141949e-01,1.811156014469759712e-01,1.738862387277819166e-01,1.000000000000000000e+00,2.358805570141460362e-01,2.952670399887429298e-01,2.600840573769654385e-01,1.872600172255796391e-01,1.495352123002112454e-01,2.043197949319982831e-01,2.061320905955411065e-01,2.029277766959675933e-01,1.621033516729928903e-01,2.910717207832516085e-01,2.531098323170348774e-01,1.450165721194697221e-01,1.656083035002537951e-01,7.017510673645441233e-02,1.317538778405586974e-01,1.578590800959270568e-01,1.271335160061372038e-01,7.520402801243765423e-02,7.287958812313428958e-02,1.872314241265308765e-01,2.117684604792069158e-01,2.104719702679696547e-01,1.694802744661722815e-01
1.230120698707442561e-01,1.058418873062538790e-01,1.253739754901269654e-01,9.610727757769277346e-02,2.358805570141460362e-01,1.000000000000000000e+00,1.668028619793153755e-01,1.541979956065566981e-01,1.525913574316951904e-01,1.406156765036758183e-01,3.900827999999451623e-01,3.719146875450726197e-01,1.832568261452910130e-01,1.955870673364191459e-01,2.170814091174032567e-01,2.301721508742997913e-01,1.183746494217269574e-01,1.530348974995894284e-01,4.777283022437332771e-02,8.525530797268633665e-02,1.359579455865722597e-01,1.109304744894008266e-01,7.636103544831748802e-02,5.130854589236605312e-02,1.298532875761684302e-01,1.677029471797219506e-01,8.107587689626608030e-02,7.804627825933699303e-02
2.927534733224096408e-01,2.672776158126773938e-01,2.107395830293629646e-01,2.014483278305007619e-01,2.952670399887429298e-01,1.668028619793153755e-01,1.000000000000000000e+00,5.030392969996893004e-01,2.517639344781243405e-01,2.081307649453083275e-01,1.609435728332814786e-01,2.000101271533705760e-01,1.489072047668820731e-01,1.564912581506786582e-01,1.855387802450412515e-01,1.936388188433607882e-01,1.762204362277990932e-01,2.234422860518861520e-01,1.079788766862029015e-01,1.869654383617393723e-01,2.573536665549419622e-01,2.512547687434738553e-01,1.375222103385494998e-01,1.097336319161060086e-01,2.233285410970798357e-01,2.857382256843718493e-01,2.021868567611312117e-01,1.762669653265103720e-01
2.724199407611621604e-01,3.028218172632963778e-01,1.847589165847751125e-01,1.806403605142887780e-01,2.600840573769654385e-01,1.541979956065566981e-01,5.030392969996893004e-01,1.000000000000000000e+00,2.096082490261408082e-01,1.650919233979543377e-01,1.382487336447764392e-01,1.701053818570935072e-01,1.358289522760451618e-01,1.439236111848776201e-01,1.760179422665413551e-01,1.844897084253493413e-01,1.216578189449579323e-01,1.926665089879169013e-01,9.096846910866909774e-02,1.613135818172200253e-01,2.253968147411736234e-01,2.661846484965331716e-01,8.617178434543054655e-02,9.268682703493827391e-02,1.933924509527553404e-01,2.409543649985451397e-01,1.651643162327860737e-01,1.467579281244611455e-01
1.649136078199115452e-01,1.317398856633269499e-01,3.446961419345129229e-01,3.180181729721650585e-01,1.872600172255796391e-01,1.525913574316951904e-01,2.517639344781243405e-01,2.096082490261408082e-01,1.000000000000000000e+00,4.568674152833568369e-01,2.154950167680463602e-01,2.445729173422485636e-01,1.969731417018516506e-01,2.352504827084088146e-01,1.416550712562457126e-01,1.926217933243755120e-01,3.418199881189369904e-01,4.084483969190846331e-01,8.015106356937198862e-02,2.132431764209820613e-01,2.589458203182077312e-01,2.601414101533968681e-01,2.855251595167274115e-01,2.639814340931598280e-01,3.570341904054230020e-01,3.708731831440514881e-01,2.724419493347318699e-01,2.989405457598333093e-01
1.356248513592006599e-01,1.286780575167076612e-01,3.116990623321078124e-01,3.236053831602639375e-01,1.495352123002112454e-01,1.406156765036758183e-01,2.081307649453083275e-01,1.650919233979543377e-01,4.568674152833568369e-01,1.000000000000000000e+00,1.994640301548759043e-01,2.119286691466133188e-01,1.855176919992255202e-01,2.171169077955085458e-01,1.241282494657395680e-01,1.831872903419987930e-01,2.690228468603130807e-01,3.183417033396179208e-01,9.774228928288260232e-02,1.966782016501301411e-01,1.984707861887479718e-01,2.042943250283476841e-01,2.212833172467764120e-01,2.286515159038632339e-01,2.900521476770994145e-01,2.997845213662744812e-01,2.487747425715480798e-01,2.960707115061534389e-01
