75.20075161	110.7237283	90.18095656	76.5203812	123.45875819999999	70.51852991	157.3350619	-63.02352571	22.36164262	29.59025225	96.18436199	28.46244216	21.326580899999996	67.16438051	120.45152009999998	-31.77547141	-13.42782642	66.97625123	95.05654683	102.3593679	-26.13080829	191.5251176	4.7666182169999995	46.19189599	162.70372350000002	60.98577448	125.16024750000001	88.44889769	49.41005936	24.84438611	64.88635785	56.29664626	97.26875809	59.26489063	57.10505782	75.24224433	86.07199138	-37.41988320000001	114.6283598	-29.03758056	-133.2392232	203.5310746	194.62073600000002	20.210566699999998	44.80774837	25.96208455	-24.98452039	182.4042014
9.476169644	-59.21560486	-8.863380532	44.33933186	54.88262443	-12.12066206	3.040850438	183.9665283	159.12160590000002	23.78149643	51.06919126	42.26019196	50.92675477	26.73181358	59.39732959	63.18356672	66.79696598	87.98083328	8.349077701	-25.46874709	12.08819467	64.57252893	69.06389272	9.028346426	49.78070408	56.93716388	40.59260199	-10.57355153	63.10570599	37.80693838	9.117317157999999	67.88515091	-2.314573002	-21.11436983	29.41406089	47.66983062	30.06897351	165.5486043	85.78677873	-6.919117043	100.65526750000001	69.65183608	20.54686628	-60.36225896	-10.32537472	23.44343015	-6.603896268	42.91389028
-176.04962719999997	-208.9056487	-50.18165243	-55.41583697	102.98907	37.21471474	76.22143952	100.0637563	101.1411977	28.52299762	-30.59329278	53.54372451	-197.08556399999998	-39.74689207	-89.83691903	-65.53070303	-16.77334801	84.5502556	-4.259711936	5.330231051	-33.49485224	-275.5001816	-72.86888029	-46.35166163	2.828067895	-45.07078348	-32.78491955	-69.43986961	-42.09781782	-47.46835861	-31.88478133	-47.35280616	-55.97125742	-48.47337194	-10.24596174	-31.79914093	-35.55231058	122.22183970000002	6.301372154	8.256412528	-279.26101869999997	-153.02563940000002	-37.01084082	-185.626142	-174.90337409999998	53.4318491	-89.84964894	9.62817618
-46.76193411	2.514899878	11.71195704	-88.26922216	30.74279416	-65.62803864	0.20492279010000003	0.1230104689	-18.30591794	2.3684029730000002	-15.24647349	33.90246131	59.77209883	-41.94933488	-53.96580084	-50.70165541	-35.28504036	4.594368176000001	-16.18276849	12.93947813	-94.40537462	-81.73743854	73.39724518	-97.48244434	-51.29940057	-85.68095616	-105.59141029999999	-76.29061808	-102.0176037	-147.3662194	-81.72855026	-66.60193237	-34.30755074	-9.72664419	-61.48993551	-99.52105154	-109.7063355	10.01222943	74.55775862	-21.74382932	230.8228804	-110.9817152	26.02877141	23.70486973	11.6709523	87.61249962	-16.52630039	59.65395757
-505.19415599999996	-464.2315603	-293.5860499	-102.8268478	149.1121028	61.39017998	152.7978531	-126.3676287	-12.0285011	-102.33251740000001	-11.61800384	109.5442184	-180.289696	-199.9253023	95.73800897	54.31849451	30.67982322	89.27064519	-30.45855817	106.2780247	0.9044479885	-702.3647139999999	-41.84573081	-9.119313615	-25.9943266	-47.63480463	-77.13385879	-76.09539868	46.00713004	-28.77673883	20.90999697	39.71893548	-62.94845538	-19.10168396	11.51638961	44.30519846	-19.25298783	60.19328268	-321.4274916	-250.79846650000002	-555.2055237000001	-279.0861415	-452.25699289999994	-393.9570365	-474.53677580000004	22.1791603	-106.19457209999999	-159.0478681
-3.206510751	27.7365691	24.03668046	59.21756024	195.5886059	-18.83074007	156.16948630000002	112.42925840000001	146.0726583	33.9228266	175.80973459999998	75.94767869	153.04210890000002	9.43068278	118.70396720000001	56.25486044	69.4151033	96.66678945	98.54385834	59.51556332	82.1296838	49.89791312	79.90307696	38.93338406	87.8231436	26.27024421	33.05643395	-32.018171	3.970012966	82.42453837	56.77592812	58.77849071	64.03436692	79.06944737	48.86873314	43.65808666	105.5599818	216.62496780000004	-57.55851211	-145.78224840000001	90.14444797	31.27307094	32.65729868	31.95112948	50.08140928	103.2968856	80.6038746	190.6169983
-16.97329797	28.15591778	-9.580871014	-1.0717377540000002	113.98938030000001	28.79643037	88.33220852	69.93511453	130.5241156	27.62614833	-61.50163895	6.329521447	-17.400463000000002	-11.5223175	-35.34806423	-165.32451	-155.44003030000002	-28.66547942	-7.555879608	-16.31800543	-4.526174625	-83.21053087	3.210302576	1.162937922	23.70324793	-13.72699442	13.50405342	28.72381577	20.64615817	-61.03557981	-18.87701571	-78.3352588	42.05337106	2.202575443	-85.30651921	-77.15904522	-90.44645213	119.818832	28.49951432	-1.3163604340000001	69.59584979	-33.40701817	-185.54538459999998	27.01286994	44.27295392	55.61678592	-6.741734735	-49.54427356
-215.52914730000003	-282.34596760000005	-163.3843945	-38.5673743	29.08180948	58.39474653	30.02862652	13.74587668	6.659706919	-28.02101719	-76.09717942	-5.350184393	-14.70738484	-78.47428899	17.5404093	-3.864047055	9.656336753	21.28176961	-53.35166593	-5.052578283	-12.89224333	-230.9826909	-165.503778	-92.90984089	-86.77651432	-26.98262642	-66.19549098	-39.99338324	13.10055891	-18.33029741	1.8591325619999999	1.310940669	-77.37859549	-14.5746511	1.10643777	-19.56723824	-46.84121062	55.55725124	-261.2894386	-195.1593429	-149.02143830000003	-83.61210506	-179.46555949999998	-214.2280716	-208.0506238	-57.93213147	-128.013123	-117.15349450000001
42.49824083	86.16480189	22.34975873	-19.12069032	33.23164026	14.06522957	-0.002080392379	60.55868708	92.60311025	37.87123225	64.29654806	30.81640835	-44.65689663	7.94005101	133.80315919999998	102.91414040000001	113.48657859999999	113.0691743	16.87176877	-28.76878638	27.00299576	64.64432152	120.2428182	7.7876745629999995	9.402094713	31.71493575	32.38267199	18.26263752	7.88989066	-37.14735516	-25.84046892	-18.44756263	-16.09865175	-23.40292509	-62.21298094	-23.45834619	30.98007342	139.4847263	205.5644127	84.54396648	16.02701555	12.73055479	112.0116858	36.51446374	129.7584977	115.1254462	21.23747045	146.2708221
-198.32657460000001	-150.7408485	-71.53044603	-77.09364874	-13.12987637	-62.37536173	17.87064458	-87.12539906	44.51618825	42.18681577	41.89572522	6.7991204	-91.32924799	-69.93691155	160.5293329	74.64573812	-8.188133899	-45.4281434	16.71519613	6.858117909	73.21147585	-54.45268985	17.11011069	42.47330552	18.35701643	1.617640807	-2.41332692	18.78727554	-53.34226085	55.27116526	28.41308846	77.48835451	-5.164542987	-6.696775687000001	41.37853561	82.77096791	126.27764679999999	134.93651450000002	37.21335926	-41.92915371	-234.11652969999997	-101.49183719999999	12.14978721	-153.2220235	-233.09453309999998	-57.22012344	-61.00351115	-3.2277305039999997
