Amygdala_L,Amygdala_R,Dorsal_striatum_L,Dorsal_striatum_R,Fusiform_gyrus_L,Fusiform_gyrus_R,Hippocampus_L,Hippocampus_R,Insula_L,Insula_R,Intracalcarine_cortex_L,Intracalcarine_cortex_R,lOFC_L,lOFC_R,mOFC_L,mOFC_R,Oral_somatosensory_cortex_R,Oral_somatosensory_cortex_L,Precuneus_L,Precuneus_R,Ventral_striatum_L,Ventral_striatum_R,vlPFC_L,vlPFC_R,vlThalamus_L,vlThalamus_R,vmPFC_L,vmPFC_R,module0_mean,module1_mean,module2_mean,module3_mean,module4_mean,module5_mean,module6_mean,module7_mean,module8_mean
0.849002849,0.88,0.93115942,0.93115942,0.88,1,0.849002849,0.849002849,0.896666667,0.876923077,0.954248366,0.905797101,0.942857143,0.930735931,0.869565217,0.942857143,0.88,0.88,0.924901186,0.876923077,0.947619048,0.974358974,0.936758893,0.947619048,0.876923077,0.88,0.957894737,0.909090909,0.856752137,0.90557971,0.89747412,0.953348489,0.882628205,0.936796537,0.900912131,0.960989011,0.937840897
0.973856209,0.88,0.894927536,0.864615385,0.830769231,0.883116883,0.926406926,0.887445887,0.883333333,0.902173913,0.88,0.864615385,0.843076923,0.869281046,0.927272727,0.871345029,0.829059829,0.942857143,0.868421053,0.846666667,0.90513834,0.961904762,0.880952381,0.878947368,0.85,0.866666667,0.909090909,0.843076923,0.916927256,0.882864973,0.876462329,0.875910756,0.875543478,0.856178984,0.85754386,0.933521551,0.878016895
0.847826087,0.847826087,0.942857143,0.830769231,0.887681159,0.919117647,0.886666667,0.84,0.869565217,0.833333333,0.894927536,0.861538462,0.853754941,0.863333333,0.926406926,0.947619048,0.865942029,0.861538462,0.866666667,0.871345029,0.914285714,0.972222222,0.887445887,0.86,0.861538462,0.861538462,0.895238095,0.928571429,0.85557971,0.875276716,0.920569044,0.891861215,0.856493868,0.858544137,0.869005848,0.943253968,0.892813853
0.987012987,0.980392157,0.931623932,0.941538462,0.957142857,0.935384615,0.941538462,0.960144928,0.953846154,0.943333333,0.963333333,0.931623932,0.956666667,0.931623932,0.931623932,0.944615385,0.931623932,0.944615385,0.982683983,0.931623932,0.931623932,0.931623932,0.960144928,0.931623932,0.97,0.944615385,0.953846154,0.953846154,0.967272133,0.937350427,0.944460724,0.943447293,0.952948718,0.944145299,0.957153957,0.931623932,0.949865292
0.917748918,0.944444444,0.968379447,0.942028986,0.883333333,0.877492877,0.923076923,0.93,0.923076923,0.934782609,0.946666667,0.946666667,0.893280632,0.963235294,0.946666667,0.877492877,0.877492877,0.923076923,0.9,0.952380952,0.923076923,0.913419913,0.876923077,0.956521739,0.926666667,0.920289855,0.946666667,0.923076923,0.928817571,0.927744558,0.902497626,0.923608737,0.926204013,0.928257963,0.926190476,0.918248418,0.925797101
0.792207792,0.833333333,0.800865801,0.714285714,0.842857143,0.862745098,0.778985507,0.778985507,0.771428571,0.779220779,0.807971014,0.814229249,0.800724638,0.85380117,0.8,0.794117647,0.805263158,0.763333333,0.810457516,0.835497835,0.79047619,0.787878788,0.846153846,0.742647059,0.800724638,0.833333333,0.768115942,0.79047619,0.795878035,0.770937002,0.81232493,0.828315121,0.79617683,0.827262904,0.822977676,0.789177489,0.786848259
0.914285714,0.875816993,0.848484848,0.78,0.774891775,0.860294118,0.77173913,0.889473684,0.760683761,0.760683761,0.80952381,0.882352941,0.823529412,0.816993464,0.830409357,0.786561265,0.823809524,0.793478261,0.941176471,0.941176471,0.923976608,0.757246377,0.934640523,0.857142857,0.770562771,0.772307692,0.873684211,0.804347826,0.862828881,0.811443158,0.797287465,0.850723623,0.766059496,0.820261438,0.941176471,0.840611492,0.867453854
0.85620915,0.952380952,0.75,0.758169935,0.735930736,0.774703557,0.818181818,0.842857143,0.888888889,0.728571429,0.789473684,0.75,0.814285714,0.743083004,0.744588745,0.730994152,0.794871795,0.757575758,0.807692308,0.710144928,0.85380117,0.833333333,0.660818713,0.758241758,0.824561404,0.783549784,0.735294118,0.735930736,0.867407266,0.765154372,0.737171211,0.771392414,0.806392876,0.778684359,0.758918618,0.843567251,0.722571331
0.908831909,0.943333333,0.908831909,0.910769231,0.938461538,0.956666667,0.938461538,0.938461538,0.926153846,0.926153846,0.981884058,0.956521739,0.949275362,0.923333333,0.938461538,0.938461538,0.943333333,0.908831909,0.942028986,0.938461538,0.907692308,0.912280702,0.913846154,0.904761905,0.943333333,0.981884058,0.908831909,0.931578947,0.93227208,0.917941595,0.938461538,0.965024155,0.944381271,0.936304348,0.940245262,0.909986505,0.914754729
0.938405797,0.933333333,0.935384615,0.908831909,0.93115942,0.93115942,0.935384615,0.932806324,0.94,0.942028986,0.935384615,0.908831909,0.936758893,0.913333333,0.913333333,0.923333333,0.908831909,0.935384615,0.95,0.92,0.956521739,0.961904762,0.913846154,0.908831909,0.908831909,0.907692308,0.916666667,0.916666667,0.934982517,0.922108262,0.922608696,0.925125315,0.924638301,0.925046113,0.935,0.959213251,0.914002849
0.925925926,1,0.966153846,0.966153846,0.986666667,0.986666667,0.925925926,0.944615385,0.966153846,0.925925926,0.925925926,0.97,0.932307692,0.932307692,0.992094862,0.986666667,0.966153846,0.925925926,0.944615385,0.944615385,0.966153846,0.97,0.925925926,0.988304094,0.926666667,0.966153846,0.966153846,0.966153846,0.949116809,0.956096866,0.988476065,0.960864198,0.946225071,0.932307692,0.944615385,0.968076923,0.961634428
0.943333333,1,0.935384615,0.986666667,0.986666667,0.929230769,0.928853755,0.952380952,0.986666667,0.986666667,0.886153846,0.883190883,0.986666667,0.986666667,0.93,0.883190883,0.986666667,0.986666667,0.929230769,0.935384615,0.935384615,0.943333333,0.936666667,0.986666667,0.986666667,0.986666667,0.986666667,0.986666667,0.95614201,0.973846154,0.93328585,0.899525166,0.986666667,0.986666667,0.932307692,0.939358974,0.974166667
0.974637681,0.974637681,0.944615385,0.914529915,0.944615385,0.94,0.987012987,0.932307692,0.944615385,0.914529915,0.914529915,0.914529915,0.914529915,0.94,0.936666667,0.916923077,0.946666667,0.914529915,0.92,0.99047619,0.914529915,0.945652174,0.98245614,0.932806324,0.944615385,0.944615385,0.960474308,0.923076923,0.96714901,0.93008547,0.932735043,0.923019943,0.937094017,0.927264957,0.955238095,0.930091044,0.949703424
0.886666667,0.904761905,0.86039886,0.86039886,0.865942029,0.866666667,0.904761905,0.936842105,0.939393939,0.886153846,0.870769231,0.913419913,0.867692308,0.883333333,0.894927536,0.919047619,0.957142857,0.896666667,0.952380952,0.86039886,0.886153846,0.904761905,0.939393939,0.897233202,0.931578947,0.86039886,0.86039886,0.973684211,0.908258145,0.893651811,0.893305728,0.883618604,0.904381398,0.875512821,0.906389906,0.895457875,0.917677553
0.789855072,0.826839827,0.764492754,0.742753623,0.80952381,0.826839827,0.826086957,0.852380952,0.725,0.779411765,0.790513834,0.731225296,0.756410256,0.766233766,0.823809524,0.806324111,0.89047619,0.804347826,0.833333333,0.818181818,0.871428571,0.826086957,0.941520468,0.958333333,0.772058824,0.76,0.941520468,0.971428571,0.823790702,0.800517598,0.813219148,0.782859652,0.759117647,0.761322011,0.825757576,0.848757764,0.95320071
0.877492877,0.932806324,0.90942029,0.909090909,0.942857143,0.883040936,0.886666667,0.892307692,0.930735931,0.938095238,0.904615385,0.877492877,0.893280632,0.889328063,0.923913043,0.973684211,0.88,0.892307692,0.914285714,0.904615385,0.886666667,0.91,0.916666667,0.923333333,0.877492877,0.892307692,0.91,0.904615385,0.89731839,0.897704723,0.946818132,0.888383066,0.909657935,0.891304348,0.909450549,0.898333333,0.913653846
0.775,0.787878788,0.821052632,0.966666667,0.679841897,0.836363636,0.696969697,0.714285714,0.8,0.926470588,0.769230769,0.79047619,0.751633987,0.807692308,0.8,0.766666667,0.882352941,0.727272727,0.742105263,0.869281046,0.79047619,0.847953216,0.95,0.961904762,0.735930736,0.664615385,0.727272727,0.68,0.74353355,0.849336242,0.748836188,0.798690199,0.781754177,0.779663147,0.805693154,0.819214703,0.829794372
1,0.962962963,0.962962963,1,0.962962963,0.962962963,0.962962963,0.962962963,1,0.962962963,1,1,0.962962963,0.962962963,0.962962963,1,1,1,1,1,1,0.962962963,0.962962963,1,0.962962963,0.962962963,1,1,0.972222222,0.990740741,0.975308642,0.987654321,0.972222222,0.962962963,1,0.981481481,0.990740741
0.96011396,0.973333333,0.96011396,0.96011396,0.96011396,0.963076923,0.96011396,0.966153846,0.96011396,0.96011396,0.966666667,0.96011396,0.971014493,0.976666667,0.976666667,0.969230769,0.972307692,0.96011396,0.96011396,0.96011396,0.987012987,0.96011396,0.984189723,0.973333333,0.96011396,0.96011396,0.966666667,0.96011396,0.964928775,0.963162393,0.968670465,0.96328585,0.96011396,0.97384058,0.96011396,0.973563474,0.971075921
0.947368421,0.964912281,0.902173913,0.909090909,0.831168831,0.853754941,0.889473684,0.878947368,0.873846154,0.873517787,0.843076923,0.84045584,0.88,0.909090909,0.865800866,0.852813853,0.902173913,0.926406926,0.851449275,0.873517787,0.880952381,0.848484848,0.873846154,0.873846154,0.873846154,0.873846154,0.891304348,0.873846154,0.920175439,0.909961415,0.84992785,0.845762568,0.873764062,0.894545455,0.862483531,0.864718615,0.878210702
0.890909091,0.796666667,0.785714286,0.852941176,0.792207792,0.786231884,0.797101449,0.782608696,0.823529412,0.857142857,0.87012987,0.852380952,0.861660079,0.85770751,0.857894737,0.813333333,0.826086957,0.831168831,0.911764706,0.757246377,0.778656126,0.858974359,0.848484848,0.847368421,0.81884058,0.853754941,0.790513834,0.823529412,0.816821476,0.823977812,0.821145287,0.836247569,0.838316947,0.859683794,0.834505541,0.818815243,0.827474129
0.804347826,0.777777778,0.927536232,0.897233202,0.835497835,0.886666667,0.927536232,0.944664032,0.927536232,0.932806324,0.886666667,0.877470356,0.846153846,0.886666667,0.857894737,0.887681159,0.806153846,0.84,0.892857143,0.952380952,0.943722944,0.970760234,0.932806324,0.956709957,0.885375494,0.793846154,0.845849802,0.936758893,0.863581467,0.86773082,0.860357911,0.88360123,0.884891051,0.866410256,0.922619048,0.957241589,0.918031244
0.916923077,0.916923077,0.910769231,0.910769231,0.957142857,0.958333333,0.905797101,0.93115942,0.916923077,0.895384615,0.916923077,0.886039886,0.886666667,0.904761905,0.886039886,0.916923077,0.939393939,0.910769231,0.945054945,0.960144928,0.964426877,0.91,0.927536232,0.926666667,0.886039886,0.942028986,0.927536232,0.943333333,0.917700669,0.917925408,0.920035273,0.920432099,0.910094141,0.895714286,0.952599936,0.937213439,0.931268116
0.9002849,0.945652174,0.9002849,0.904615385,0.916666667,0.956666667,0.941538462,0.913846154,0.941538462,0.941538462,0.952898551,0.907692308,1,0.941538462,0.923913043,0.913333333,0.9002849,0.9002849,0.948616601,0.964426877,0.968421053,0.952898551,0.952898551,0.952380952,0.941538462,0.927536232,0.941538462,0.941538462,0.925330422,0.901367521,0.917971014,0.939085842,0.938037904,0.970769231,0.956521739,0.960659802,0.947089107
0.985714286,0.985714286,0.94017094,0.94017094,0.944615385,0.97,0.94017094,0.956923077,0.966666667,0.966666667,0.97,0.953846154,0.94017094,0.94017094,0.94017094,0.953846154,0.94017094,0.94017094,0.944615385,0.956923077,0.97,0.956521739,0.980237154,1,0.94017094,0.94017094,0.94017094,0.94017094,0.967130647,0.94017094,0.946210826,0.964615385,0.953418803,0.94017094,0.950769231,0.96326087,0.965144759
0.954248366,0.958333333,0.945652174,0.904615385,0.913846154,0.913846154,0.886039886,0.886039886,0.980952381,0.95256917,0.949275362,0.913846154,0.886039886,0.913846154,0.910769231,0.945652174,0.933333333,0.886039886,0.956521739,0.913846154,0.930735931,0.913846154,0.933333333,0.906666667,0.9,0.891304348,0.933333333,0.943722944,0.921165368,0.917410194,0.92342252,0.92565589,0.931206475,0.89994302,0.935183946,0.922291042,0.929264069
0.85620915,0.714285714,0.813852814,0.888888889,0.890909091,0.761904762,0.761904762,0.782608696,0.822510823,0.802371542,0.753246753,0.757246377,0.731578947,0.895424837,0.846153846,0.797385621,0.8,0.883040936,0.833333333,0.791208791,0.780952381,0.76284585,0.77124183,0.761904762,0.778985507,0.778947368,0.764705882,0.778985507,0.778752081,0.84644566,0.844816186,0.757465964,0.79570381,0.813501892,0.812271062,0.771899115,0.769209495
0.920948617,0.910769231,0.953333333,0.956666667,0.929230769,0.933333333,0.929230769,0.914529915,0.95,0.963333333,0.914529915,0.914529915,0.953333333,0.963768116,0.914529915,0.933333333,0.947692308,0.947692308,0.956521739,0.963333333,0.989010989,0.916666667,0.952631579,0.914529915,0.914529915,0.952898551,0.910769231,0.956666667,0.918869633,0.951346154,0.925698006,0.920797721,0.94519045,0.958550725,0.959927536,0.952838828,0.933649348
0.94017094,0.94017094,0.966153846,0.97,0.947692308,1,0.94017094,0.95,0.94017094,0.94017094,0.944615385,0.974025974,0.94017094,0.94017094,0.944615385,0.94017094,0.966153846,0.94017094,0.944615385,0.988142292,0.98,0.981884058,0.981884058,0.981884058,0.94017094,0.94017094,0.966153846,0.966153846,0.942628205,0.960619658,0.944159544,0.972880453,0.94017094,0.94017094,0.966378839,0.980942029,0.974018952
