ID,Amygdala_L_cluster,Amygdala_R_cluster,Dorsal_striatum_L_cluster,Dorsal_striatum_R_cluster,Fusiform_gyrus_L_cluster,Fusiform_gyrus_R_cluster,Hippocampus_L_cluster,Hippocampus_R_cluster,Insula_L_cluster,Insula_R_cluster,Intracalcarine_cortex_L_cluster,Intracalcarine_cortex_R_cluster,lOFC_L_cluster,lOFC_R_cluster,mOFC_L_cluster,mOFC_R_cluster,Oral_somatosensory_cortex_R_cluster,Oral_somatosensory_cortex_L_cluster,Precuneus_L_cluster,Precuneus_R_cluster,Ventral_striatum_L_cluster,Ventral_striatum_R_cluster,vlPFC_L_cluster,vlPFC_R_cluster,vlThalamus_L_cluster,vlThalamus_R_cluster,vmPFC_L_cluster,vmPFC_R_cluster,Amygdala_L_central,Amygdala_R_central,Dorsal_striatum_L_central,Dorsal_striatum_R_central,Fusiform_gyrus_L_central,Fusiform_gyrus_R_central,Hippocampus_L_central,Hippocampus_R_central,Insula_L_central,Insula_R_central,Intracalcarine_cortex_L_central,Intracalcarine_cortex_R_central,lOFC_L_central,lOFC_R_central,mOFC_L_central,mOFC_R_central,Oral_somatosensory_cortex_R_central,Oral_somatosensory_cortex_L_central,Precuneus_L_central,Precuneus_R_central,Ventral_striatum_L_central,Ventral_striatum_R_central,vlPFC_L_central,vlPFC_R_central,vlThalamus_L_central,vlThalamus_R_central,vmPFC_L_central,vmPFC_R_central
12,0.5,0.333333333,0.362637363,0.5,0.638888889,1,0.428571429,0.535714286,0.615384615,0.888888889,0.19047619,0.666666667,0.380952381,0.533333333,0.2,0.666666667,0.626373626,0.615384615,0.4,0.555555556,0.6,0.5,0.428571429,0.58974359,0.392857143,0.604395604,0.681818182,0.575757576,0.02384794,0.019132565,0.133412864,0.092254078,0.019013576,0,0.023643248,0.015280135,0.022353103,0.004166217,0.070547535,0.008906526,0.087654191,0.018938172,0.021522825,0.002141556,0.027665082,0.033544733,0.023262046,0.020808313,0.010229494,0.039616429,0.027517752,0.044414532,0.045385104,0.029086176,0.02211848,0.030916244
13,0.520467836,0.628205128,0.628571429,0.651515152,0.581818182,0.590909091,0.472222222,0.5,0.705128205,0.653846154,0.638095238,0.595588235,0,0.560606061,0.638888889,0.711111111,0.7,0.571428571,0.7,0.757575758,0.666666667,0.615384615,0.557894737,0.866666667,0.549707602,0.727272727,0.666666667,0.561403509,0.07013321,0.029443961,0.02431961,0.018157067,0.015459105,0.040041552,0.017233076,0.006232194,0.01139041,0.02021646,0.02035785,0.031179599,0.002781169,0.040396435,0.005937684,0.006586623,0.001851852,0.043533158,0.002621616,0.006256706,0.020536085,0.022799108,0.061348734,0.002633375,0.041763997,0.010611662,0.013784802,0.05341854
14,0.833333333,0.3,0.305555556,0.6,0.444444444,0.428571429,0.5,0.7,0.25,0.4,1,0.333333333,0.333333333,0.333333333,0.733333333,0.571428571,0.5,0.666666667,0,0,0.4,0.5,0.3,1,0.5,0.464285714,0.357142857,0.5,0.002255461,0.096595089,0.119467278,0.00953682,0.143262887,0.089180731,0.072467162,0.015510393,0.154547293,0.018979786,0,0.011239828,0.030557033,0.118072398,0.030416157,0.034305963,0.023304679,0.003663004,0,0,0.021651188,0.01112066,0.046588368,0,0.013706417,0.094722105,0.124060705,0.062366944
15,0.4,0.523809524,0.504761905,0.694444444,0.571428571,1,0.552380952,0.593406593,0.666666667,1,0.545454545,0.454545455,0.472527473,0.642857143,0.637362637,0.777777778,0.666666667,0.555555556,0.666666667,0.495238095,0.503267974,0.866666667,0.785714286,0,0.552380952,0.636363636,0.694444444,0.590909091,0.025267736,0.014391228,0.079064928,0.007437932,0.026655443,0,0.05009888,0.030234043,0.012348075,0,0.028192929,0.113778007,0.052461783,0.008377014,0.018857425,0.003909465,0.015427063,0.078647089,0.000949668,0.081490605,0.079738124,0.002317554,0.00433899,0,0.05739505,0.026992246,0.010022828,0.023457747
16,0.653846154,0.785714286,0.571428571,0.60952381,0.591666667,0.616666667,0.725,0.679487179,0.669117647,0.619883041,0.654545455,0.717948718,1,0.714285714,0.80952381,0.666666667,0.780952381,0.725,1,0.742424242,0.683823529,0.9,0.733333333,0.807692308,0.75,0.708333333,0.683823529,0.732026144,0.040973367,0.004517705,0.073703287,0.06764432,0.052984849,0.033340858,0.015178718,0.022073775,0.026848709,0.04603212,0.011674231,0.014549876,0,0.01029475,0.002401302,0.004788547,0.011580857,0.015899314,0,0.031287496,0.034275632,0.000407,0.017524563,0.006560276,0.005235363,0.018847368,0.029322562,0.01743777
17,0.333333333,1,0.785714286,0.636363636,0.444444444,0.6,0.321428571,0.333333333,0.583333333,0.8,0.654545455,0.666666667,0.422222222,0.602564103,0.6,0.6,0.514705882,0.580952381,0,0.41025641,0,0.549450549,0.636363636,0.833333333,0.666666667,0.533333333,0.711111111,0.563636364,0.074074074,0,0.003035842,0.026381544,0.079227593,0.009524729,0.075204014,0.023511057,0.045480341,0.001020893,0.01913095,0.010962473,0.105462017,0.039069926,0.005140292,0.005548458,0.083015927,0.043070411,0,0.132522704,0,0.050195194,0.023166637,0.000407,0.011519,0.066186163,0.012688144,0.043058607
18,0,0.6,0.872727273,0.704761905,0.621212121,0.535714286,0.714285714,0,0.685714286,0.641025641,0.676470588,0.678571429,1,0.666666667,0.807692308,0.679738562,0.794871795,0.594771242,0,0,0.892857143,0.758241758,0.761904762,0.742857143,0.628205128,0.5,0.791208791,0.791208791,0,0.071225071,0.003235193,0.022162401,0.025322665,0.01839796,0.013771414,0,0.021519217,0.144110547,0.031088281,0.00643739,0,0.003287311,0.007107167,0.034420134,0.010109778,0.094242777,0,0.071225071,0.001170126,0.015411678,0.012797393,0.016255529,0.02842851,0.142736857,0.00732717,0.00732717
19,0,0,0.516666667,0.805555556,0.678571429,0.166666667,0.666666667,0.533333333,0.666666667,0.722222222,0.333333333,0.333333333,0,0,0.5,0,0.733333333,0.561904762,0,0.6,0.6,0.563636364,0.6,0.761904762,0.761904762,0.622222222,0.785714286,0.525,0,0.071225071,0.07663435,0.00621354,0.012641885,0.084593469,0.004216976,0.149143038,0.071222462,0.007500113,0.136752137,0.120817375,0,0.071225071,0.075828176,0,0.009299438,0.060320417,0,0.084262651,0.024643353,0.097388066,0.033581012,0.00290327,0.004570928,0.022534256,0.003988604,0.081884655
20,0.555555556,0.581818182,0.566666667,0.769230769,0.505263158,0.466666667,0.711111111,0.641025641,0.658333333,0.685714286,0.466666667,0.6,0,0.5,0.4,0.464285714,0.964285714,0.807692308,0.714285714,0.575757576,0.644444444,0.666666667,0.659340659,0.747252747,0.666666667,0.633333333,0.522875817,0.818181818,0.04205036,0.026935513,0.080405593,0.011528028,0.094134416,0.022739495,0.010573531,0.018865243,0.031117555,0.025318499,0.011122069,0.004748338,0,0.002763389,0.014469141,0.024227947,0.0002849,0.008505095,0.007212952,0.035182469,0.008373494,0.006339623,0.045630149,0.013070713,0.018753263,0.029560907,0.11723769,0.009647349
21,0.666666667,0.666666667,0.688888889,0.571428571,0,0.333333333,0.7,0.555555556,0.575757576,0.561904762,0.361111111,0.6,0.666666667,0.4,0.666666667,0.448717949,0.466666667,0.602564103,0.666666667,0.5,0.694444444,0.952380952,0.727272727,0.628205128,0.666666667,0.560606061,0.666666667,0.666666667,0.002496269,0.004680505,0.01918638,0.030469973,0,0.082826844,0.003921155,0.025927697,0.104240551,0.115116423,0.111031664,0.010432777,0.003425587,0.020855585,0.004158187,0.198927616,0.029318983,0.046112189,0.000949668,0.007125717,0.040173043,0.001995712,0.028125997,0.074548413,0.002638719,0.060895144,0.035673941,0.034460362
22,0.75,0.581818182,0.666666667,0.4,0.709090909,0.619047619,0.6,0.560606061,0.551282051,0.666666667,0.638888889,0.483516484,1,0.527777778,0.514285714,0.472727273,0,1,0.345454545,0.555555556,0.5,0,0.833333333,0.833333333,0.563636364,1,0.380952381,0.5,0.013661647,0.057085939,0.001831502,0.031855279,0.01750558,0.018831055,0.051164378,0.047891179,0.069364792,0.003018586,0.019082837,0.131326273,0,0.086090858,0.100854743,0.05699849,0.003500604,0,0.186519083,0.040306982,0.005935423,0.006863044,0.001831502,0.001831502,0.060587089,0,0.030870981,0.029264726
24,0.751633987,0.757575758,0.847619048,0.816666667,0.861111111,0.658333333,0.742647059,0.623376623,0.725490196,0.7,0.916666667,0.636363636,0.62745098,0.669117647,0.844444444,0.692307692,0.707602339,0.661904762,0.972222222,0.751633987,0.649350649,0.791666667,0.75,0.779411765,1,0.672727273,0.575757576,1,0.013971483,0.005338726,0.006526909,0.008680549,0.00184846,0.018369348,0.013398188,0.0801525,0.015062747,0.016547168,0.001048026,0.011548565,0.028295257,0.019647802,0.003883288,0.01030081,0.020417134,0.031968166,0.0002035,0.015198311,0.039425998,0.010144793,0.012683747,0.011844977,0,0.021193305,0.075177735,0
25,0.666666667,0.514285714,0.538461538,0.615384615,0.654545455,0,0.666666667,0.666666667,0.622222222,0.583333333,1,0.75,0.522058824,0.4,0.6,1,0.552380952,0.485714286,0.523809524,0.6,0.552380952,0.714285714,1,0.833333333,1,0.638888889,0.688888889,0.602564103,0.004038616,0.072227832,0.080669839,0.042431063,0.047793668,0.000944919,0.014565257,0.004922444,0.02836587,0.011928843,0,0.017931754,0.072553026,0.048359388,0.006552537,0,0.077113448,0.148937958,0.063633191,0.014734263,0.055764256,0.008333268,0,0.007219431,0,0.020057503,0.040648347,0.033350202
26,0.7,0.844444444,0.803921569,0.77124183,0.637362637,0.615384615,0.631578947,0.62055336,0.742690058,0.719298246,0.416666667,0.904761905,0.562091503,0.653846154,0.833333333,0.60952381,0.803921569,0.714285714,0,0.732026144,1,0.754385965,0.895238095,0.933333333,0.692810458,0.725274725,1,0.714285714,0.001497761,0.001935474,0.010423027,0.013324639,0.025635491,0.01583102,0.037764205,0.064217786,0.016871347,0.030161523,0.026278392,0.000976801,0.055992615,0.023161626,0.000520961,0.030018448,0.009683155,0.022561232,0.001604363,0.042828999,0,0.016056738,0.003709127,0.001824956,0.023823091,0.010707503,0,0.022561232
27,0.583333333,1,0.464052288,0.622222222,0.904761905,1,0.833333333,0.7,0.690909091,0.485714286,0.533333333,0.619047619,0.504761905,0.711111111,0,0.5,0.727272727,0.571428571,1,0.611111111,0.53030303,0.618181818,0.861111111,0.952380952,0.666666667,0.618181818,0.581818182,0.8,0.088103722,0,0.138793898,0.067544469,0.000830959,0,0.002077547,0.010316833,0.014015688,0.106476661,0.037958244,0.040641252,0.089715028,0.02152863,0.001424501,0.024258355,0.013963677,0.070103564,0,0.017661696,0.098548778,0.043959866,0.002791363,0.000356125,0.025295919,0.024641602,0.031211535,0.004988065
28,1,0.666666667,0.692307692,1,1,0.333333333,1,0.666666667,0.772058824,1,0.684210526,0.772058824,0.790849673,0.838235294,0.888888889,0.77124183,0.808333333,0.751633987,0.611111111,0.790849673,0.4,0.934065934,0.866666667,0.808333333,0.833333333,0.942857143,0.77124183,0.621212121,0,0.008932462,0.053790055,0,0,0.153374367,0,0.036773354,0.10913728,0,0.074048013,0.036493272,0.017764272,0.010861333,0.002849217,0.019799876,0.017159839,0.030077231,0.041769697,0.017764272,0.057425774,0.002983539,0.008030351,0.028988085,0.082893334,0.002109799,0.019799876,0.036120569
29,0.266666667,0.266666667,0.2,0.333333333,0.5,0.476190476,0.666666667,0.428571429,0.333333333,0.3,0.4,0.381818182,0.666666667,0.5,0.533333333,0.333333333,0.666666667,0.333333333,1,0.19047619,0.333333333,0.333333333,1,1,0.464285714,0.733333333,0.285714286,0.4,0.078325699,0.066912463,0.09620133,0.053109031,0.014131094,0.050811075,0.001282051,0.095709936,0.013259169,0.027377561,0.11242136,0.156927386,0.000712251,0.016326037,0.042408844,0.016169488,0.004514313,0.020977479,0,0.126086997,0.019705603,0.019289558,0,0,0.083779039,0.009451986,0.207348618,0.039981007
30,1,0,1,0,0.5,0.555555556,0.714285714,1,0.638888889,0.422222222,0.714285714,0.555555556,0.642857143,0.618181818,0,0.545454545,0.5,0.393939394,0,0,0.333333333,0,0.666666667,0,0.666666667,0.611111111,0,0,0,0,0,0.05982906,0.05982906,0.04232352,0.01917198,0,0.020718582,0.116010944,0.005250305,0.050230634,0.017179939,0.031838737,0,0.072936734,0.010016732,0.251677746,0,0,0.113960114,0,0.004273504,0,0.000881834,0.021306471,0,0
31,0.428571429,0.833333333,0.892857143,0.607142857,0.8,0.714285714,0.484848485,0.833333333,0.619047619,0.5,0.594771242,0.692307692,0.692307692,0.861111111,0.705128205,0.588235294,0.692307692,0.653846154,1,0.733333333,0.594771242,0.4,0.535947712,0.8,0.588235294,0.590909091,0.683333333,0.696969697,0.031289698,0.001424501,0.00113179,0.014726837,0.000712251,0.005257089,0.107642634,0.001424501,0.023784754,0.025728787,0.048161693,0.017830302,0.023374557,0.002045177,0.014433401,0.049081566,0.036248833,0.033000306,0,0.005668714,0.044316984,0.022625112,0.080631406,0.004144621,0.057740186,0.033753662,0.02144316,0.030269216
32,0.4,0,0.617647059,0.610294118,0.617647059,0.805555556,0.660130719,0.647058824,0.7,0.583333333,0.6,0.681318681,0.558823529,0.525641026,0.657142857,0.692307692,0.545454545,0.952380952,0.833333333,0.65,0.785714286,0.717948718,0.654545455,0.647058824,0.577777778,0.8,0.659340659,0.657142857,0.075376741,0,0.034738475,0.039757504,0.06382288,0.003027002,0.024116334,0.031286134,0.001424501,0.011089166,0.036434961,0.021489782,0.050170778,0.066355545,0.019956232,0.012901291,0.021493231,0.000356125,0.001012146,0.023871219,0.011356112,0.034104702,0.021208524,0.036438671,0.013103775,0.001408674,0.02668242,0.023569782
33,1,0.4,0,0,0.5,0.5,0.236363636,0.466666667,0,0.166666667,0.285714286,0.333333333,0,0.3,0.833333333,0.333333333,0,0.166666667,0,0.238095238,0.5,1,0.333333333,0,0.266666667,0.2,0.428571429,1,0,0.064531045,0.064167093,0.001994302,0.019783611,0.018930041,0.25981271,0.034644779,0,0.051122556,0.120310886,0.063817664,0.010303894,0.076712793,0.004748338,0.137447081,0.007122507,0.076960211,0,0.169837617,0.031281634,0,0.043995353,0.001741057,0.108140791,0.101652526,0.069403049,0
34,0.6,0.7,0.821428571,0.555555556,0.333333333,0.333333333,0.533333333,0.7,0,0.75,0.666666667,0.642857143,0.474358974,0.472727273,0.4,0.607142857,0.688888889,0.545454545,1,0.466666667,0.666666667,0.357142857,0.464285714,0.666666667,0,0.166666667,0.266666667,0.583333333,0.033170533,0.005792972,0.005044544,0.123387368,0.045276392,0.03757094,0.022802055,0.008633425,0,0.011737934,0.021341519,0.026979605,0.110623062,0.087967414,0.036961784,0.044169719,0.016636924,0.068187123,0,0.014295324,0.002614906,0.136476,0.050647244,0.001329535,0.007450934,0.049955908,0.047590076,0.083071858
35,0.964285714,0.608187135,0.708333333,0.676470588,0.632352941,0.690909091,0.59047619,0.580952381,0.553359684,0.807692308,0.675,0.8,0.743589744,0.861111111,0.604395604,0.714285714,0.620915033,0.594736842,0,0.848484848,0.615384615,1,0.972222222,0.909090909,0.756410256,0.631578947,0.820512821,0.676470588,0.0002035,0.034274769,0.014910912,0.018756455,0.022226479,0.007164596,0.034816714,0.03464713,0.067850479,0.005829027,0.017232132,0.002873804,0.007369,0.001501482,0.017499973,0.011038838,0.03162106,0.04086336,0,0.00364472,0.033201075,0,0.000430516,0.002034879,0.007279408,0.027852026,0.005560962,0.019402173
36,1,0.833333333,0.529411765,0.625,0.666666667,1,0.59047619,0.533333333,0.647619048,0.666666667,0.5,0.380952381,0.651515152,0.8,0.466666667,0.527272727,0.516339869,0.593406593,1,0.454545455,0.636363636,0.563636364,0.628571429,0.861111111,0.622222222,0.75,0.6,0.717948718,0,0.000626154,0.103393057,0.036764574,0.006997798,0,0.08069593,0.008073131,0.030442335,0.034429623,0.01572666,0.07309449,0.021429354,0.000814001,0.029372943,0.057503726,0.076964714,0.061711929,0,0.06053723,0.034392805,0.056637659,0.035408972,0.002278514,0.021092725,0.009479647,0.00525733,0.014367575
37,0.535714286,0.7,0.4,0.476190476,0.388888889,0.318181818,0.381818182,0.409090909,0.666666667,0.19047619,0.535714286,0.535714286,0.8,0.5,0.527777778,0.5,1,0.6,1,0,0.5,0.666666667,0,0,1,0.428571429,0.833333333,0.833333333,0.048115773,0.019766036,0.081196581,0.073835527,0.089107086,0.225903829,0.090110096,0.107439474,0.006790123,0.119168589,0.039080056,0.040404965,0.003405237,0.012852168,0.041443947,0.008452042,0,0.013085063,0,0,0.045099653,0.006043956,0,0,0,0.088683744,0.002120924,0.003137295
38,0.933333333,0.778985507,0.804347826,0.778985507,0.803921569,0.919117647,0.921052632,0.885714286,0.876190476,0.894736842,0.830039526,0.789855072,0.941176471,0.852380952,0.8,0.904761905,0.773684211,0.768115942,0,0.836842105,0.857142857,0.852631579,0.78021978,0.819047619,0.894736842,0.844155844,0.76284585,0.852813853,0.0002035,0.022778036,0.013679,0.022778036,0.01174115,0.002034112,0.002737285,0.004837037,0.005723069,0.003942559,0.010486624,0.02071096,0.001406055,0.007710234,0.003853649,0.000448934,0.015788991,0.022672683,0,0.011066985,0.011679124,0.010372314,0.006902254,0.009866364,0.004493197,0.008098494,0.021423407,0.007523212
39,0.670995671,0.923809524,0.862745098,0.877192982,0.666666667,1,0.649122807,0.666666667,0.74025974,0.74025974,1,1,0.823529412,0.781818182,0.787878788,0.648351648,0.877192982,0.921568627,0.833333333,0.971428571,0.921568627,0.786764706,0.975,0.955882353,0.780952381,0.63,0.921568627,0.877192982,0.070667738,0.002253302,0.018677927,0.00541324,0.026824256,0,0.044769479,0.003145774,0.025676773,0.025676773,0,0,0.011490978,0.00658316,0.008226496,0.03409978,0.00541324,0.00267719,0.000949668,0.000712251,0.00267719,0.033809863,0.000596934,0.001227785,0.01692796,0.102101274,0.00267719,0.00541324
40,0.872727273,0.911111111,0.878787879,0.878787879,0.848484848,0.590643275,0.614285714,0.785714286,0.623809524,0.593073593,0.863636364,0.725146199,0.833333333,0.8,0.772727273,0.758169935,0.75,0.742647059,0,0.772058824,0.712418301,0.779411765,0.933333333,1,0.708333333,0.75,0.766666667,0.727941176,0.002361733,0.001177012,0.005076715,0.004304292,0.003548434,0.079581319,0.052775544,0.008844954,0.059424087,0.066375212,0.003362797,0.02115275,0.000569801,0.00248479,0.006414552,0.013823837,0.023029192,0.026453545,0,0.01411201,0.02928749,0.014396699,0.001943532,0,0.016568411,0.008042809,0.016257462,0.022904526
41,0.833333333,0,0.563636364,0.527272727,0.7,0,0.5,0.666666667,0.535714286,0.761904762,1,0.333333333,0,0,1,0,0.80952381,0.527272727,0,0.333333333,0.722222222,0.509090909,0.666666667,1,1,0.4,0.666666667,0.509090909,0.00079139,0,0.048584543,0.280712703,0.004320988,0,0.016282277,0.018676796,0.063274997,0.011418623,0,0.062678063,0,0,0,0,0.011328178,0.09209967,0.216524217,0.170940171,0.015949894,0.059510243,0.004368471,0,0,0.020069642,0.022007416,0.085589924
42,0.666666667,1,0.666666667,0.857142857,0.7,0.8,0.389705882,0.53030303,0.709090909,0.566666667,0.742424242,0.688888889,0.696969697,0.495238095,0.833333333,0.509090909,0.583333333,0.551282051,0.666666667,0.666666667,0.535714286,0.511111111,0.483333333,0.654545455,0.333333333,0,0.8,0.472727273,0.006776557,0,0.014983576,0.001432895,0.004767763,0.000666001,0.148284055,0.03208304,0.009953078,0.05999789,0.008160941,0.011605644,0.016576051,0.062863988,0.000593542,0.074677586,0.040900869,0.031561957,0.00195021,0.001467668,0.017961257,0.030030977,0.160330513,0.01591005,0.074074074,0,0.002168887,0.050562812
43,1,0.933333333,0.418181818,0.644444444,0.333333333,0,0.577777778,0.581818182,0.533333333,0.5,0.523809524,0.381818182,0.2,0.3,0.4,0.3,0.333333333,0,0.80952381,0.833333333,0.761904762,0.6,0.4,1,0.476190476,0.666666667,0.5,0.666666667,0,0.000569801,0.139167828,0.023729563,0.080307964,0,0.112244032,0.046640499,0.053172959,0.065730566,0.019407342,0.137927813,0.127040655,0.045161217,0.110477999,0.085350246,0.041710758,0.060533499,0.004278027,0.00105039,0.006053,0.033773428,0.119590286,0,0.024717772,0.000474834,0.021288382,0.001424501
44,0.857142857,0.714285714,0.727272727,0.580882353,0.6,1,0.575,0.619047619,0.608333333,0.757575758,0.448529412,0.666666667,0.533333333,0.666666667,0.714285714,0.461538462,0.60952381,0.490909091,0.666666667,0.681318681,0.933333333,0.727272727,0.714285714,0.571428571,0.763636364,0.712121212,0.552380952,0.666666667,0.001967169,0.004963247,0.011674231,0.056068223,0.015213182,0,0.049657576,0.041025313,0.048908088,0.008632468,0.139243176,0.004358296,0.029160204,0.001424501,0.017676689,0.131051692,0.03222436,0.085760567,0.001899335,0.024789286,0.000316556,0.013717076,0.013575159,0.02144553,0.006617251,0.014077897,0.049339253,0.001424501
45,0.653846154,0.769230769,0.509881423,0.536842105,0.525641026,0.661764706,0.637362637,0.658333333,0.711111111,0.75,0.681318681,0.576923077,0.757575758,0.714285714,0.681818182,0.541666667,0.666666667,0.547368421,0.8,0.576923077,0.555555556,1,0.6,0,0.588235294,0.8,0.6,0.535714286,0.01818967,0.00683771,0.076081249,0.057505806,0.023766107,0.021922862,0.016143579,0.018892292,0.007402659,0.003730611,0.016820522,0.025555921,0.007017365,0.004126737,0.008098835,0.042211858,0.003158652,0.044170274,0.000543901,0.022236792,0.044230537,0,0.013360848,0,0.035452485,0.004633021,0.013040128,0.031821147
46,0.628571429,0.428571429,0.533333333,0.466666667,0.628571429,0.714285714,0.490909091,0.59047619,0.692307692,0.745454545,0.545454545,0.8,1,0.466666667,0.777777778,0.666666667,0.5,0.733333333,0.571428571,0.6,0.666666667,0.694444444,0.6,0.416666667,0.8,0.681818182,0.516483516,0.628205128,0.029850667,0.055791809,0.034321543,0.043769974,0.029850667,0.00533676,0.056042213,0.074786504,0.019906289,0.011358679,0.123240403,0.007608553,0,0.083807303,0.005967838,0.011561907,0.045155933,0.005618867,0.012293906,0.005397278,0.017992912,0.019454825,0.0208994,0.091847256,0.003363406,0.030050635,0.075894073,0.036095359
47,0.428571429,0.666666667,0.638888889,0.533333333,0.305555556,0.533333333,0.466666667,0.476190476,0.6,0.466666667,0.5,0.4,0.466666667,0.288888889,0.714285714,0.285714286,0.6,0.472727273,0.533333333,0.476190476,0.380952381,0.5,0.666666667,1,1,0.428571429,0.714285714,0.577777778,0.064605676,0.003392903,0.030317601,0.05882975,0.110229287,0.011430848,0.024509647,0.037529035,0.015694491,0.014783159,0.013609744,0.021571978,0.025953457,0.119422234,0.0157566,0.063769442,0.048100435,0.085203136,0.03829493,0.05706916,0.031883727,0.052965761,0.021429198,0,0,0.053109637,0.015004748,0.051003502
48,0.455882353,0,0.666666667,0.705128205,0.428571429,0.5,0.428571429,0.6,0.588235294,0.606060606,0.580882353,0.514285714,0.5,0.4,0.742424242,0.487179487,0.745454545,0.6,0.571428571,0.65,0.733333333,0.581818182,0.681318681,0.717948718,0.436363636,0.535714286,0.676190476,0.743589744,0.088620378,0.001252923,0.007424859,0.013845949,0.017080827,0.016444912,0.041008176,0.003752608,0.044306709,0.031537474,0.041952498,0.050456384,0.00388751,0.012017367,0.010531004,0.06138047,0.00921697,0.022019389,0.012612901,0.029195834,0.04344518,0.032087518,0.016715781,0.01315184,0.043278539,0.018059784,0.023112293,0.012401645
50,0.4,0.619047619,0.912087912,0.728571429,0.871794872,0.866666667,0.666666667,0.588235294,0.778947368,1,0.685714286,0.797385621,0.830882353,0.725146199,0.683982684,0.816993464,0.876190476,0.830065359,1,0.333333333,0.691666667,0.666666667,0.801169591,0.791666667,0.673684211,0.789473684,0.860294118,0.818181818,0.013408466,0.007169631,0.002933704,0.025734846,0.002696204,0.001496889,0.028387828,0.066244922,0.014323007,0,0.040113428,0.01034102,0.008542613,0.040566793,0.061654893,0.010154459,0.004148487,0.008515768,0,0.002978503,0.088426562,0.001801933,0.011337669,0.027074243,0.060808268,0.011634511,0.006258066,0.007349852
52,0.166666667,0.422222222,0.333333333,0.5,0.666666667,0.333333333,0.384615385,0.488888889,0.318181818,0.6,0.666666667,0.5,0.436363636,0.523809524,0.377777778,0,0.464285714,0.833333333,0.4,0.5,0.5,0,0.285714286,0,0.166666667,0.5,0.6,1,0.028092175,0.097969726,0.096703811,0.011314611,0.020332137,0.068800233,0.130402211,0.054834466,0.145137065,0.01285443,0.003582837,0.014542351,0.078650876,0.024433899,0.132766205,0,0.036543087,0.001424501,0.019628931,0.010299371,0.015592843,0.00462963,0.103735462,0,0.008072175,0.034396262,0.021898883,0
53,0.733333333,0.80952381,0.484848485,0.688888889,0.333333333,0,0.636363636,0.636363636,0.4,0.666666667,0.533333333,0.357142857,0.388888889,0.361111111,0.4,0.4,0.523809524,0.476190476,0.722222222,0.9,0.583333333,0.722222222,0.476190476,0.833333333,0.333333333,0.571428571,0.666666667,1,0.018972993,0.003777567,0.121956824,0.021099862,0.074074074,0,0.041969613,0.028386532,0.09864927,0.000915751,0.030130564,0.14903113,0.097451744,0.153978409,0.0495079,0.124821048,0.073324239,0.10124696,0.013063374,0.002245052,0.085212086,0.013257224,0.058031303,0.000971251,0.041681941,0.021931801,0.007359924,0
54,0.821428571,0.727272727,0.591666667,0.648351648,0.583333333,0.642857143,0.618181818,0.4,0.672727273,0.637362637,0.485714286,0.525641026,0.520467836,0.636363636,0.560606061,0.638095238,1,0.549019608,1,0.593406593,0.666666667,0.483660131,0.709090909,0.571428571,0.527777778,0.583333333,0.651515152,0.6,0.003280829,0.012894877,0.035649022,0.022183783,0.011498995,0.004859964,0.022060935,0.010290177,0.015183892,0.022582879,0.046802308,0.03047336,0.061812747,0.020342472,0.035251537,0.020902563,0,0.051264859,0,0.021623447,0.001003785,0.111742494,0.008603957,0.016345589,0.015633338,0.011323142,0.026246247,0.043903487
55,0.535714286,0.607142857,0.666666667,0.618181818,0.509090909,0,0.622222222,0.571428571,0.611111111,0.441666667,0.472222222,0.416666667,0.472222222,0.761904762,1,0.474358974,0.622222222,0.761904762,0.5,0.666666667,0.5,0.6,0.4,0.333333333,0.466666667,0.454545455,0.4,0.371428571,0.013250124,0.008032637,0.02119322,0.022911372,0.058461195,0.000902184,0.014737692,0.042174053,0.029945045,0.109007521,0.025718038,0.050437719,0.04820476,0.004184016,0,0.05908949,0.030986539,0.00379867,0.006884062,0.005843848,0.040711346,0.00238304,0.03658615,0.002849003,0.019750266,0.04992607,0.1028892,0.143558692
56,1,0.5,0.756410256,0.694444444,0.3,0,1,0.4,0.818181818,0.709090909,0,0,0,0.166666667,1,0.5,0.772727273,0.580952381,0.711111111,0.666666667,0.833333333,0,0.727272727,0.803030303,0.696969697,0.488888889,0.733333333,0.636363636,0,0.070330801,0.018096101,0.016546828,0.081431377,0.006995885,0,0.065625527,0.010936286,0.069951653,0,0,0,0.075068964,0,0.018134129,0.01561566,0.1317652,0.031183015,0.000356125,0.004184293,0,0.024728769,0.007332893,0.048214388,0.13793511,0.025277963,0.054818946
57,0.533333333,1,0.6,0.285714286,0.32967033,0.666666667,0.583333333,0.472727273,0.666666667,0.523809524,1,0.41025641,0.833333333,0.377777778,0.416666667,1,1,0.555555556,1,0.4,0.666666667,0.571428571,0.666666667,0.666666667,1,0.8,0.7,0.428571429,0.018836634,0,0.02668566,0.168041874,0.226858435,0.002136752,0.07878294,0.132770654,0.01004303,0.072794892,0,0.106947935,0.001068376,0.128714616,0.057406286,0,0,0.080330356,0,0.07101444,0.014484914,0.032083645,0.004310639,0.004310639,0,0.018238506,0.0055239,0.066250204
