Amygdala_L,Amygdala_R,Dorsal_striatum_L,Dorsal_striatum_R,Fusiform_gyrus_L,Fusiform_gyrus_R,Hippocampus_L,Hippocampus_R,Insula_L,Insula_R,Intracalcarine_cortex_L,Intracalcarine_cortex_R,lOFC_L,lOFC_R,mOFC_L,mOFC_R,Oral_somatosensory_cortex_R,Oral_somatosensory_cortex_L,Precuneus_L,Precuneus_R,Ventral_striatum_L,Ventral_striatum_R,vlPFC_L,vlPFC_R,vlThalamus_L,vlThalamus_R,vmPFC_L,vmPFC_R,module0_mean,module1_mean,module2_mean,module3_mean,module4_mean,module5_mean,module6_mean,module7_mean,module8_mean
0.888888889,0.938095238,0.877492877,0.877492877,0.906666667,0.894927536,0.889328063,0.877492877,0.920289855,0.913333333,0.886153846,0.89,0.920948617,0.93115942,0.889230769,0.89,0.902173913,0.892307692,0.942857143,0.913043478,0.906432749,0.886153846,0.895384615,0.889473684,0.913333333,0.913333333,0.895384615,0.929824561,0.898451267,0.88736684,0.895299145,0.890360461,0.915072464,0.926054018,0.927950311,0.896293297,0.902516869
0.868945869,0.868945869,0.97826087,0.97826087,0.956666667,1,0.868945869,0.876923077,0.934782609,0.926666667,0.963768116,0.932806324,0.955555556,0.945454545,0.967391304,0.910769231,0.995238095,0.956666667,0.910769231,0.956666667,0.868945869,0.956666667,0.956666667,0.991341991,0.868945869,0.868945869,0.97826087,0.956666667,0.870940171,0.977106625,0.944942401,0.965524813,0.899835253,0.950505051,0.933717949,0.912806268,0.970734049
0.935672515,0.880952381,0.851449275,0.827692308,0.833333333,0.831168831,0.935672515,0.926315789,0.866666667,0.826086957,0.871345029,0.857142857,0.800569801,0.847619048,0.841897233,0.82,0.800569801,0.868421053,0.935897436,0.778656126,0.873517787,0.865800866,0.844202899,0.85,0.835497835,0.868421053,0.83,0.849802372,0.9196533,0.837033109,0.831743522,0.853218906,0.849168128,0.824094424,0.857276781,0.869659326,0.843501318
0.800724638,0.852380952,0.852380952,0.815789474,0.742753623,0.8,0.816993464,0.732026144,0.826086957,0.857894737,0.821428571,0.779220779,0.778985507,0.752631579,0.786231884,0.786666667,0.826839827,0.801470588,0.801470588,0.822222222,0.891666667,0.795238095,0.844155844,0.858333333,0.806324111,0.763333333,0.818181818,0.842105263,0.800531299,0.82412021,0.771884058,0.80021645,0.813409784,0.765808543,0.811846405,0.843452381,0.840694065
0.940711462,0.908831909,0.966666667,0.935384615,0.938461538,0.913846154,0.908831909,0.908831909,0.908831909,0.926666667,0.934782609,0.908831909,0.966666667,0.935384615,0.953333333,0.953333333,0.938461538,0.935384615,1,0.952380952,0.94,0.952380952,0.938461538,0.938461538,0.953333333,0.908831909,0.966666667,0.976284585,0.916801797,0.943974359,0.948376068,0.919153557,0.924415954,0.951025641,0.976190476,0.946190476,0.954968582
0.766233766,0.807017544,0.857142857,0.830039526,0.816993464,0.733333333,0.830039526,0.868421053,0.780952381,0.729230769,0.705128205,0.818181818,0.750988142,0.796536797,0.766666667,0.555555556,0.830039526,0.830039526,0.705263158,0.622222222,0.782608696,0.871428571,0.878947368,0.819047619,0.803921569,0.815789474,0.847953216,0.836842105,0.817927972,0.836815359,0.713071895,0.752214452,0.782473548,0.773762469,0.66374269,0.827018634,0.845697577
0.929230769,0.944664032,0.929230769,0.926666667,0.917378917,0.917378917,0.942028986,0.926153846,0.917378917,0.939393939,0.927536232,0.917378917,0.938405797,0.945652174,0.926153846,0.917378917,0.917378917,0.917378917,0.923333333,0.923076923,0.961904762,0.95256917,0.942028986,0.966666667,0.923913043,0.928853755,0.917378917,0.926666667,0.935519408,0.922663818,0.920303894,0.920764689,0.927384914,0.942028986,0.923205128,0.957236966,0.938185309
0.985294118,0.926153846,0.950769231,0.923076923,0.926153846,0.976666667,0.947692308,0.96,0.950769231,0.923076923,0.923076923,0.96,0.953333333,0.95256917,0.923076923,0.976666667,0.950769231,0.923076923,0.949275362,0.983333333,0.949275362,0.929230769,0.947692308,0.947692308,0.947692308,0.947692308,0.923076923,0.956666667,0.954785068,0.936923077,0.941965812,0.953247863,0.942307692,0.952951252,0.966304348,0.939253066,0.943782051
0.904761905,0.92,0.92,0.901538462,0.92,0.91503268,0.883190883,0.90942029,0.984189723,0.916666667,0.92,0.94,0.960144928,0.901538462,0.949275362,0.973856209,0.964426877,0.883190883,0.909090909,0.92,0.92,0.92,0.88,0.964426877,0.934782609,0.916666667,0.883190883,0.92,0.904343269,0.917289056,0.947710524,0.925010893,0.938076416,0.930841695,0.914545455,0.92,0.91190444
1,0.945454545,1,1,0.62745098,1,0.846153846,0.683333333,1,1,0.81871345,0.869281046,0.963636364,0.933823529,0.869281046,0.869281046,1,1,0.963636364,0.919117647,0.763157895,0.675,0.593333333,0.924242424,0.924242424,0.615942029,0.924242424,1,0.868735431,1,0.788671024,0.895998165,0.885046113,0.948729947,0.941377005,0.719078947,0.860454545
